doc_name,thread_name,thread_url,dominant_topic,topic_gamma,displacement,fuel_type,year,mileage_km,mileage_bucket,engine_group,technical_bucket,chronic_score,n_messages,gamma_vector
doc_00248,Arac ici aydinlatma arizasi gecmiyor,https://www.golftutkusu.com/topic/10799-arac-ici-aydinlatma-arizasi-gecmiyor,6,0.7929407526943445,NA,unknown,2013,18000,0-30k,unknown,high,4,34,"[0.001432, 0.000233, 0.001082, 0.000976, 0.160389, 0.792941, 0.000846, 0.000837, 0.000897, 0.000175, 0.032086, 0.000966, 0.000607, 0.001835, 0.000486, 0.001035, 0.000923, 0.000852, 0.000640, 0.000761]"
doc_00249,Arac ici kamera montaji Hak.,https://www.golftutkusu.com/topic/8416-arac-ici-kamera-montaji-hak,9,0.9776537276273276,NA,unknown,NA,NA,unknown,unknown,high,2,13,"[0.001130, 0.000708, 0.000840, 0.000814, 0.003441, 0.001101, 0.002613, 0.000313, 0.977654, 0.000585, 0.001133, 0.000725, 0.000753, 0.000956, 0.001554, 0.000814, 0.001028, 0.002432, 0.001084, 0.000320]"
doc_00250,Arac ici sesler hakkinda.,https://www.golftutkusu.com/topic/15737-arac-ici-sesler-hakkinda,2,0.989110021921073,1.2,petrol,2013,NA,unknown,1.2_TSI,high,0,16,"[0.000110, 0.989110, 0.000165, 0.000548, 0.000164, 0.000394, 0.000272, 0.000488, 0.000286, 0.000440, 0.000547, 0.000077, 0.000407, 0.000408, 0.000887, 0.001641, 0.000311, 0.002112, 0.000445, 0.001188]"
doc_00251,Arac icinden gelen tikirti sesi,https://www.golftutkusu.com/topic/9352-arac-icinden-gelen-tikirti-sesi,3,0.8988117594460032,NA,unknown,2015,NA,unknown,unknown,low,0,6,"[0.002281, 0.002190, 0.898812, 0.003044, 0.011515, 0.002028, 0.055236, 0.001064, 0.004759, 0.000947, 0.001890, 0.001015, 0.001817, 0.003063, 0.000539, 0.002667, 0.001281, 0.003032, 0.002728, 0.000092]"
doc_00252,Arac klimasi yetersiz derecede kaliyor,https://www.golftutkusu.com/topic/22395-arac-klimasi-yetersiz-derecede-kaliyor,12,0.9760534927144293,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.001157, 0.000599, 0.000801, 0.002164, 0.005249, 0.001297, 0.000826, 0.000806, 0.001571, 0.000857, 0.001159, 0.976053, 0.001036, 0.001571, 0.000294, 0.000917, 0.000724, 0.001207, 0.001669, 0.000042]"
doc_00253,Arac kumandasindan cam acip kapatma yapmiyor,https://www.golftutkusu.com/topic/12482-arac-kumandasindan-cam-acip-kapatma-yapmiyor,17,0.5474594629447794,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.007914, 0.001338, 0.006494, 0.011225, 0.258252, 0.006726, 0.004784, 0.005839, 0.007189, 0.002036, 0.112971, 0.005355, 0.003003, 0.008044, 0.000614, 0.002674, 0.547459, 0.003536, 0.004329, 0.000216]"
doc_00254,Arac motor sarsinti titremesi sorunu,https://www.golftutkusu.com/topic/10305-arac-motor-sarsinti-titremesi-sorunu,9,0.8272192073495497,NA,unknown,2013,167000,150-180k,unknown,medium,0,2,"[0.002006, 0.001437, 0.087839, 0.003080, 0.006594, 0.002322, 0.003556, 0.001569, 0.827219, 0.001412, 0.003380, 0.001430, 0.001986, 0.003763, 0.003278, 0.022328, 0.002161, 0.021293, 0.002997, 0.000350]"
doc_00255,Arac parcalarinda verilen tarih uyusmazligi,https://www.golftutkusu.com/topic/12639-arac-parcalarinda-verilen-tarih-uyusmazligi,4,0.953721099410063,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.002157, 0.001108, 0.002502, 0.953721, 0.009733, 0.002543, 0.002140, 0.002156, 0.003968, 0.001498, 0.002184, 0.002481, 0.001449, 0.002854, 0.000384, 0.001345, 0.001341, 0.002361, 0.004016, 0.000060]"
doc_00256,Arac rolantide titriyor(COZULDU),https://www.golftutkusu.com/topic/19573-arac-rolantide-titriyor-cozuldu,20,0.9945301880995076,1.6,diesel,2014,6000,0-30k,1.6_TDI,high,5,66,"[0.000111, 0.000097, 0.001142, 0.000115, 0.000086, 0.000338, 0.000083, 0.000139, 0.000226, 0.000288, 0.000492, 0.000281, 0.000082, 0.000071, 0.000862, 0.000234, 0.000090, 0.000276, 0.000457, 0.994530]"
doc_00257,Arac su eksiltme sorunu,https://www.golftutkusu.com/topic/17250-arac-su-eksiltme-sorunu,20,0.8957345129509501,NA,unknown,2015,NA,unknown,unknown,high,1,11,"[0.001307, 0.000244, 0.001417, 0.001115, 0.001756, 0.002042, 0.001156, 0.000352, 0.001222, 0.000262, 0.082389, 0.001186, 0.001415, 0.001274, 0.002491, 0.000843, 0.001010, 0.001101, 0.001683, 0.895735]"
doc_00258,Arac tekliyor,https://www.golftutkusu.com/topic/19917-arac-tekliyor,16,0.9906123823314564,1.4,petrol,NA,NA,unknown,1.4_TSI,high,2,10,"[0.000041, 0.000569, 0.000627, 0.000526, 0.000112, 0.000231, 0.000350, 0.000433, 0.000111, 0.001122, 0.001058, 0.000306, 0.000190, 0.000108, 0.000587, 0.990612, 0.000265, 0.002171, 0.000164, 0.000415]"
doc_00259,Arac uzerindeki tum tas izleri ve cozumu,https://www.golftutkusu.com/topic/9545-arac-uzerindeki-tum-tas-izleri-ve-cozumu,18,0.9168641388322359,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.008332, 0.001933, 0.005739, 0.005532, 0.011430, 0.003801, 0.005777, 0.001913, 0.006395, 0.003516, 0.001901, 0.004235, 0.005533, 0.003996, 0.002451, 0.000911, 0.004908, 0.916864, 0.004807, 0.000026]"
doc_00260,Araci P Konumunda Terk Ediniz,https://www.golftutkusu.com/topic/20012-araci-p-konumunda-terk-ediniz,4,0.8879149212262012,NA,unknown,2019,NA,unknown,unknown,high,1,6,"[0.003042, 0.001546, 0.002797, 0.887915, 0.004098, 0.005110, 0.005207, 0.001976, 0.003086, 0.002202, 0.003757, 0.003091, 0.003086, 0.002967, 0.047962, 0.003256, 0.002674, 0.009484, 0.004622, 0.002123]"
doc_00261,Araci kumandadan acinca depo tarafindan gelen buzz sesi,https://www.golftutkusu.com/topic/16595-araci-kumandadan-acinca-depo-tarafindan-gelen-buzz-sesi,12,0.9834801301290684,NA,unknown,NA,120000,120-150k,unknown,medium,0,21,"[0.000629, 0.000329, 0.000410, 0.000920, 0.002680, 0.000819, 0.000830, 0.000561, 0.000781, 0.000491, 0.001200, 0.983480, 0.000706, 0.001619, 0.000590, 0.001201, 0.000594, 0.001444, 0.000642, 0.000078]"
doc_00262,Araci sadece P konumunda terk edin uyarisi,https://www.golftutkusu.com/topic/18217-araci-sadece-p-konumunda-terk-edin-uyarisi,13,0.9551891828665053,NA,unknown,2017,50000,30-60k,unknown,low,0,2,"[0.002390, 0.001462, 0.003239, 0.002804, 0.007424, 0.002302, 0.001693, 0.001950, 0.002618, 0.001151, 0.001932, 0.002668, 0.955189, 0.002820, 0.000823, 0.001290, 0.001227, 0.003536, 0.003388, 0.000091]"
doc_00263,Araci sadece p konumunda terk ediniz. Direksiyon,https://www.golftutkusu.com/topic/12027-araci-sadece-p-konumunda-terk-ediniz-direksiyon,10,0.9817904877589984,NA,unknown,2019,NA,unknown,unknown,high,1,11,"[0.000498, 0.000269, 0.000480, 0.000932, 0.000945, 0.001032, 0.001225, 0.000410, 0.000829, 0.981790, 0.000240, 0.000920, 0.000716, 0.000971, 0.001850, 0.001172, 0.001283, 0.003257, 0.000849, 0.000332]"
doc_00264,Aracim Golf 1.2 TSI 2016,https://www.golftutkusu.com/topic/22194-aracim-golf-1-2-tsi-2016,16,0.5033364608896983,1.2,petrol,2016,NA,unknown,1.2_TSI,low,0,2,"[0.001681, 0.002546, 0.002855, 0.003677, 0.005460, 0.006166, 0.002700, 0.007861, 0.012361, 0.005122, 0.010374, 0.001131, 0.001248, 0.007015, 0.003716, 0.503336, 0.000529, 0.416199, 0.005296, 0.000726]"
doc_00265,Aracim hangi motor teknolojisini kullaniyor?,https://www.golftutkusu.com/topic/10929-aracim-hangi-motor-teknolojisini-kullaniyor,10,0.9837911339471658,1.4,petrol,2015,NA,unknown,1.4_TSI,medium,1,30,"[0.000125, 0.000664, 0.000169, 0.000684, 0.000227, 0.000174, 0.000565, 0.000282, 0.000107, 0.983791, 0.000436, 0.000238, 0.000121, 0.000221, 0.000767, 0.008873, 0.000581, 0.001366, 0.000467, 0.000141]"
doc_00266,Aracim sabahlari gec calisiyor ve calisinca beyaz duman atiyor!,https://www.golftutkusu.com/topic/24285-aracim-sabahlari-gec-calisiyor-ve-calisinca-beyaz-duman-atiyor,1,0.9053576387474467,1.6,diesel,2013,290000,210k+,1.6_TDI,high,3,21,"[0.905358, 0.000319, 0.019921, 0.000375, 0.000610, 0.000726, 0.000234, 0.001211, 0.000481, 0.000816, 0.009489, 0.000753, 0.000220, 0.000527, 0.004460, 0.000843, 0.000503, 0.000963, 0.001780, 0.050412]"
doc_00267,Aracimdaki ani yakit tuketimi artisi,https://www.golftutkusu.com/topic/13372-aracimdaki-ani-yakit-tuketimi-artisi,17,0.9455924983632418,1.2,petrol,2014,NA,unknown,1.2_TSI,medium,1,1,"[0.001073, 0.008952, 0.000308, 0.001951, 0.002408, 0.000925, 0.000970, 0.003140, 0.001407, 0.003514, 0.006856, 0.000181, 0.000577, 0.001840, 0.002137, 0.006980, 0.945592, 0.008856, 0.000862, 0.001472]"
doc_00268,Aracimdaki kucuk hasar,https://www.golftutkusu.com/topic/12750-aracimdaki-kucuk-hasar,18,0.890916296808033,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.009001, 0.002652, 0.008362, 0.006867, 0.015776, 0.006099, 0.007639, 0.002453, 0.008881, 0.003998, 0.002484, 0.005033, 0.007951, 0.004718, 0.002963, 0.001190, 0.007049, 0.890916, 0.005931, 0.000035]"
doc_00269,Aracimdaki sut kokusu,https://www.golftutkusu.com/topic/25219-aracimdaki-sut-kokusu,6,0.9865294134008734,NA,unknown,NA,20000,0-30k,unknown,medium,1,17,"[0.000553, 0.000281, 0.000494, 0.000706, 0.002769, 0.986529, 0.000821, 0.000433, 0.000659, 0.000266, 0.000960, 0.000454, 0.000444, 0.001097, 0.000547, 0.000610, 0.000501, 0.001241, 0.000538, 0.000099]"
doc_00270,Aracimdan gelen ciyaklama sesi YENI VIDEO YUKLENDI YARDIM TALEBI,https://www.golftutkusu.com/topic/24686-aracimdan-gelen-ciyaklama-sesi-yeni-video-yuklendi-yardim-talebi,16,0.9724090770358307,1.2,petrol,2016,NA,unknown,1.2_TSI,high,1,8,"[0.000189, 0.003123, 0.000494, 0.001198, 0.000519, 0.000741, 0.000541, 0.001801, 0.001059, 0.001486, 0.002690, 0.000245, 0.000794, 0.001212, 0.001250, 0.972409, 0.000568, 0.006595, 0.000415, 0.002671]"
doc_00271,Aracimin bu parcasi digerlerinden farkli mi?,https://www.golftutkusu.com/topic/9479-aracimin-bu-parcasi-digerlerinden-farkli-mi,2,0.9599596748144791,1.2,petrol,NA,NA,unknown,1.2_TSI,low,0,3,"[0.001147, 0.959960, 0.000883, 0.003751, 0.002959, 0.001413, 0.000909, 0.002450, 0.002882, 0.002800, 0.002078, 0.000388, 0.001180, 0.002564, 0.001112, 0.004459, 0.001225, 0.004114, 0.002968, 0.000759]"
doc_00272,Aracimin kayisi otuyor 1.6tdi,https://www.golftutkusu.com/topic/27450-aracimin-kayisi-otuyor-1-6tdi,1,0.6555405235645326,1.6,diesel,2007,8000,0-30k,1.6_TDI,medium,0,25,"[0.655541, 0.000297, 0.002028, 0.000323, 0.000756, 0.000588, 0.000269, 0.001289, 0.000729, 0.001176, 0.001156, 0.000631, 0.000164, 0.000708, 0.329500, 0.000309, 0.000520, 0.001304, 0.001691, 0.001023]"
doc_00273,Aracin Caminda Bugulanma?,https://www.golftutkusu.com/topic/11566-aracin-caminda-bugulanma,16,0.9953600396693122,1.4,petrol,2016,NA,unknown,1.4_TSI,high,2,50,"[0.000020, 0.000263, 0.000303, 0.000403, 0.000066, 0.000123, 0.000198, 0.000277, 0.000061, 0.000540, 0.000550, 0.000181, 0.000095, 0.000058, 0.000251, 0.995360, 0.000131, 0.000833, 0.000084, 0.000203]"
doc_00274,Aracin altindan pembe yag akiyor,https://www.golftutkusu.com/topic/21723-aracin-altindan-pembe-yag-akiyor,1,0.8654708408471113,NA,unknown,NA,NA,unknown,unknown,medium,0,5,"[0.865471, 0.001178, 0.003154, 0.003254, 0.010874, 0.039796, 0.002936, 0.003128, 0.003137, 0.001849, 0.004210, 0.002302, 0.002580, 0.005084, 0.034667, 0.001817, 0.003203, 0.005113, 0.005442, 0.000803]"
doc_00275,Aracin birden kendi kendine fren yapmasi,https://www.golftutkusu.com/topic/20420-aracin-birden-kendi-kendine-fren-yapmasi,4,0.737876949441384,NA,unknown,2013,54000,30-60k,unknown,high,2,16,"[0.000529, 0.000485, 0.001645, 0.737877, 0.001104, 0.001734, 0.001152, 0.000731, 0.001664, 0.000867, 0.001439, 0.001423, 0.001547, 0.000868, 0.001824, 0.001827, 0.001235, 0.240196, 0.001544, 0.000309]"
doc_00276,Aracin boyasina zarar vermis olabilirim,https://www.golftutkusu.com/topic/22906-aracin-boyasina-zarar-vermis-olabilirim,5,0.9682864581046233,NA,unknown,NA,NA,unknown,unknown,medium,1,10,"[0.005028, 0.000562, 0.001584, 0.001137, 0.968286, 0.002184, 0.003824, 0.002114, 0.001918, 0.000665, 0.001690, 0.001169, 0.000922, 0.003902, 0.000586, 0.000611, 0.002075, 0.001021, 0.000659, 0.000063]"
doc_00277,Aracin enerji ihtiyaci yuksek,https://www.golftutkusu.com/topic/27211-aracin-enerji-ihtiyaci-yuksek,4,0.5601558896453743,1.6,diesel,NA,4000,0-30k,1.6_TDI,high,1,9,"[0.000829, 0.000822, 0.003593, 0.560156, 0.001007, 0.001513, 0.001063, 0.310991, 0.000911, 0.001464, 0.096685, 0.003551, 0.000666, 0.001016, 0.000929, 0.005311, 0.001236, 0.002588, 0.003412, 0.002258]"
doc_00278,Aracin kontagini acinca park lambalari yaniyor,https://www.golftutkusu.com/topic/26266-aracin-kontagini-acinca-park-lambalari-yaniyor,6,0.5080988239731015,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.007660, 0.002738, 0.007553, 0.007814, 0.397056, 0.508099, 0.004265, 0.004936, 0.011246, 0.002556, 0.004652, 0.006846, 0.004105, 0.009661, 0.001389, 0.002914, 0.003753, 0.003248, 0.009212, 0.000297]"
doc_00279,Aracin on tekerlekten seyir halinde ugultu geliyor,https://www.golftutkusu.com/topic/13139-aracin-on-tekerlekten-seyir-halinde-ugultu-geliyor,15,0.9919421286132855,1.4,petrol,2014,32000,30-60k,1.4_TSI,medium,0,37,"[0.000252, 0.000710, 0.000166, 0.000253, 0.000135, 0.000163, 0.000301, 0.000107, 0.000119, 0.001071, 0.000354, 0.000110, 0.000142, 0.000172, 0.991942, 0.001257, 0.000256, 0.001822, 0.000326, 0.000342]"
doc_00280,Araclarin motor kodlari nasil ogrenilir,https://www.golftutkusu.com/topic/17353-araclarin-motor-kodlari-nasil-ogrenilir,19,0.9846677826742568,1.6,diesel,2014,NA,unknown,1.6_TDI,medium,1,15,"[0.000612, 0.000425, 0.002656, 0.000810, 0.000349, 0.000536, 0.000260, 0.001017, 0.000921, 0.001342, 0.001847, 0.000717, 0.000193, 0.000517, 0.000970, 0.000420, 0.000281, 0.000965, 0.984668, 0.000494]"
doc_00281,Aracta anlam veremedigim degisik sorunlar,https://www.golftutkusu.com/topic/13932-aracta-anlam-veremedigim-degisik-sorunlar,5,0.38438939804134276,NA,unknown,2000,58000,30-60k,unknown,medium,1,6,"[0.003199, 0.000392, 0.007474, 0.005302, 0.384389, 0.006255, 0.003865, 0.008511, 0.005799, 0.001410, 0.154364, 0.005958, 0.005045, 0.012187, 0.001408, 0.265734, 0.005873, 0.120901, 0.001618, 0.000317]"
doc_00282,Aracta sarj gucunun normalden az olusu - elektrikci onerisi,https://www.golftutkusu.com/topic/20158-aracta-sarj-gucunun-normalden-az-olusu-elektrikci-onerisi,17,0.42365129797970436,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.016517, 0.012652, 0.023079, 0.031882, 0.099505, 0.024377, 0.019164, 0.013147, 0.197044, 0.017500, 0.014787, 0.014252, 0.017789, 0.015057, 0.005939, 0.008771, 0.423651, 0.023106, 0.021193, 0.000588]"
doc_00283,Ariza isiklari,https://www.golftutkusu.com/topic/20351-ariza-isiklari,19,0.9685593421589105,NA,unknown,2014,NA,unknown,unknown,high,2,4,"[0.001663, 0.000843, 0.002592, 0.002038, 0.002441, 0.001974, 0.001106, 0.000860, 0.001823, 0.000781, 0.002676, 0.001463, 0.001995, 0.001922, 0.001855, 0.001020, 0.000834, 0.002598, 0.968559, 0.000956]"
doc_00284,Ariza lambasi Oxygen (Lambda) Sensor B1 S2 ve Intake Air Temp. Sensor (G42),https://www.golftutkusu.com/topic/17504-ariza-lambasi-oxygen-lambda-sensor-b1-s2-ve-intake-air-temp-sensor-g42,8,0.8628964882885884,1.2,petrol,2016,106000,90-120k,1.2_TSI,high,1,21,"[0.000656, 0.005630, 0.000258, 0.002012, 0.001413, 0.000888, 0.000612, 0.862896, 0.000565, 0.001855, 0.004006, 0.000253, 0.001093, 0.001306, 0.001503, 0.105009, 0.001349, 0.005095, 0.000842, 0.002759]"
doc_00285,Ariza: arac aydinlatmasi,https://www.golftutkusu.com/topic/21747-ariza-arac-aydinlatmasi,3,0.53000906770765,NA,unknown,NA,NA,unknown,unknown,low,0,11,"[0.006715, 0.000230, 0.530009, 0.001892, 0.410093, 0.006891, 0.004071, 0.003106, 0.007456, 0.000563, 0.003398, 0.002163, 0.000923, 0.006345, 0.000823, 0.003624, 0.000422, 0.005574, 0.005611, 0.000090]"
doc_00286,Ariza:Auto Hold ve elektirikli park freni,https://www.golftutkusu.com/topic/15729-ariza-auto-hold-ve-elektirikli-park-freni,19,0.7454804180539953,NA,unknown,NA,NA,unknown,unknown,low,0,5,"[0.004922, 0.001387, 0.008625, 0.007284, 0.008152, 0.005679, 0.002622, 0.002153, 0.010425, 0.001956, 0.045989, 0.005047, 0.005914, 0.007136, 0.001780, 0.001634, 0.003188, 0.130455, 0.745480, 0.000172]"
doc_00287,Arizalar silsilesi,https://www.golftutkusu.com/topic/25488-arizalar-silsilesi,1,0.5410747579792796,1.2,petrol,2014,18000,0-30k,1.2_TSI,medium,0,6,"[0.541075, 0.002884, 0.000815, 0.002358, 0.003315, 0.001369, 0.000820, 0.001861, 0.001297, 0.001475, 0.271204, 0.000349, 0.001026, 0.084877, 0.003488, 0.004589, 0.001969, 0.070601, 0.002507, 0.002122]"
doc_00288,Arka Ayak Aydinlatma Baglanti Yardimi,https://www.golftutkusu.com/topic/15134-arka-ayak-aydinlatma-baglanti-yardimi,5,0.6381708996613585,NA,unknown,NA,NA,unknown,unknown,low,0,9,"[0.006923, 0.001825, 0.002531, 0.003364, 0.638171, 0.003612, 0.004190, 0.001824, 0.265172, 0.001954, 0.002166, 0.053316, 0.001592, 0.004298, 0.000652, 0.000962, 0.002517, 0.001732, 0.003129, 0.000070]"
doc_00289,Arka Fren lambalari surekli yaniyor,https://www.golftutkusu.com/topic/15677-arka-fren-lambalari-surekli-yaniyor,17,0.7322573809077546,NA,unknown,2013,NA,unknown,unknown,medium,1,5,"[0.003770, 0.000493, 0.002893, 0.002490, 0.134240, 0.002966, 0.002857, 0.002950, 0.003548, 0.000880, 0.093839, 0.002123, 0.001487, 0.005278, 0.000861, 0.002204, 0.732257, 0.003228, 0.001336, 0.000298]"
doc_00290,Arka Koltuk Kumasinda Kesik,https://www.golftutkusu.com/topic/23791-arka-koltuk-kumasinda-kesik,18,0.6462773316683723,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.033805, 0.008491, 0.027269, 0.020419, 0.066541, 0.015995, 0.025831, 0.007934, 0.027749, 0.014324, 0.008026, 0.015306, 0.018193, 0.016550, 0.006843, 0.003488, 0.019071, 0.646277, 0.017763, 0.000122]"
doc_00291,Arka Park Sensoru Ayari,https://www.golftutkusu.com/topic/14251-arka-park-sensoru-ayari,13,0.9639465410971618,NA,unknown,NA,NA,unknown,unknown,medium,1,4,"[0.001547, 0.000872, 0.002205, 0.001609, 0.004655, 0.001586, 0.002116, 0.001678, 0.001488, 0.000722, 0.002540, 0.001318, 0.963947, 0.003274, 0.001557, 0.001808, 0.001183, 0.003964, 0.001743, 0.000189]"
doc_00292,Arka Tekerlek Kamber Toe In Toe Out Sorunu Golf MK7,https://www.golftutkusu.com/topic/24892-arka-tekerlek-kamber-toe-in-toe-out-sorunu-golf-mk7,2,0.9050045900193873,1.2,petrol,NA,NA,unknown,1.2_TSI,high,2,9,"[0.000630, 0.905005, 0.000504, 0.002543, 0.000608, 0.001181, 0.001052, 0.001598, 0.000878, 0.000736, 0.063285, 0.000299, 0.001319, 0.002557, 0.001680, 0.003749, 0.001368, 0.004648, 0.002536, 0.003824]"
doc_00293,Arka kapi kitlenmeme problemi.,https://www.golftutkusu.com/topic/23416-arka-kapi-kitlenmeme-problemi,9,0.9554006041268115,NA,unknown,NA,NA,unknown,unknown,medium,1,3,"[0.001645, 0.000811, 0.002819, 0.002289, 0.008409, 0.001953, 0.002672, 0.000982, 0.955401, 0.000943, 0.003082, 0.001165, 0.001213, 0.003391, 0.002136, 0.003197, 0.001715, 0.003813, 0.002111, 0.000255]"
doc_00294,Arka kapilar kilitlenmiyor ve bagaj acilmiyor,https://www.golftutkusu.com/topic/26265-arka-kapilar-kilitlenmiyor-ve-bagaj-acilmiyor,16,0.9402362253489038,NA,unknown,NA,NA,unknown,unknown,low,0,5,"[0.001393, 0.000461, 0.005933, 0.004259, 0.012559, 0.002475, 0.002505, 0.004232, 0.005630, 0.001507, 0.003604, 0.003715, 0.001942, 0.004392, 0.000221, 0.940236, 0.001311, 0.002331, 0.001248, 0.000044]"
doc_00295,Arka klima yon cubugu,https://www.golftutkusu.com/topic/12509-arka-klima-yon-cubugu,14,0.8346774822942604,NA,unknown,NA,NA,unknown,unknown,medium,1,8,"[0.000863, 0.000245, 0.000195, 0.112342, 0.014088, 0.000825, 0.007599, 0.002851, 0.000741, 0.000631, 0.001800, 0.000322, 0.004801, 0.834677, 0.005601, 0.003657, 0.003015, 0.005132, 0.000382, 0.000234]"
doc_00296,Arka park sensoru,https://www.golftutkusu.com/topic/8033-arka-park-sensoru,16,0.5564204570304099,NA,unknown,2016,NA,unknown,unknown,low,0,2,"[0.005323, 0.001424, 0.018344, 0.009022, 0.323411, 0.007372, 0.005324, 0.014581, 0.016384, 0.003115, 0.005642, 0.007593, 0.004605, 0.009483, 0.000611, 0.556420, 0.004095, 0.003629, 0.003482, 0.000140]"
doc_00297,Arka park sensoru arizasi :(,https://www.golftutkusu.com/topic/9671-arka-park-sensoru-arizasi,7,0.6796652727692253,NA,unknown,NA,NA,unknown,unknown,medium,1,5,"[0.002553, 0.001134, 0.006182, 0.005489, 0.013779, 0.006449, 0.679665, 0.002467, 0.005844, 0.002107, 0.091648, 0.003161, 0.003796, 0.039507, 0.003353, 0.004277, 0.012498, 0.113160, 0.002572, 0.000359]"
doc_00298,Arka park sensoru ve geri gorus kamerasi sorunu (Ankara ici),https://www.golftutkusu.com/topic/20885-arka-park-sensoru-ve-geri-gorus-kamerasi-sorunu-ankara-ici,10,0.9466368938005247,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.002910, 0.001028, 0.001916, 0.004302, 0.008074, 0.002595, 0.004137, 0.001659, 0.004512, 0.946637, 0.000642, 0.003475, 0.002058, 0.003423, 0.001111, 0.001739, 0.003293, 0.002778, 0.003627, 0.000083]"
doc_00299,Arka silecek kolu Renk farki,https://www.golftutkusu.com/topic/10914-arka-silecek-kolu-renk-farki,7,0.9815015942652429,NA,unknown,NA,NA,unknown,unknown,low,0,13,"[0.001614, 0.000899, 0.000766, 0.001165, 0.004443, 0.000886, 0.981502, 0.000581, 0.001462, 0.000914, 0.000833, 0.000714, 0.000611, 0.001070, 0.000213, 0.000211, 0.000776, 0.000541, 0.000790, 0.000012]"
doc_00300,Arka silecek ses yapiyor,https://www.golftutkusu.com/topic/18741-arka-silecek-ses-yapiyor,2,0.9715601933548859,NA,unknown,NA,NA,unknown,unknown,high,2,3,"[0.000682, 0.971560, 0.004361, 0.001378, 0.001893, 0.001925, 0.002089, 0.001009, 0.001377, 0.000502, 0.000558, 0.001403, 0.001958, 0.001252, 0.001702, 0.000986, 0.001211, 0.002128, 0.001490, 0.000534]"
doc_00301,Arka silecek suyu,https://www.golftutkusu.com/topic/13776-arka-silecek-suyu,7,0.990031681865417,NA,unknown,NA,NA,unknown,unknown,high,2,28,"[0.000188, 0.000331, 0.000700, 0.000594, 0.000659, 0.000674, 0.990032, 0.000306, 0.000483, 0.000430, 0.000753, 0.000389, 0.000458, 0.000490, 0.000785, 0.000990, 0.000403, 0.000847, 0.000285, 0.000204]"
doc_00302,Arka tampondaki kucuk hasar,https://www.golftutkusu.com/topic/8427-arka-tampondaki-kucuk-hasar,4,0.9576295535446742,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.002052, 0.001013, 0.002229, 0.957630, 0.008982, 0.002408, 0.002069, 0.001892, 0.003579, 0.001401, 0.002050, 0.002376, 0.001364, 0.002211, 0.000343, 0.001220, 0.001221, 0.002108, 0.003797, 0.000056]"
doc_00303,Arka tavan lambasi,https://www.golftutkusu.com/topic/16016-arka-tavan-lambasi,12,0.9619758853785314,NA,unknown,2013,NA,unknown,unknown,medium,1,6,"[0.001410, 0.000656, 0.000979, 0.002046, 0.007420, 0.001838, 0.001882, 0.001356, 0.001866, 0.000982, 0.002918, 0.961976, 0.001602, 0.003495, 0.001158, 0.002500, 0.001349, 0.003036, 0.001366, 0.000164]"
doc_00304,Arkadan gelen ugultu,https://www.golftutkusu.com/topic/10674-arkadan-gelen-ugultu,8,0.9599735668874536,NA,unknown,NA,NA,unknown,unknown,medium,0,6,"[0.002172, 0.000789, 0.001496, 0.002294, 0.005719, 0.001468, 0.002044, 0.959974, 0.001308, 0.000765, 0.002541, 0.001106, 0.001834, 0.002025, 0.000939, 0.004234, 0.002588, 0.005574, 0.001068, 0.000061]"
doc_00305,Arkadaslar Acil Yardim,https://www.golftutkusu.com/topic/25154-arkadaslar-acil-yardim,8,0.9905063277800399,1.6,diesel,NA,65000,60-90k,1.6_TDI,high,2,7,"[0.000262, 0.000314, 0.000945, 0.000371, 0.000295, 0.000364, 0.000180, 0.990506, 0.000168, 0.000553, 0.000769, 0.000520, 0.000167, 0.000142, 0.000897, 0.001371, 0.000361, 0.000638, 0.000682, 0.000495]"
doc_00306,Arma panjura uymuyor,https://www.golftutkusu.com/topic/15396-arma-panjura-uymuyor,9,0.9803137413914079,NA,unknown,NA,NA,unknown,unknown,low,0,4,"[0.000879, 0.000513, 0.001541, 0.001390, 0.004922, 0.000950, 0.000925, 0.000376, 0.980314, 0.000562, 0.000781, 0.000784, 0.000511, 0.001035, 0.000415, 0.000775, 0.000604, 0.001036, 0.001641, 0.000046]"
doc_00307,Asiri Bugu ve Kotu Koku,https://www.golftutkusu.com/topic/21951-asiri-bugu-ve-kotu-koku,4,0.9959398169101654,NA,unknown,NA,6000,0-30k,unknown,high,5,29,"[0.000108, 0.000098, 0.000166, 0.995940, 0.000340, 0.000291, 0.000256, 0.000173, 0.000191, 0.000129, 0.000294, 0.000222, 0.000167, 0.000167, 0.000163, 0.000271, 0.000142, 0.000492, 0.000298, 0.000092]"
