engine_spec,reg_year,total_tests,pass_count,avg_failures,avg_mileage,fail_rate_pct
unknown_1360cc,2002,3,2,2.6666666666666665,107225.0,33.3
unknown_1368cc,2009,2,2,1.0,45308.0,0.0
unknown_1370cc,2007,1,1,0.0,62877.0,0.0
unknown_1380cc,2007,1,1,0.0,33838.0,0.0
unknown_1381cc,1996,1,1,2.0,92730.0,0.0
unknown_1389cc,1995,1,1,0.0,70392.0,0.0
unknown_1389cc,1999,2,1,8.5,152911.5,50.0
unknown_1389cc,2011,2,1,0.5,26697.0,50.0
unknown_13905cc,2005,1,1,1.0,76434.0,0.0
unknown_1391cc,1971,1,1,1.0,139593.0,0.0
unknown_1391cc,1990,1,1,0.0,131566.0,0.0
unknown_1391cc,1992,183,127,3.1748633879781423,90574.74033149172,30.6
unknown_1391cc,1993,466,301,3.244635193133047,90168.32599118943,35.4
unknown_1391cc,1994,927,606,3.364617044228695,96750.08452250274,34.6
unknown_1391cc,1995,1390,904,3.7194244604316546,99888.18875192603,35.0
unknown_1391cc,1996,1825,1193,3.625753424657534,105353.05879090405,34.6
unknown_1391cc,1997,1576,1028,3.6446700507614214,103000.92944194996,34.8
unknown_1391cc,1998,150,96,3.7266666666666666,96004.67785234899,36.0
unknown_1391cc,1999,4,3,5.25,74662.0,25.0
unknown_1391cc,2000,7,4,2.7142857142857144,71845.33333333333,42.9
unknown_1391cc,2001,9,5,5.111111111111111,83676.125,44.4
unknown_1391cc,2002,4,3,1.0,93475.0,25.0
unknown_1391cc,2004,12,10,2.6666666666666665,84638.41666666667,16.7
unknown_1391cc,2005,4,3,1.75,87417.5,25.0
unknown_1391cc,2007,10,7,4.6,63978.1,30.0
unknown_1391cc,2008,3,3,0.3333333333333333,55170.333333333336,0.0
unknown_1391cc,2009,1,1,0.0,28743.0,0.0
unknown_1391cc,2010,3,3,0.3333333333333333,35362.666666666664,0.0
unknown_1391cc,2011,1,1,0.0,70326.0,0.0
unknown_1392cc,2000,1,1,2.0,100760.0,0.0
unknown_1392cc,2002,2,1,2.0,112495.5,50.0
unknown_1394cc,2010,3,2,2.0,56567.666666666664,33.3
unknown_1396cc,1998,1,1,4.0,109646.0,0.0
unknown_1396cc,2000,5,3,2.6,125165.6,40.0
unknown_1396cc,2001,9,7,2.4444444444444446,103230.66666666667,22.2
unknown_1396cc,2002,11,6,3.1818181818181817,116576.0,45.5
unknown_1396cc,2003,3,2,1.3333333333333333,118836.0,33.3
unknown_1396cc,2009,2,2,0.0,60960.0,0.0
unknown_1397cc,2002,2,1,3.5,120320.0,50.0
unknown_1397cc,2006,1,1,0.0,89383.0,0.0
unknown_1398cc,1994,2,1,1.0,72937.0,50.0
unknown_1398cc,1998,3,1,7.0,116878.0,66.7
unknown_1398cc,1999,6,4,4.166666666666667,106651.83333333333,33.3
unknown_1398cc,2001,23,18,2.217391304347826,85831.39130434782,21.7
unknown_1398cc,2003,3,2,2.0,101881.66666666667,33.3
unknown_1398cc,2006,4,3,1.0,72902.25,25.0
unknown_1398cc,2009,10,9,0.4,47047.5,10.0
unknown_1399cc,2000,4,2,3.0,142496.5,50.0
unknown_1399cc,2001,1,1,1.0,54165.0,0.0
unknown_1399cc,2002,4,3,3.25,98362.25,25.0
unknown_139cc,2005,2,1,4.0,90288.0,50.0
unknown_1400cc,1971,4,3,1.75,111216.0,25.0
unknown_1400cc,1992,1,1,6.0,72784.0,0.0
unknown_1400cc,1993,2,1,0.5,62101.5,50.0
unknown_1400cc,1994,1,1,3.0,110224.0,0.0
unknown_1400cc,1995,8,5,1.375,71320.25,37.5
unknown_1400cc,1996,7,4,4.285714285714286,103825.83333333333,42.9
unknown_1400cc,1997,7,4,4.714285714285714,82931.85714285714,42.9
unknown_1400cc,1998,2266,1440,3.30008826125331,105885.11136057477,36.5
unknown_1400cc,1999,4482,2840,3.311021865238733,102722.52122318576,36.6
unknown_1400cc,2000,4059,2674,2.895048041389505,101630.65814536341,34.1
unknown_1400cc,2001,163,104,2.871165644171779,94645.14285714286,36.2
unknown_1400cc,2002,46,29,2.739130434782609,96986.82608695653,37.0
unknown_1400cc,2003,20,14,2.85,84315.6,30.0
unknown_1400cc,2004,7,4,1.0,79421.0,42.9
unknown_1400cc,2005,229,176,1.3799126637554586,70459.84140969162,23.1
unknown_1400cc,2006,438,347,1.3538812785388128,67235.93333333333,20.8
unknown_1400cc,2007,4,3,0.75,53617.5,25.0
unknown_1400cc,2008,1,1,1.0,54475.0,0.0
unknown_1400cc,2009,154,139,0.8051948051948052,33627.76470588235,9.7
unknown_1400cc,2010,62,55,0.6129032258064516,28499.383333333335,11.3
unknown_1400cc,2011,2,2,0.0,15327.0,0.0
unknown_1417cc,2002,3,2,1.0,103822.0,33.3
unknown_1420cc,2010,1,1,0.0,13374.0,0.0
unknown_1422cc,2003,1,1,0.0,98309.0,0.0
unknown_1439cc,1982,1,1,4.0,83480.0,0.0
unknown_1440cc,1998,3,1,7.666666666666667,104254.66666666667,66.7
unknown_1448cc,2006,2,1,1.5,69212.0,50.0
unknown_1457cc,1976,1,0,5.0,190349.0,100.0
unknown_1457cc,1978,2,1,7.0,78292.0,50.0
unknown_1457cc,1979,4,2,1.5,178827.5,50.0
unknown_1457cc,1980,3,3,1.0,48318.333333333336,0.0
unknown_1457cc,1981,28,18,3.5357142857142856,81081.32142857143,35.7
unknown_1457cc,1982,110,73,2.9363636363636365,101339.94392523365,33.6
unknown_1457cc,1983,183,116,3.633879781420765,127037.02209944751,36.6
unknown_1457cc,1984,8,6,1.375,110321.5,25.0
unknown_1457cc,1985,2,1,3.5,74858.0,50.0
unknown_1457cc,1993,2,1,0.5,70002.5,50.0
unknown_1457cc,1999,1,1,0.0,101035.0,0.0
unknown_1457cc,2001,1,1,4.0,54089.0,0.0
unknown_1457cc,2007,2,1,0.5,43696.0,50.0
unknown_1457cc,2010,3,2,1.6666666666666667,35828.666666666664,33.3
unknown_1460cc,1978,9,7,1.5555555555555556,73081.22222222222,22.2
unknown_1460cc,1979,3,2,1.6666666666666667,44508.666666666664,33.3
unknown_1460cc,1980,4,4,1.25,57523.0,0.0
unknown_1471cc,1977,1,1,0.0,59402.0,0.0
unknown_1471cc,1979,2,2,1.0,52199.0,0.0
unknown_1471cc,2008,1,1,0.0,85825.0,0.0
unknown_1471cc,2009,2,1,1.5,92587.0,50.0
unknown_1471cc,2010,1,1,0.0,57429.0,0.0
unknown_1471cc,2011,2,2,0.0,25935.0,0.0
unknown_1477cc,2005,1,1,0.0,68116.0,0.0
unknown_1489cc,1975,1,1,0.0,34733.0,0.0
unknown_1500cc,1975,1,1,3.0,140632.0,0.0
unknown_1500cc,1981,2,1,1.5,128801.5,50.0
unknown_1500cc,1982,6,4,3.8333333333333335,115803.5,33.3
unknown_1500cc,1983,3,2,9.0,143115.33333333334,33.3
unknown_1500cc,1986,2,1,1.5,84343.0,50.0
unknown_1500cc,1998,1,1,2.0,133579.0,0.0
unknown_1500cc,1999,4,2,2.0,111833.0,50.0
unknown_1500cc,2002,5,4,0.6,72443.6,20.0
unknown_1545cc,1998,1,1,1.0,89842.0,0.0
unknown_1545cc,2001,1,1,1.0,57034.0,0.0
unknown_1545cc,2002,1,1,4.0,92568.0,0.0
unknown_1548cc,2001,1,1,0.0,134648.0,0.0
unknown_1556cc,2011,1,1,0.0,41416.0,0.0
unknown_1558cc,2000,2,1,0.5,62521.0,50.0
unknown_1558cc,2004,1,1,1.0,53570.0,0.0
unknown_1565cc,2001,1,1,0.0,38614.0,0.0
unknown_1566cc,2011,1,1,1.0,21911.0,0.0
unknown_1576cc,1983,3,1,5.0,316992.0,66.7
unknown_1576cc,1986,1,1,2.0,75013.0,0.0
unknown_1576cc,1989,4,2,6.0,180706.5,50.0
unknown_1577cc,1976,1,1,0.0,77260.0,0.0
unknown_1577cc,1982,1,1,0.0,111196.0,0.0
unknown_1578cc,2001,1,1,0.0,48360.0,0.0
unknown_1585cc,1991,1,1,0.0,119822.0,0.0
unknown_1585cc,2001,1,1,4.0,56171.0,0.0
unknown_1585cc,2007,1,1,0.0,41199.0,0.0
unknown_1586cc,2010,3,2,1.0,68077.66666666667,33.3
unknown_1587cc,2000,2,1,0.5,116028.0,50.0
unknown_1587cc,2001,4,2,3.5,139031.75,50.0
unknown_1588cc,1971,3,3,0.3333333333333333,124654.66666666667,0.0
unknown_1588cc,1976,2,2,0.0,53654.5,0.0
unknown_1588cc,1977,1,1,3.0,106321.0,0.0
unknown_1588cc,1979,15,10,0.8666666666666667,83868.06666666667,33.3
unknown_1588cc,1980,58,45,2.1724137931034484,96107.0,22.4
unknown_1588cc,1981,133,91,2.2857142857142856,109444.6746031746,31.6
unknown_1588cc,1982,176,118,2.596590909090909,128563.12865497076,33.0
unknown_1588cc,1983,34,23,2.8823529411764706,91302.90909090909,32.4
unknown_1588cc,1984,5,4,1.6,117942.0,20.0
unknown_1588cc,1985,43,27,4.4186046511627906,60995.53658536585,37.2
unknown_1588cc,1986,47,30,4.829787234042553,70905.39130434782,36.2
unknown_1588cc,1987,97,65,3.577319587628866,112828.59375,33.0
unknown_1588cc,1988,196,123,3.88265306122449,145262.64736842105,37.2
unknown_1588cc,1989,278,177,3.9964028776978417,138361.32481751824,36.3
unknown_1588cc,1990,131,87,3.7786259541984735,148012.46511627908,33.6
unknown_1588cc,1991,203,131,4.1330049261083746,158931.175,35.5
unknown_1588cc,1992,27,18,4.37037037037037,135758.25925925927,33.3
unknown_1588cc,1993,5,3,3.4,135957.4,40.0
unknown_1588cc,1996,1,0,12.0,159088.0,100.0
unknown_1588cc,1998,3,2,1.6666666666666667,138267.0,33.3
unknown_1588cc,1999,4,3,0.75,63938.75,25.0
unknown_1588cc,2000,2,1,8.5,178080.5,50.0
unknown_1588cc,2001,13,9,2.3076923076923075,128557.25,30.8
unknown_1588cc,2002,16,13,1.4375,139342.4375,18.8
unknown_1588cc,2003,15,11,1.8,119874.35714285714,26.7
unknown_1588cc,2004,32,23,1.90625,102136.21875,28.1
unknown_1588cc,2005,26,21,1.8846153846153846,99538.84615384616,19.2
unknown_1588cc,2006,22,20,0.6363636363636364,91168.18181818182,9.1
unknown_1588cc,2007,17,12,1.6470588235294117,87599.5,29.4
unknown_1588cc,2008,18,16,0.4444444444444444,65232.117647058825,11.1
unknown_1588cc,2009,13,13,0.7692307692307693,47706.769230769234,0.0
unknown_1588cc,2010,22,22,0.2727272727272727,49482.954545454544,0.0
unknown_1588cc,2011,19,18,0.631578947368421,45209.15789473684,5.3
unknown_1589cc,1990,2,1,5.0,194620.0,50.0
unknown_1589cc,1991,2,2,1.0,109309.5,0.0
unknown_1589cc,1996,1,1,4.0,176734.0,0.0
unknown_1589cc,2003,1,0,6.0,187054.0,100.0
unknown_1589cc,2010,2,2,0.0,49169.5,0.0
unknown_158cc,2002,2,1,1.0,85207.0,50.0
unknown_158cc,2003,2,2,1.5,62306.5,0.0
unknown_158cc,2005,2,1,1.5,114720.0,50.0
unknown_1590cc,1999,1,1,0.0,105499.0,0.0
unknown_1590cc,2000,91,64,2.1538461538461537,104371.9010989011,29.7
unknown_1590cc,2001,179,133,2.217877094972067,107288.38636363637,25.7
unknown_1590cc,2002,214,162,2.5046728971962615,99803.1308411215,24.3
unknown_1590cc,2003,124,106,1.4112903225806452,92029.09016393442,14.5
unknown_1590cc,2004,87,73,1.7701149425287357,80797.31034482758,16.1
unknown_1590cc,2005,44,39,1.5681818181818181,70940.86363636363,11.4
unknown_1590cc,2006,11,6,2.4545454545454546,87554.18181818182,45.5
unknown_1590cc,2007,9,7,0.6666666666666666,39779.77777777778,22.2
unknown_1590cc,2008,1,1,1.0,45589.0,0.0
unknown_1591cc,2000,1,1,0.0,111006.0,0.0
unknown_1591cc,2002,1,1,1.0,82622.0,0.0
unknown_1591cc,2011,1,1,0.0,29296.0,0.0
unknown_1593cc,1987,1,1,0.0,118663.0,0.0
unknown_1593cc,1991,2,1,4.0,120331.0,50.0
unknown_1593cc,1999,2,1,8.5,118058.0,50.0
unknown_1593cc,2000,4,4,1.0,81385.0,0.0
unknown_1593cc,2001,1,1,2.0,55586.0,0.0
unknown_1593cc,2002,1,1,2.0,103033.0,0.0
unknown_1594cc,1998,3,2,2.0,104658.33333333333,33.3
unknown_1594cc,1999,1,1,1.0,108483.0,0.0
unknown_1594cc,2000,8,5,3.0,105751.0,37.5
unknown_1594cc,2001,6,4,2.5,117724.5,33.3
unknown_1594cc,2002,1,1,2.0,48033.0,0.0
unknown_1594cc,2004,34,28,1.1470588235294117,82751.75757575757,17.6
unknown_1594cc,2005,22,15,1.5,75162.18181818182,31.8
unknown_1594cc,2006,20,15,0.75,73967.05,25.0
unknown_1594cc,2007,11,11,0.9090909090909091,42581.63636363636,0.0
unknown_1594cc,2009,148,134,0.6824324324324325,42976.54054054054,9.5
unknown_1594cc,2010,29,25,0.896551724137931,46017.96296296296,13.8
unknown_1594cc,2011,6,6,0.5,37014.166666666664,0.0
unknown_1596cc,1991,1,1,0.0,28969.0,0.0
unknown_1596cc,1998,2,1,2.5,113404.0,50.0
unknown_1596cc,1999,7,5,3.857142857142857,125717.0,28.6
unknown_1596cc,2000,9,7,2.3333333333333335,85290.77777777778,22.2
unknown_1596cc,2001,13,9,1.0,80818.58333333333,30.8
unknown_1596cc,2002,21,19,2.0952380952380953,84751.85714285714,9.5
unknown_1596cc,2003,5,5,2.2,92957.4,0.0
unknown_1596cc,2004,2,2,2.0,41188.0,0.0
unknown_1596cc,2005,1,1,0.0,63978.0,0.0
unknown_1596cc,2006,2,2,0.0,35389.5,0.0
unknown_1596cc,2007,2,2,0.5,40630.0,0.0
unknown_1596cc,2008,1,1,0.0,42164.0,0.0
unknown_1596cc,2009,2,1,0.5,51811.0,50.0
unknown_1596cc,2010,7,7,0.8571428571428571,48933.71428571428,0.0
unknown_1596cc,2011,24,23,0.9166666666666666,39515.708333333336,4.2
unknown_1597cc,1990,1,1,3.0,123199.0,0.0
unknown_1597cc,1994,2,1,1.5,,50.0
unknown_1597cc,1999,2,2,3.0,80120.5,0.0
unknown_1597cc,2000,1,1,6.0,45584.0,0.0
unknown_1597cc,2001,1,1,0.0,52395.0,0.0
unknown_1597cc,2002,3,2,1.3333333333333333,90190.0,33.3
unknown_1597cc,2003,1,1,0.0,93175.0,0.0
unknown_1597cc,2004,2,1,6.0,84665.5,50.0
unknown_1597cc,2007,2,2,0.5,62850.0,0.0
unknown_15998cc,2001,1,1,0.0,27676.0,0.0
unknown_15998cc,2002,1,1,1.0,97529.0,0.0
unknown_15998cc,2006,2,1,1.5,92283.5,50.0
unknown_1599cc,1998,1,1,0.0,123810.0,0.0
unknown_1599cc,1999,3,2,1.3333333333333333,97615.33333333333,33.3
unknown_1599cc,2000,2,1,1.5,91648.0,50.0
unknown_1599cc,2002,3,3,1.6666666666666667,82594.66666666667,0.0
unknown_1599cc,2005,2,2,0.0,44154.5,0.0
unknown_1599cc,2006,1,1,1.0,53544.0,0.0
unknown_1599cc,2007,1,1,0.0,32275.0,0.0
unknown_1599cc,2010,2,2,0.0,48619.5,0.0
unknown_159cc,2002,8,4,4.25,109314.125,50.0
unknown_16000cc,1999,4,3,1.75,67351.75,25.0
unknown_16000cc,2000,4,3,2.0,94390.0,25.0
unknown_1600cc,1971,1,1,0.0,85557.0,0.0
unknown_1600cc,1976,1,1,0.0,196114.0,0.0
unknown_1600cc,1979,2,2,0.5,94543.5,0.0
unknown_1600cc,1980,2,1,1.5,426073.0,50.0
unknown_1600cc,1981,6,4,2.8333333333333335,95917.2,33.3
unknown_1600cc,1982,17,12,2.6470588235294117,106581.05882352941,29.4
unknown_1600cc,1983,12,10,1.4166666666666667,83591.45454545454,16.7
unknown_1600cc,1984,42,30,2.9761904761904763,113076.63414634146,28.6
unknown_1600cc,1985,9,5,5.0,77992.33333333333,44.4
unknown_1600cc,1986,6,5,5.333333333333333,120113.83333333333,16.7
unknown_1600cc,1987,5,3,3.2,88176.8,40.0
unknown_1600cc,1988,2,2,1.0,122185.0,0.0
unknown_1600cc,1989,10,7,2.4,70658.5,30.0
unknown_1600cc,1990,11,7,3.727272727272727,161947.0,36.4
unknown_1600cc,1991,9,6,2.2222222222222223,151304.55555555556,33.3
unknown_1600cc,1992,1,1,4.0,185908.0,0.0
unknown_1600cc,1996,6,4,2.8333333333333335,172914.16666666666,33.3
unknown_1600cc,1997,4,2,4.25,121374.75,50.0
unknown_1600cc,1998,7681,5178,2.8715011066267415,108167.6775645268,32.6
unknown_1600cc,1999,13000,8784,2.8903846153846153,105038.28637323118,32.4
unknown_1600cc,2000,9448,6439,2.8035563082133783,106390.51029821926,31.8
unknown_1600cc,2001,268,203,2.388059701492537,97546.43984962406,24.3
unknown_1600cc,2002,137,99,1.6569343065693432,89031.74814814815,27.7
unknown_1600cc,2003,46,36,2.1739130434782608,87349.17391304347,21.7
unknown_1600cc,2004,8596,6400,1.7455793392275476,78748.2577996716,25.5
unknown_1600cc,2005,4644,3677,1.2812230835486649,67980.68658987177,20.8
unknown_1600cc,2006,2445,2068,0.9169734151329243,56596.64705882353,15.4
unknown_1600cc,2007,85,72,0.7764705882352941,50487.035294117646,15.3
unknown_1600cc,2008,4,3,1.5,58581.5,25.0
unknown_1600cc,2009,2392,2122,0.8532608695652174,58706.14749262537,11.3
unknown_1600cc,2010,2446,2176,0.794358135731807,54067.20859149112,11.0
unknown_1600cc,2011,28,27,0.42857142857142855,41024.28571428572,3.6
unknown_1600cc,2012,3,2,0.3333333333333333,29311.0,33.3
unknown_16090cc,1999,1,1,2.0,141592.0,0.0
unknown_1610cc,1985,1,1,2.0,60934.0,0.0
unknown_1610cc,1998,1,1,3.0,82370.0,0.0
unknown_1650cc,1999,2,1,1.0,87036.0,50.0
unknown_1650cc,2000,2,1,2.0,147487.0,50.0
unknown_1679cc,2000,2,1,8.0,89573.0,50.0
unknown_1695cc,2002,1,1,0.0,103644.0,0.0
unknown_1696cc,2011,1,1,0.0,18392.0,0.0
unknown_1698cc,2001,1,1,1.0,64922.0,0.0
unknown_1698cc,2004,3,1,1.6666666666666667,42968.5,66.7
unknown_1698cc,2006,1,1,2.0,78993.0,0.0
unknown_1698cc,2008,2,1,0.5,79564.0,50.0
unknown_1699cc,2000,3,2,3.0,112673.66666666667,33.3
unknown_16cc,2010,2,1,1.5,78695.5,50.0
unknown_1700cc,1981,1,1,6.0,72339.0,0.0
unknown_1700cc,1986,3,2,4.0,76547.0,33.3
unknown_1700cc,1999,2,1,6.5,77488.0,50.0
unknown_1710cc,2000,2,2,2.0,117355.0,0.0
unknown_1718cc,1989,1,1,0.0,125518.0,0.0
unknown_1718cc,1990,2,1,5.5,78797.0,50.0
unknown_1718cc,1994,2,1,9.5,153528.5,50.0
unknown_1731cc,2003,1,1,0.0,75501.0,0.0
unknown_1735cc,1999,2,1,1.0,126769.5,50.0
unknown_1738cc,1989,16,12,3.25,154364.5625,25.0
unknown_1738cc,1990,7,6,0.2857142857142857,168491.2857142857,14.3
unknown_1738cc,1991,3,2,2.6666666666666665,213296.66666666666,33.3
unknown_1738cc,1992,1,1,0.0,79474.0,0.0
unknown_1740cc,1999,1,1,0.0,109175.0,0.0
unknown_1743cc,2001,2,2,1.5,135124.0,0.0
unknown_1750cc,1983,1,1,0.0,164290.0,0.0
unknown_1750cc,2000,2,1,7.0,122662.0,50.0
unknown_1751cc,2001,1,1,0.0,84177.0,0.0
unknown_1751cc,2002,1,1,0.0,131654.0,0.0
unknown_1758cc,1990,2,1,4.5,150723.0,50.0
unknown_17600cc,1999,2,1,11.0,130789.0,50.0
unknown_1760cc,1982,8,6,1.375,127544.25,25.0
unknown_1760cc,1983,33,24,2.4545454545454546,137442.5483870968,27.3
unknown_1760cc,1984,5,4,2.4,108530.8,20.0
unknown_1760cc,1985,5,4,1.6,131756.0,20.0
unknown_1760cc,1986,4,3,2.25,161802.25,25.0
unknown_1760cc,1987,1,1,0.0,139188.0,0.0
unknown_1760cc,1988,3,2,5.0,271092.3333333333,33.3
unknown_1760cc,1989,4,3,1.0,186041.5,25.0
unknown_1761cc,1990,1,1,0.0,46845.0,0.0
unknown_1761cc,1994,2,1,8.0,143106.0,50.0
unknown_1762cc,1990,1,1,0.0,110933.0,0.0
unknown_1763cc,1971,2,1,0.5,224604.0,50.0
unknown_1763cc,1983,4,3,5.75,72661.0,25.0
unknown_1763cc,1989,12,10,0.75,128815.5,16.7
unknown_1763cc,1990,12,11,0.6666666666666666,115787.81818181818,8.3
unknown_1763cc,1991,3,2,2.3333333333333335,131535.66666666666,33.3
unknown_1763cc,2001,2,1,3.0,135929.5,50.0
unknown_1765cc,1999,2,1,2.0,75983.0,50.0
unknown_1778cc,1990,1,1,2.0,135455.0,0.0
unknown_1779cc,1990,1,1,2.0,308339.0,0.0
unknown_1780cc,1971,3,2,3.3333333333333335,121481.33333333333,33.3
unknown_1780cc,1982,68,50,2.338235294117647,129265.35820895522,26.5
unknown_1780cc,1983,767,549,2.727509778357236,135676.4966622163,28.4
unknown_1780cc,1984,149,102,3.2013422818791946,117126.73648648648,31.5
unknown_1780cc,1985,4,3,2.5,130561.5,25.0
unknown_1780cc,1987,4,2,5.25,72093.33333333333,50.0
unknown_1780cc,1988,2,2,4.5,141690.5,0.0
unknown_1780cc,1989,8,5,1.375,136220.5,37.5
unknown_1780cc,1990,3,2,2.3333333333333335,233745.66666666666,33.3
unknown_1780cc,1992,2,1,2.5,92533.0,50.0
unknown_1780cc,1994,1,1,0.0,223991.0,0.0
unknown_1780cc,1996,2,1,1.0,85234.5,50.0
unknown_1780cc,1998,1,1,0.0,111241.0,0.0
unknown_1780cc,1999,8,5,2.125,113675.125,37.5
unknown_1780cc,2000,4,3,1.5,107464.75,25.0
unknown_1780cc,2001,5,4,0.6,103199.0,20.0
unknown_1780cc,2002,2,2,2.5,64768.0,0.0
unknown_1782cc,1990,1,1,0.0,134434.0,0.0
unknown_1782cc,1992,2,1,2.5,76018.0,50.0
unknown_1782cc,2001,1,1,1.0,95908.0,0.0
unknown_1783cc,1990,1,1,0.0,160206.0,0.0
unknown_1783cc,2000,1,1,2.0,162509.0,0.0
unknown_1783cc,2001,1,1,3.0,67354.0,0.0
unknown_1784cc,1984,1,1,1.0,2478.0,0.0
unknown_1784cc,1989,2,1,6.0,100550.0,50.0
unknown_1784cc,1999,2,1,9.0,171855.0,50.0
unknown_1784cc,2000,2,1,1.5,119417.0,50.0
unknown_1785cc,1983,1,1,0.0,155813.0,0.0
unknown_1785cc,2000,2,1,3.0,115503.0,50.0
unknown_1786cc,2002,2,1,8.0,110972.0,50.0
unknown_1786cc,2007,2,1,0.5,40111.0,50.0
unknown_1787cc,1988,1,1,4.0,100587.0,0.0
unknown_1787cc,1990,4,3,2.5,198188.25,25.0
unknown_1787cc,1996,1,1,5.0,94839.0,0.0
unknown_1787cc,1998,2,1,2.5,153111.0,50.0
unknown_1787cc,1999,1,1,4.0,139645.0,0.0
unknown_1787cc,2001,2,2,0.0,97783.0,0.0
unknown_1788cc,1983,2,1,5.5,168688.0,50.0
unknown_1788cc,1989,2,1,2.5,247584.0,50.0
unknown_1789cc,1995,1,1,0.0,138489.0,0.0
unknown_1789cc,2001,1,1,1.0,87755.0,0.0
unknown_178cc,1990,2,1,4.0,61775.0,50.0
unknown_1790cc,1980,1,1,1.0,50681.0,0.0
unknown_1790cc,1984,2,2,2.5,98470.5,0.0
unknown_1790cc,1990,1,1,1.0,74457.0,0.0
unknown_1790cc,2001,2,2,1.0,147546.5,0.0
unknown_1791cc,1996,2,1,1.0,102137.0,50.0
unknown_1791cc,1998,1,1,0.0,136973.0,0.0
unknown_1791cc,2001,2,1,6.0,69914.0,50.0
unknown_1792cc,1992,1,1,2.0,72448.0,0.0
unknown_1792cc,1997,2,2,3.0,89303.5,0.0
unknown_1792cc,2001,1,1,1.0,116354.0,0.0
unknown_1793cc,1996,1,1,0.0,64587.0,0.0
unknown_1793cc,2001,1,1,1.0,55922.0,0.0
unknown_1794cc,2000,2,1,6.5,108360.0,50.0
unknown_1795cc,1983,1,1,0.0,112086.0,0.0
unknown_1795cc,1990,1,1,0.0,56235.0,0.0
unknown_1796cc,1983,2,1,6.5,69256.5,50.0
unknown_1796cc,1988,2,1,3.5,140521.0,50.0
unknown_1796cc,1989,1,1,0.0,121280.0,0.0
unknown_1796cc,1991,1,1,5.0,220259.0,0.0
unknown_1796cc,1999,2,1,1.5,77150.0,50.0
unknown_1796cc,2000,5,4,1.0,97452.4,20.0
unknown_1796cc,2001,5,3,2.0,92516.25,40.0
unknown_1796cc,2002,1,1,1.0,96487.0,0.0
unknown_1797cc,1983,1,1,4.0,142385.0,0.0
unknown_1797cc,1999,2,2,1.5,121164.0,0.0
unknown_1797cc,2000,2,1,4.0,72552.0,50.0
unknown_1797cc,2002,2,1,0.5,70773.0,50.0
unknown_1797cc,2006,1,1,1.0,30899.0,0.0
unknown_1799cc,1999,1,1,4.0,142029.0,0.0
unknown_1799cc,2000,3,2,2.3333333333333335,111995.0,33.3
unknown_1800cc,1971,3,2,2.3333333333333335,166361.66666666666,33.3
unknown_1800cc,1981,10,9,2.5,78792.6,10.0
unknown_1800cc,1982,10,8,0.8,135748.9,20.0
unknown_1800cc,1983,71,53,3.028169014084507,151961.3142857143,25.4
unknown_1800cc,1984,54,40,3.111111111111111,109517.42592592593,25.9
unknown_1800cc,1985,10,7,2.2,141757.3,30.0
unknown_1800cc,1986,17,11,3.764705882352941,122101.5294117647,35.3
unknown_1800cc,1987,8,5,5.125,149196.0,37.5
unknown_1800cc,1988,32,21,2.78125,133987.35714285713,34.4
unknown_1800cc,1989,41,31,2.4878048780487805,138961.24390243902,24.4
unknown_1800cc,1990,53,39,3.0377358490566038,142640.3962264151,26.4
unknown_1800cc,1991,37,26,3.27027027027027,160996.5588235294,29.7
unknown_1800cc,1992,11,7,3.4545454545454546,125025.09090909091,36.4
unknown_1800cc,1993,6,4,5.333333333333333,128000.33333333333,33.3
unknown_1800cc,1994,34,21,3.9705882352941178,109544.12121212122,38.2
unknown_1800cc,1995,13,8,2.5384615384615383,96902.25,38.5
unknown_1800cc,1996,20,11,3.95,106427.9,45.0
unknown_1800cc,1997,15,10,4.0,100837.53333333334,33.3
unknown_1800cc,1998,2395,1544,3.3937369519832985,127005.8593220339,35.5
unknown_1800cc,1999,9999,6620,3.2853285328532853,127892.74551898734,33.8
unknown_1800cc,2000,4612,3221,2.8540763226366,128681.46741277156,30.2
unknown_1800cc,2001,80,60,3.1,108502.2,25.0
unknown_1800cc,2002,57,40,2.0701754385964914,106735.83636363636,29.8
unknown_1800cc,2003,10,7,1.7,113995.4,30.0
unknown_1800cc,2004,4,3,2.5,116402.0,25.0
unknown_1800cc,2005,2,1,0.5,80857.0,50.0
unknown_1800cc,2006,1,1,0.0,70926.0,0.0
unknown_1800cc,2009,3,2,4.333333333333333,90590.33333333333,33.3
unknown_1800cc,2011,1,1,0.0,17146.0,0.0
unknown_1802cc,1999,2,1,1.5,120061.5,50.0
unknown_1803cc,1982,2,1,8.5,29720.5,50.0
unknown_1806cc,2002,2,1,1.5,77536.0,50.0
unknown_1806cc,2009,1,1,2.0,54487.0,0.0
unknown_1820cc,2001,2,1,6.5,142932.5,50.0
unknown_1825cc,2001,2,1,5.5,197480.0,50.0
unknown_1826cc,2003,2,1,3.0,122778.0,50.0
unknown_1830cc,2002,1,1,2.0,108367.0,0.0
unknown_1845cc,2001,1,1,0.0,134192.0,0.0
unknown_1846cc,2002,6,3,2.1666666666666665,134037.66666666666,50.0
unknown_1846cc,2005,1,1,0.0,50622.0,0.0
unknown_1847cc,1982,1,1,2.0,169557.0,0.0
unknown_1850cc,2001,2,1,3.0,90579.5,50.0
unknown_1860cc,2000,2,1,2.5,93928.0,50.0
