doc_name,complaint_id,model_year,dominant_topic,topic_gamma,engine_spec,prod_year,component,mileage_miles,technical_bucket,chronic_score,gamma_vector
doc_00683,11231957,2014,3,0.18476620987237638,unknown,2014,SERVICE BRAKES,,high,1,"[0.08210232572942103, 0.04517231247654759, 0.18476620987237638, 0.02715196278435102, 0.021354654133667706, 0.06433221962495081, 0.024005291227054564, 0.05631293416138482, 0.029253503760558155, 0.07964680172400765, 0.04933789224863356, 0.01581470012264728, 0.015876472506017755, 0.03255248840427884, 0.036497784997863846, 0.014010052086904526, 0.028998529569679805, 0.014448827041262368, 0.061951562522163314]"
doc_00684,11122097,2014,8,1.0,unknown,2018,AIR BAGS,,low,0,"[4.0022303186449596e-308, 3.7209648843330043e-308, 5.240873396579572e-308, 1.919911717618979e-308, 1.7438050026072857e-308, 5.137988284068835e-308, 2.006477770639582e-308, 1.0, 2.4495984055594934e-308, 4.329902364216709e-308, 2.213802264942623e-308, 1.5749611460211647e-308, 1.559344283891605e-308, 2.7669883910126687e-308, 1.8339708395212863e-308, 1.381565944614347e-308, 2.309271290934621e-308, 1.432823934880908e-308, 2.5224120665639033e-308]"
doc_00685,11019620,2014,8,1.0,unknown,2014,AIR BAGS,,low,0,"[3.9402526326418305e-308, 3.6724241861484855e-308, 5.098362430303262e-308, 1.899527266113028e-308, 1.720822339152453e-308, 5.109382803022981e-308, 2.008430276604662e-308, 1.0, 2.4484214442078596e-308, 4.2068655933386716e-308, 2.196595717020124e-308, 1.5665671200929873e-308, 1.545828387365093e-308, 2.754044025385858e-308, 1.820232611761241e-308, 1.3708991179302e-308, 2.2869439648609985e-308, 1.4241055732258664e-308, 2.489867723408489e-308]"
doc_00686,11011794,2014,11,0.341807460723255,unknown,2014,UNKNOWN OR OTHER,,low,0,"[0.019040321288736065, 0.012952908128780766, 0.030696994550328014, 0.013578004852558749, 0.009703956856689587, 0.015496884093809839, 0.010141340178840457, 0.011677886277471258, 0.011239734779499563, 0.017365246909110982, 0.341807460723255, 0.0070731644559646764, 0.0069709188516682875, 0.013042271776560508, 0.053010555672800844, 0.0062900457221416895, 0.01168497306887668, 0.006520172896349249, 0.06859176408095748]"
doc_00687,11004331,2014,8,1.0,unknown,2016,AIR BAGS,,low,1,"[4.0371641760745686e-308, 3.2240069698221745e-308, 4.637590922923213e-308, 1.812846682583335e-308, 1.65203389297713e-308, 6.119736946334287e-308, 2.1594283279133165e-308, 1.0, 2.668610897522185e-308, 3.755593556273327e-308, 2.205108353887986e-308, 1.6174739815808536e-308, 1.551112484310253e-308, 3.0468399426924627e-308, 1.8160379968983005e-308, 1.373137980986947e-308, 2.1475960140370144e-308, 1.4518246681060574e-308, 2.4722303409766346e-308]"
doc_00688,10986174,2014,8,1.0,unknown,2016,AIR BAGS,,low,1,"[3.8513770652028164e-308, 3.5258621800230683e-308, 4.784248227998283e-308, 1.8500723397317357e-308, 1.68618897799372e-308, 4.988217172004645e-308, 2.014459373015239e-308, 1.0, 2.4554857733358247e-308, 3.9829101016826983e-308, 2.1408799552496817e-308, 1.5671522238400473e-308, 1.538347075794644e-308, 2.7444588148479156e-308, 1.7798463611482784e-308, 1.365194533701382e-308, 2.2207183522089854e-308, 1.422232188580338e-308, 2.4120389727464027e-308]"
doc_00689,10746265,2014,4,1.0,unknown,2014,FUEL/PROPULSION SYSTEM,,high,0,"[2.142073317304032e-308, 3.8234559949363976e-308, 3.4181495292788137e-308, 1.0, 3.387036971321825e-308, 1.881897946810376e-308, 1.2472601910135363e-308, 1.938961386007621e-308, 1.362389979291815e-308, 4.2868487952945304e-308, 2.6649079155273815e-308, 1.1038291938401415e-308, 1.2730010515111596e-308, 1.538294970765627e-308, 2.7863667649721834e-308, 1.1864610925426665e-308, 6.710304094647505e-308, 1.094990561478185e-308, 3.5906216201355814e-308]"
doc_00690,11708381,2015,3,0.21652246155019142,unknown,2015,"VEHICLE SPEED CONTROL,ENGINE,ENGINE AND ENGINE COOLING",,medium,0,"[0.04233821374487997, 0.041971716696464295, 0.21652246155019142, 0.023692181935949783, 0.016817844131631645, 0.03600480598398472, 0.015230408251333618, 0.035053272004853565, 0.01792165198389677, 0.07997992033269735, 0.03777442408276579, 0.010200645159950962, 0.010652568708074822, 0.020098059283353713, 0.028544243467311065, 0.009462811133700354, 0.025265331695454373, 0.009507232447144721, 0.05216745152000546]"
doc_00691,11707246,2015,10,1.0,unknown,2015,"SUSPENSION,FUEL/PROPULSION SYSTEM",,high,1,"[4.89483667737377e-308, 7.557244847404969e-308, 1.38872719843414e-307, 3.731351479683645e-308, 2.9891630597588183e-308, 4.472275536512722e-308, 2.0079168279171983e-308, 5.389440093635106e-308, 2.3457374103429806e-308, 1.0, 3.5950447631322566e-308, 1.5390523524079965e-308, 1.710197955635115e-308, 2.694441050544633e-308, 3.023739400790579e-308, 1.5139813553207506e-308, 4.2643994984324653e-308, 1.4650399378349127e-308, 4.924084564788964e-308]"
doc_00692,11669266,2015,14,0.007753207588858669,unknown,2017,UNKNOWN OR OTHER,,low,0,"[0.0070715500563531455, 0.004087053172041258, 0.004998688049829595, 0.0033685216705530356, 0.0036999998350933285, 0.007878681133932567, 0.010275806331832216, 0.006251215007215255, 0.00975119843863526, 0.004952940050910575, 0.004267500374100045, 0.010201404165133364, 0.006213399032160704, 0.007753207588858669, 0.003735439774881093, 0.005431364810900682, 0.003545046613757347, 0.007779310961469067, 0.004601090055644521]"
doc_00693,11653103,2015,2,1.0,unknown,2015,FUEL/PROPULSION SYSTEM,,low,0,"[2.5341112409323883e-308, 1.0, 4.354824341033126e-308, 3.671603250173093e-308, 2.4955107701953424e-308, 2.506269640538209e-308, 1.3741516620804597e-308, 3.454261136174703e-308, 1.5465897207129896e-308, 6.400861727632713e-308, 2.250543717101785e-308, 1.230236367590368e-308, 1.3892425953341587e-308, 1.7307687801778574e-308, 2.0333665315340036e-308, 1.268821467875323e-308, 6.414491649267867e-308, 1.196949266345483e-308, 2.8790621178950485e-308]"
doc_00694,11626162,2015,2,1.0,unknown,2015,"FUEL SYSTEM, GASOLINE",,high,0,"[2.764449903559458e-308, 1.0, 5.17090980228598e-308, 3.749394249882517e-308, 2.30250295124943e-308, 2.6422047158524166e-308, 1.4264014047023158e-308, 3.58603386460159e-308, 1.6145775596802856e-308, 5.93275463930964e-308, 2.543882104489218e-308, 1.2025496191375905e-308, 1.3227659501102623e-308, 1.789821173398233e-308, 2.2630655383597135e-308, 1.206963164207566e-308, 6.114010874605872e-308, 1.1585191396543746e-308, 3.2108315490851e-308]"
doc_00695,11621842,2015,3,0.054417702979273244,unknown,2015,ELECTRICAL SYSTEM,,low,0,"[0.03203773267634097, 0.02759090300496508, 0.054417702979273244, 0.03756814758354236, 0.023913345508632985, 0.02691613790818086, 0.01700842612450932, 0.022118506020158142, 0.018735376670778077, 0.03744755744640208, 0.07095997363735417, 0.012338882934351711, 0.013037314559268159, 0.02291869759056106, 0.07704340106239062, 0.011847694574633881, 0.0273934980829512, 0.011732735539887499, 0.12431409065832526]"
doc_00696,11609559,2015,17,0.34066453299670857,unknown,2015,"FUEL SYSTEM, GASOLINE",,low,0,"[0.010940522883084015, 0.04497826300632915, 0.017288041911526605, 0.03311788591702559, 0.013462177513484929, 0.010840089547201918, 0.006533795223316772, 0.012606070871728327, 0.007216496771005759, 0.02520527700684791, 0.012192601385734029, 0.0059174502093314275, 0.006668235353241689, 0.00807873096420362, 0.011604244781819291, 0.006167120277082513, 0.34066453299670857, 0.005796253392509798, 0.01628405287852664]"
doc_00697,11604416,2015,2,0.5223075096554971,unknown,2015,FUEL/PROPULSION SYSTEM,,low,0,"[0.02364455246515201, 0.5223075096554971, 0.039736396826760244, 0.038108551492151976, 0.024437122671534573, 0.02355874780495996, 0.013099262062201612, 0.0314391425938443, 0.014681468549134113, 0.06021942797326612, 0.0218706505224136, 0.011743042567888995, 0.013276499695163606, 0.016441290581533718, 0.019913930363512612, 0.012159051725912638, 0.073719535213887, 0.011447949269967958, 0.02819586796521788]"
doc_00698,11600861,2015,2,1.0,unknown,2015,"FUEL SYSTEM, GASOLINE",,low,0,"[2.7555807881677956e-308, 1.0, 5.119433660467883e-308, 3.431899416225909e-308, 2.2776045783975425e-308, 2.699051589389187e-308, 1.4383906262329955e-308, 3.877127532121991e-308, 1.631403786763734e-308, 6.052219215320902e-308, 2.4196237069325905e-308, 1.223587127609295e-308, 1.348347446811984e-308, 1.811176592919083e-308, 2.1446319972296633e-308, 1.228407134045434e-308, 5.515790076239609e-308, 1.178531652687361e-308, 3.0233007154815396e-308]"
doc_00699,11599200,2015,10,0.004449156313901226,unknown,2015,STRUCTURE,,medium,0,"[0.0060419143156791736, 0.0033913391609293165, 0.004166913546521592, 0.003052004736524835, 0.0038920486147059233, 0.005430072487026885, 0.005655354507366373, 0.004429693534749044, 0.006057494079320419, 0.004449156313901226, 0.0036476310764248067, 0.03198923898329392, 0.014212771646968114, 0.00610703666388585, 0.0032410887639431176, 0.010459855696085879, 0.003024497303756799, 0.02109823035609227, 0.004173030886770635]"
doc_00700,11585517,2015,2,0.1447265966428647,unknown,2015,"FUEL SYSTEM, GASOLINE",,low,0,"[0.024121856865709845, 0.1447265966428647, 0.05160219290331712, 0.02319829119047445, 0.01671745271886095, 0.024365838905136047, 0.011896842409649189, 0.038632849861633005, 0.013702215702582852, 0.0606825853352078, 0.019459229893778424, 0.009601376479180777, 0.010453884463468417, 0.01531163491761586, 0.01677572051289892, 0.009435639419468773, 0.03284498643927704, 0.00915951900982668, 0.02409452536516198]"
doc_00701,11577119,2015,5,1.0,unknown,2015,UNKNOWN OR OTHER,,medium,0,"[1.9846063672032005e-308, 2.431222010112639e-308, 2.6840257759390083e-308, 3.957715746394162e-308, 1.0, 1.6911471337804156e-308, 1.1965638355429014e-308, 1.7151777350317077e-308, 1.3033319227499684e-308, 4.0787320226177366e-308, 1.8381910029006885e-308, 1.352800321389336e-308, 1.8188949820265012e-308, 1.4932548729160066e-308, 1.8229842864910406e-308, 1.70799924028326e-308, 2.56326373573586e-308, 1.4044020423547007e-308, 2.3376911397954004e-308]"
doc_00702,11577150,2015,3,0.20868732229803802,unknown,2015,"SUSPENSION,POWER TRAIN",,low,0,"[0.07688394605591292, 0.047455321395060236, 0.20868732229803802, 0.03358550468688158, 0.02408850136044052, 0.05837870619512579, 0.02637878330185483, 0.04611646158546305, 0.03151589402327301, 0.07030524824926417, 0.08581596618362837, 0.017188004443018247, 0.017119994449597362, 0.035205014041242044, 0.05524038452714585, 0.015263973493269552, 0.03352863237880499, 0.015757664081756044, 0.10148467725022327]"
doc_00703,11575002,2015,16,1.0,unknown,2015,STRUCTURE,,low,0,"[1.572564205921157e-308, 1.2628127212549523e-308, 1.4175392120743145e-308, 1.233896999333364e-308, 1.790151982408428e-308, 1.4574515333584986e-308, 1.3560975741598836e-308, 1.3454659970938847e-308, 1.423070047313247e-308, 1.624820619730282e-308, 1.187674468041911e-308, 2.844938929440688e-308, 1.2889665744522403e-307, 1.4932683131120477e-308, 1.113042277302835e-308, 1.0, 1.1591651014455193e-308, 4.2628220230711035e-308, 1.3679730858259223e-308]"
doc_00704,11573889,2015,16,1.0,unknown,2015,STRUCTURE,,low,0,"[1.5678627216390286e-308, 1.262173368102028e-308, 1.416904308572843e-308, 1.235557692604885e-308, 1.7965228404451153e-308, 1.4530694838081566e-308, 1.3508908900826163e-308, 1.3418302387136255e-308, 1.4174699069824037e-308, 1.6250627967142003e-308, 1.1871559581749753e-308, 2.816630502671298e-308, 1.2490865756420288e-307, 1.488587912474151e-308, 1.1132027502891456e-308, 1.0, 1.1596958936770637e-308, 4.198523243915545e-308, 1.36756340839398e-308]"
doc_00705,11556818,2015,2,0.0835271141476018,unknown,2015,ELECTRICAL SYSTEM,,low,0,"[0.023352394862124825, 0.0835271141476018, 0.04248840705718855, 0.044043334223110596, 0.022575081691617708, 0.025090100600814746, 0.013132075334392732, 0.027934321588603372, 0.01464085037333093, 0.06121041712528414, 0.027044169543926303, 0.010772316194301614, 0.011934052442881843, 0.016673645846293186, 0.024061234407135954, 0.01085371790852547, 0.07208674217867261, 0.010405453113985812, 0.039428178827484124]"
doc_00706,11549044,2015,5,0.37993534233135723,unknown,2019,ENGINE,,high,1,"[0.026774429091339598, 0.03199198023984123, 0.035508394717593435, 0.054207380419966034, 0.37993534233135723, 0.022908649135017407, 0.016748818061963603, 0.02302942231708538, 0.018137637433034967, 0.04859289235397499, 0.02574816937186103, 0.01895540572131331, 0.025253596432033492, 0.020729000297988902, 0.02599687159934527, 0.024074496184450598, 0.03511461107723401, 0.019737824022364743, 0.03200126051525892]"
doc_00707,11541025,2015,5,1.0,unknown,2015,ENGINE,,high,2,"[2.0552863713971493e-308, 2.521757654634076e-308, 2.8268977207137576e-308, 4.2073436503836483e-308, 1.0, 1.7336663963355364e-308, 1.2137579028274933e-308, 1.759909838803719e-308, 1.324943727000105e-308, 4.3631762065445616e-308, 1.8987764506502466e-308, 1.3570641671091713e-308, 1.8056687563726433e-308, 1.521373110531836e-308, 1.881038111238717e-308, 1.687899270233785e-308, 2.6615517842658914e-308, 1.4020527117294135e-308, 2.4359375156929727e-308]"
doc_00708,11537537,2015,14,1.0,unknown,2015,STEERING,,medium,0,"[5.592483952319273e-308, 1.8329811421299096e-308, 2.766857175817201e-308, 1.56557542974051e-308, 1.505658192466062e-308, 6.038124659164499e-308, 4.878464304588105e-308, 3.1144112654498557e-308, 8.784370046307255e-308, 2.471041459741183e-308, 2.5292434919691957e-308, 2.2471912388549913e-308, 1.735745779591643e-308, 1.0, 2.0577407254036684e-308, 1.514017994583125e-308, 1.5658038661398085e-308, 1.805156778642054e-308, 2.643767033275879e-308]"
doc_00709,11532637,2015,6,1.0,unknown,2015,SUSPENSION,,low,0,"[6.656628730727844e-308, 2.6474798302637285e-308, 4.601513487305457e-308, 1.8854418409598435e-308, 1.714529437209908e-308, 1.0, 3.125929611467137e-308, 5.934647149492098e-308, 3.9888052436601726e-308, 3.79006089267959e-308, 2.9991955501000148e-308, 1.914874194075256e-308, 1.719558081895252e-308, 4.995697012323762e-308, 2.311315673899282e-308, 1.4954451007031875e-308, 2.0488470207359063e-308, 1.6567396504491006e-308, 3.4612944543499037e-308]"
doc_00710,11529909,2015,14,1.0,unknown,2015,AIR BAGS,,low,0,"[5.253869156835214e-308, 1.7031488927803875e-308, 2.5268213298614807e-308, 1.508066320407177e-308, 1.4718292408670023e-308, 4.584640585970481e-308, 5.546556920851597e-308, 2.6567272870594617e-308, 1.0565183399984362e-307, 2.289753933999889e-308, 2.500229850915892e-308, 2.3647342337266876e-308, 1.7531966651952824e-308, 1.0, 2.057442278304084e-308, 1.530437380966495e-308, 1.4765810074330174e-308, 1.861189501673814e-308, 2.579686942516259e-308]"
doc_00711,11526988,2015,2,0.6142778368773637,unknown,2015,FUEL/PROPULSION SYSTEM,,medium,1,"[0.018275015094432627, 0.6142778368773637, 0.028883188206694565, 0.03271325319403762, 0.019312151121880453, 0.018237669013820897, 0.010566091201144625, 0.02380719920305018, 0.011753775806153194, 0.03969077077853284, 0.01773952891943413, 0.009411549217711052, 0.01056765067135565, 0.013060606925611909, 0.01640580272984541, 0.009751859887735451, 0.07395624034730054, 0.009191058694960876, 0.02239875210893424]"
doc_00712,11525100,2015,11,0.1701133154543171,unknown,2015,"POWER TRAIN,VEHICLE SPEED CONTROL",,high,1,"[0.03143353722324884, 0.02081010143130512, 0.06226583814196, 0.01967251765969194, 0.013458242748741508, 0.022105044496448626, 0.013417653212502812, 0.017545615827763563, 0.015343472857454339, 0.027248538182104938, 0.1701133154543171, 0.009384906291806853, 0.009337617732655104, 0.01712154788715758, 0.058742730334270465, 0.008428772798462564, 0.017404670670385775, 0.008665321302401713, 0.07875515733962159]"
doc_00713,11515575,2015,16,1.0,unknown,2015,"STRUCTURE,WHEELS,UNKNOWN OR OTHER",,low,0,"[1.625376962190301e-308, 1.278254454117665e-308, 1.4454176097040166e-308, 1.2404759970128463e-308, 1.7900261691689067e-308, 1.500959878791899e-308, 1.4008758099020043e-308, 1.377616853961345e-308, 1.4729768563075124e-308, 1.6499108731823073e-308, 1.209463916663945e-308, 3.053255116271198e-308, 1.7914220206707475e-307, 1.5445205083123716e-308, 1.1296193132378457e-308, 1.0, 1.168560264399723e-308, 4.695877216309926e-308, 1.3944277442443e-308]"
doc_00714,11515691,2015,6,1.0,unknown,2015,SUSPENSION,,medium,0,"[6.537802292858597e-308, 2.6784532081248324e-308, 4.693320904497595e-308, 1.8880067852049017e-308, 1.713560362984513e-308, 1.0, 3.068190850779044e-308, 6.273217211618686e-308, 3.9590024437879657e-308, 3.8129571509281894e-308, 2.973767659623564e-308, 1.896258964135755e-308, 1.7071222768236735e-308, 5.020330136185385e-308, 2.299710211937115e-308, 1.486098696312909e-308, 2.0580265279491266e-308, 1.642619467395461e-308, 3.4219608705884597e-308]"
doc_00715,11514261,2015,13,1.0,unknown,2021,"ELECTRICAL SYSTEM,UNKNOWN OR OTHER",,low,0,"[1.8612320984183867e-308, 1.371380696060199e-308, 1.589344907870247e-308, 1.303239918671018e-308, 1.8668649985036153e-308, 1.6952765759892387e-308, 1.568811847736788e-308, 1.5260618136168124e-308, 1.666913612359715e-308, 1.805731196684938e-308, 1.3148541199411124e-308, 3.780148381923907e-308, 1.0, 1.7532547007013455e-308, 1.21342528577345e-308, 1.6151348260973769e-307, 1.23763836199271e-308, 5.837439432455216e-308, 1.530294451894339e-308]"
doc_00716,11508805,2015,14,1.0,unknown,2015,"ELECTRICAL SYSTEM,AIR BAGS,FORWARD COLLISION AVOIDANCE",,low,0,"[5.59417241706478e-308, 1.8296301456450316e-308, 2.7617622424803114e-308, 1.562237170235854e-308, 1.5032428957740643e-308, 5.980777631779985e-308, 4.889270836346296e-308, 3.1079379527421015e-308, 8.884052881181708e-308, 2.465676635164472e-308, 2.521751962781741e-308, 2.2489859304139793e-308, 1.734822754967059e-308, 1.0, 2.053374478152855e-308, 1.5133033649740683e-308, 1.5619777409294103e-308, 1.804940502651783e-308, 2.6341548137182996e-308]"
doc_00717,11495757,2015,2,1.0,unknown,2015,"ENGINE AND ENGINE COOLING,FUEL SYSTEM, GASOLINE",,medium,0,"[2.752750899362178e-308, 1.0, 5.09060912256174e-308, 3.526282796798992e-308, 2.2895434047559293e-308, 2.66383455874106e-308, 1.4294219073512486e-308, 3.7598367558692943e-308, 1.6198448600519243e-308, 5.985446642764702e-308, 2.442229530042882e-308, 1.214626604956456e-308, 1.339100026433701e-308, 1.796705907905256e-308, 2.1699692051363575e-308, 1.220938609362912e-308, 5.707121854379285e-308, 1.170567963798661e-308, 3.0583473046926607e-308]"
doc_00718,11495289,2015,5,0.5338724537787923,unknown,2015,ENGINE,,medium,0,"[0.018666868279921773, 0.022411377227980374, 0.024970179648442874, 0.03742936715197445, 0.5338724537787923, 0.015929683055842546, 0.011503740809536006, 0.016046833589258097, 0.012488665994045038, 0.035446976124228605, 0.01768024796169604, 0.013034282446641574, 0.017457947975336178, 0.014292522541968977, 0.017722844485716524, 0.016538872913002958, 0.024205859933869426, 0.013559919301314081, 0.02218753810345648]"
doc_00719,11493326,2015,2,1.0,unknown,2015,FUEL/PROPULSION SYSTEM,,low,1,"[2.2152492458232087e-308, 1.0, 3.503370128521303e-308, 3.465419552359455e-308, 2.2316670624600973e-308, 2.2229905913185393e-308, 1.2795738194777984e-308, 3.0344292898233823e-308, 1.4272838985665856e-308, 4.56283257427013e-308, 2.060155336984046e-308, 1.1396076219845635e-308, 1.2757553732440717e-308, 1.5818682278983885e-308, 1.890520979667004e-308, 1.176011551131021e-308, 6.71290093574078e-308, 1.111007545874904e-308, 2.557403207050087e-308]"
doc_00720,11482218,2015,6,0.3121773904092817,unknown,2015,SUSPENSION,,low,0,"[0.04350798977277525, 0.018760648887237573, 0.034785374413469274, 0.012910106897108748, 0.011462004865780416, 0.3121773904092817, 0.018933194132276614, 0.043818548158120654, 0.024292819334963217, 0.026833864298500782, 0.020527049525414728, 0.01189894075985935, 0.010918324233089024, 0.030247319034107715, 0.015715463863105492, 0.009538426909568526, 0.014162349619613426, 0.010411999116096525, 0.023682628971471036]"
doc_00721,11480553,2015,6,1.0,unknown,2015,SUSPENSION,,low,0,"[6.645199141262444e-308, 2.643137261870355e-308, 4.601575394428681e-308, 1.875725955288689e-308, 1.7087860798459926e-308, 1.0, 3.1171529729396945e-308, 6.1173841385117e-308, 4.0298673983191746e-308, 3.76751469678295e-308, 2.9630917179605266e-308, 1.91466906932564e-308, 1.7164476690698626e-308, 5.124972694802843e-308, 2.2917022191896726e-308, 1.493046693808736e-308, 2.038897836002178e-308, 1.6548282407456547e-308, 3.406361027255067e-308]"
doc_00722,11476528,2015,14,1.0,unknown,2015,"AIR BAGS,UNKNOWN OR OTHER",,high,1,"[5.270633469599459e-308, 1.7702871592637265e-308, 2.6384760474462875e-308, 1.535959732727847e-308, 1.485190289238917e-308, 5.3577236300428e-308, 4.990129240988518e-308, 2.9137927582049343e-308, 9.199015225514673e-308, 2.375831146535064e-308, 2.4913340056264053e-308, 2.2792925636295585e-308, 1.7323680512224155e-308, 1.0, 2.0406307415289444e-308, 1.5131700808671703e-308, 1.5247234659503063e-308, 1.817355130014172e-308, 2.587397824227708e-308]"
doc_00723,11475220,2015,3,0.4085936229406306,unknown,2015,ELECTRICAL SYSTEM,,low,1,"[0.06754280206466654, 0.026333855751369886, 0.4085936229406306, 0.020931137884212258, 0.01722587478874784, 0.02677181097139377, 0.013820266477930138, 0.024783213051517372, 0.016900935420853243, 0.04953102924665345, 0.03330012141315353, 0.01041244547517912, 0.010887752802567154, 0.01947891415372411, 0.027526286547550672, 0.009649194231326642, 0.018976864800755913, 0.009626604198361137, 0.0448139132652509]"
doc_00724,11474855,2015,6,0.40903594859866155,unknown,2019,SUSPENSION,,low,0,"[0.03453864553474893, 0.01601830335264825, 0.027738331909100796, 0.010878643308585898, 0.009769758974714885, 0.40903594859866155, 0.01702479945198774, 0.0426695522489452, 0.02193334928567512, 0.021887111330348652, 0.016666506529876644, 0.010604928323074784, 0.009600137271802402, 0.027189858367711657, 0.013002269733759208, 0.008394786690947481, 0.01206469939172849, 0.00922931882907052, 0.01889962869888533]"
doc_00725,11469677,2015,6,1.0,unknown,2015,SUSPENSION,,medium,0,"[6.035155188032154e-308, 2.653473576425685e-308, 4.553081569273629e-308, 1.8549832666795134e-308, 1.668451024223942e-308, 1.0, 3.0802227390429174e-308, 6.414923533820998e-308, 3.963392421089903e-308, 3.6515649677700046e-308, 2.925683641188344e-308, 1.855638468410574e-308, 1.66145740114145e-308, 4.919004175279304e-308, 2.268049492832222e-308, 1.451521051117034e-308, 2.035772159006664e-308, 1.6069630754493103e-308, 3.3057203571555314e-308]"
doc_00726,11466165,2015,5,0.36882717608251986,unknown,2015,ENGINE,,medium,0,"[0.027367131633480236, 0.03263572415500963, 0.03624299319279068, 0.05522211027143127, 0.36882717608251986, 0.02342853830473866, 0.017161847714887143, 0.023537059187236357, 0.018577662923330195, 0.04938998374899464, 0.02635700595904564, 0.019434157710970366, 0.02589444121932823, 0.021225946540649656, 0.026628881195076264, 0.024705975287563978, 0.03585265882678933, 0.02024338548647204, 0.03271350188270998]"
doc_00727,11460386,2015,8,0.04696394675451111,unknown,2015,SUSPENSION,,low,0,"[0.04019912900776303, 0.018271175448165314, 0.03866240805836121, 0.01149772435601898, 0.009465002842372457, 0.07989459241670614, 0.014110238671376354, 0.04696394675451111, 0.018159195498980808, 0.027828478662600492, 0.01696214707564774, 0.007999661222899707, 0.007628657883919337, 0.02231107959331907, 0.013180795488560847, 0.006657754952092544, 0.01277251776075714, 0.007103909614406406, 0.020188010039693238]"
doc_00728,11459772,2015,3,0.14316239659924612,TDI_unknown,2015,"STEERING,POWER TRAIN,ENGINE",,medium,0,"[0.029729751512582794, 0.028699214157568886, 0.14316239659924612, 0.02568589034203759, 0.017294897431189275, 0.019516545346295922, 0.010201041891766027, 0.019027827179518564, 0.011860081973383719, 0.06011906880293686, 0.026207640404861367, 0.007346179351274292, 0.0081022663627349, 0.013649774552294552, 0.023091264027226444, 0.007253420588603587, 0.02129611392207049, 0.006999350231042161, 0.04010176826874042]"
doc_00729,11454820,2015,5,0.23157474562751168,unknown,2015,FUEL/PROPULSION SYSTEM,,medium,0,"[0.016097361690902454, 0.019053026592401483, 0.0222544133839583, 0.03168164862889749, 0.23157474562751168, 0.013826872783740929, 0.00985427921567392, 0.013720630250383482, 0.010727103385011929, 0.0318850657848958, 0.01562991408587946, 0.011025549094143477, 0.014581327214354699, 0.012392346796551301, 0.015657952122793948, 0.013686194107454829, 0.020831120111753386, 0.011400109820477027, 0.020009772847086944]"
doc_00730,11452061,2015,6,1.0,unknown,2015,SUSPENSION,,low,0,"[7.015038005716486e-308, 2.7117051643477684e-308, 4.899713853232401e-308, 1.909001101581807e-308, 1.734956551711144e-308, 1.0, 3.050167598934374e-308, 6.311146944234461e-308, 3.9827458911962546e-308, 3.9345970971739694e-308, 3.0222451377722785e-308, 1.8977249770342886e-308, 1.716054518855432e-308, 5.060050385150133e-308, 2.3302445636975054e-308, 1.492341439744734e-308, 2.0705638665906567e-308, 1.6455118747613577e-308, 3.497747201102157e-308]"
doc_00731,11446853,2015,5,1.0,unknown,2015,ENGINE,,medium,0,"[2.0386024320911434e-308, 2.5037358907404597e-308, 2.789611117366968e-308, 4.1147651031695956e-308, 1.0, 1.727596465946027e-308, 1.2116880972708613e-308, 1.7534694605646876e-308, 1.3222079858325774e-308, 4.3127816386976197e-308, 1.8823345938239847e-308, 1.3604165402649853e-308, 1.81763249996309e-308, 1.5178342784825666e-308, 1.8635450072666283e-308, 1.7003060661660134e-308, 2.6352922280652386e-308, 1.407682484426563e-308, 2.4109088900720596e-308]"
doc_00732,11446968,2015,14,1.0,unknown,2015,AIR BAGS,,medium,1,"[5.224675751317439e-308, 1.769080052339287e-308, 2.6335807322986492e-308, 1.552204663132417e-308, 1.5069352546589083e-308, 5.088089264993525e-308, 4.728418479202646e-308, 2.8504731311289956e-308, 8.247156402195145e-308, 2.3861542504681994e-308, 2.521250965598363e-308, 2.288941384620765e-308, 1.749147816910989e-308, 1.0, 2.0659701186834375e-308, 1.5270839474838987e-308, 1.5313301407065755e-308, 1.8288501838859497e-308, 2.6281499089187887e-308]"
doc_00733,11444518,2015,14,0.4484497885281316,TDI_unknown,2015,AIR BAGS,,low,0,"[0.04328277495115265, 0.013817329665491901, 0.020993140293717155, 0.01153345885109459, 0.011033382317047756, 0.04991584551170143, 0.03857838282941401, 0.024474623244417276, 0.07435441229787189, 0.01852991429114281, 0.018523848999837663, 0.016525427378722455, 0.012761153866732473, 0.4484497885281316, 0.015053275854555214, 0.011130722583642356, 0.01165577854559572, 0.01327439245037775, 0.01931816400517892]"
doc_00734,11436071,2015,14,1.0,unknown,2015,AIR BAGS,,low,0,"[5.377448511259536e-308, 1.7025221947656277e-308, 2.535883086629812e-308, 1.510369265310042e-308, 1.471099099826328e-308, 4.53442579608691e-308, 5.7887312496388e-308, 2.631875112625013e-308, 1.0998165728889997e-307, 2.290864252899837e-308, 2.5354747719936703e-308, 2.3618863975863412e-308, 1.751209298942445e-308, 1.0, 2.08176838849688e-308, 1.5285566487025093e-308, 1.4757288961396193e-308, 1.860139479472297e-308, 2.6094441036261737e-308]"
