doc_name,thread_name,engine_group,dominant_topic,mileage_mentioned,mileage_confidence,gamma_vector
doc_00458,Debriyajdan gelen gicirti.,unknown,18,197000,high,"[0.002733, 0.001583, 0.015942, 0.002902, 0.004842, 0.003278, 0.002912, 0.001876, 0.004909, 0.001824, 0.002953, 0.002586, 0.088726, 0.005206, 0.009144, 0.003705, 0.004038, 0.837634, 0.002989, 0.000217]"
doc_00459,Debriyajdan gelen tak sesi yardimci olursaniz sevinirim,1.2_TSI,18,NA,none,"[0.000886, 0.007542, 0.001115, 0.003408, 0.001427, 0.001352, 0.000440, 0.001365, 0.002613, 0.003113, 0.002883, 0.000428, 0.001579, 0.001830, 0.002112, 0.006765, 0.001638, 0.956937, 0.002175, 0.000392]"
doc_00460,Debriyajin Oradan  Yag akmasi ?,unknown,9,NA,none,"[0.001701, 0.001044, 0.003168, 0.003088, 0.008817, 0.002097, 0.001891, 0.000828, 0.959079, 0.001177, 0.001649, 0.001770, 0.001184, 0.002151, 0.000845, 0.001592, 0.001451, 0.002904, 0.003476, 0.000088]"
doc_00461,Delphi mib2 unite 3Q0 035 819 B,unknown,17,10000,medium,"[0.001057, 0.000394, 0.001023, 0.001012, 0.003686, 0.000945, 0.001509, 0.001294, 0.001188, 0.000873, 0.002053, 0.000671, 0.000651, 0.001012, 0.000724, 0.000973, 0.977893, 0.002412, 0.000554, 0.000074]"
doc_00462,Depo Kapaginin Cikinti Durmasi,unknown,19,NA,none,"[0.005008, 0.000149, 0.004382, 0.002122, 0.010377, 0.008882, 0.005464, 0.002937, 0.009704, 0.001064, 0.006563, 0.002146, 0.001418, 0.006141, 0.004543, 0.002639, 0.000379, 0.012815, 0.912992, 0.000273]"
doc_00463,Depoda tislama sesi,unknown,9,NA,none,"[0.003348, 0.001791, 0.005816, 0.005408, 0.019487, 0.003720, 0.003324, 0.001585, 0.925320, 0.002047, 0.002923, 0.003122, 0.002022, 0.004235, 0.001315, 0.002682, 0.002241, 0.003675, 0.005788, 0.000150]"
doc_00464,Devir Daim Pompasi Degisirken Triger Degisimi,1.2_TSI,15,99000,high,"[0.000183, 0.000868, 0.000028, 0.000123, 0.000066, 0.000158, 0.000096, 0.000100, 0.000185, 0.000341, 0.000288, 0.000031, 0.000160, 0.000263, 0.992999, 0.000591, 0.000128, 0.001545, 0.000221, 0.001625]"
doc_00465,Devir saatinde duserken tekleme?,1.6_TDI,3,57000,medium,"[0.000169, 0.000374, 0.991276, 0.000179, 0.000264, 0.000277, 0.000171, 0.000457, 0.000343, 0.000303, 0.000703, 0.000245, 0.000120, 0.000216, 0.000553, 0.001151, 0.000182, 0.001400, 0.000798, 0.000820]"
doc_00466,Devir yukselmesi,other,2,NA,none,"[0.003893, 0.944720, 0.000163, 0.000527, 0.003226, 0.000377, 0.001089, 0.002217, 0.000449, 0.000573, 0.023393, 0.000065, 0.000290, 0.001322, 0.000120, 0.006762, 0.003785, 0.005243, 0.000200, 0.001585]"
doc_00467,Devirdaim arizasi mi?,1.2_TSI,15,75000,medium,"[0.316662, 0.000448, 0.000169, 0.000290, 0.000590, 0.001140, 0.000510, 0.000755, 0.000665, 0.000552, 0.018215, 0.000135, 0.000251, 0.001021, 0.371202, 0.002054, 0.000141, 0.003384, 0.002985, 0.278829]"
doc_00468,Devirdaim deki su kacagi,1.6_TDI,10,NA,none,"[0.003804, 0.002937, 0.026167, 0.005991, 0.005018, 0.005508, 0.006017, 0.012370, 0.009066, 0.838510, 0.008237, 0.008607, 0.001356, 0.006615, 0.012187, 0.010604, 0.005816, 0.012566, 0.014800, 0.003826]"
doc_00469,Devirli kullanimda vites degisim esnasinda gelen otme sesi,1.5_TSI,15,33000,high,"[0.000348, 0.002552, 0.000286, 0.000840, 0.000029, 0.000220, 0.000683, 0.000068, 0.000193, 0.000355, 0.000129, 0.000154, 0.000257, 0.000103, 0.711050, 0.000774, 0.000154, 0.281272, 0.000174, 0.000357]"
doc_00470,Dikiz aynasi,unknown,3,NA,none,"[0.001437, 0.000564, 0.922216, 0.000700, 0.061713, 0.000881, 0.001013, 0.000685, 0.001251, 0.000192, 0.001105, 0.000320, 0.000679, 0.001973, 0.000433, 0.001673, 0.000763, 0.001600, 0.000690, 0.000112]"
doc_00471,Direksiyon Kaplama,unknown,15,NA,none,"[0.011318, 0.001544, 0.001100, 0.001211, 0.007937, 0.002201, 0.004424, 0.000659, 0.003616, 0.002144, 0.000342, 0.001633, 0.001997, 0.002496, 0.949039, 0.000140, 0.001543, 0.003651, 0.002910, 0.000095]"
doc_00472,Direksiyon Multimedya tuslari calismiyor,unknown,14,NA,none,"[0.000408, 0.000112, 0.000564, 0.000405, 0.001297, 0.000642, 0.000485, 0.000219, 0.000357, 0.000149, 0.021288, 0.000536, 0.000508, 0.970595, 0.000392, 0.000619, 0.000226, 0.000607, 0.000394, 0.000197]"
doc_00473,Direksiyon Sarsintisi,unknown,15,10000,range,"[0.002125, 0.000515, 0.001270, 0.000888, 0.002545, 0.001477, 0.001730, 0.000671, 0.002130, 0.000989, 0.000601, 0.000885, 0.001348, 0.002657, 0.969143, 0.000790, 0.001156, 0.007536, 0.001247, 0.000297]"
doc_00474,Direksiyon Tikirti,unknown,19,NA,none,"[0.007522, 0.002475, 0.006408, 0.008404, 0.015306, 0.005283, 0.002492, 0.002418, 0.009219, 0.002624, 0.003998, 0.004276, 0.004128, 0.004835, 0.001501, 0.001161, 0.002133, 0.003642, 0.911984, 0.000190]"
doc_00475,Direksiyon Titremesi,unknown,16,105000,medium,"[0.000141, 0.000087, 0.001110, 0.000502, 0.000684, 0.000549, 0.000615, 0.000814, 0.000694, 0.000326, 0.000540, 0.000678, 0.000565, 0.000544, 0.000299, 0.990067, 0.000285, 0.001227, 0.000153, 0.000121]"
doc_00476,Direksiyon Titremesi,1.6_TDI,1,NA,none,"[0.980058, 0.000243, 0.003150, 0.000442, 0.001147, 0.000593, 0.000220, 0.001997, 0.000546, 0.001165, 0.002348, 0.000692, 0.000119, 0.000714, 0.002000, 0.000541, 0.000542, 0.000860, 0.001980, 0.000643]"
doc_00477,Direksiyon cevirirken gelen ses,1.4_TSI,15,NA,none,"[0.000476, 0.008295, 0.001592, 0.001785, 0.000211, 0.001286, 0.001007, 0.000438, 0.000488, 0.005639, 0.002051, 0.000937, 0.001449, 0.000357, 0.623239, 0.011995, 0.001698, 0.332327, 0.001906, 0.002822]"
doc_00478,Direksiyon kismina (korna basilan bolum) tesbih tanesi sikisti yardim ?,unknown,3,NA,none,"[0.001475, 0.000924, 0.878669, 0.000953, 0.005340, 0.000925, 0.001717, 0.000565, 0.001617, 0.000369, 0.002324, 0.000484, 0.001165, 0.094901, 0.000899, 0.002686, 0.000668, 0.002898, 0.001283, 0.000137]"
doc_00479,Direksiyon kutusu,1.2_TSI,3,NA,none,"[0.005949, 0.042465, 0.407861, 0.009550, 0.019264, 0.003785, 0.002523, 0.004183, 0.010193, 0.007740, 0.016843, 0.000785, 0.003841, 0.377954, 0.003845, 0.033902, 0.002524, 0.029755, 0.013715, 0.003325]"
doc_00480,Direksiyon kutusu,unknown,7,150000,medium,"[0.000765, 0.000714, 0.001550, 0.001625, 0.003121, 0.001473, 0.973427, 0.001003, 0.001836, 0.001082, 0.002291, 0.000797, 0.000978, 0.002497, 0.001262, 0.001706, 0.001164, 0.001848, 0.000747, 0.000113]"
doc_00481,Direksiyon paddle shift kulakcik,unknown,15,NA,none,"[0.001150, 0.000213, 0.000431, 0.000305, 0.001287, 0.000583, 0.000675, 0.000238, 0.000946, 0.000387, 0.000218, 0.000354, 0.000573, 0.001102, 0.988690, 0.000238, 0.000421, 0.001528, 0.000505, 0.000155]"
doc_00482,Direksiyon sargi modulu,unknown,6,NA,none,"[0.001329, 0.000934, 0.002990, 0.001630, 0.014868, 0.662025, 0.001835, 0.000849, 0.001786, 0.000765, 0.004275, 0.001855, 0.001638, 0.292545, 0.002083, 0.002331, 0.000920, 0.003034, 0.001370, 0.000938]"
doc_00483,Direksiyon sol konumda giderken ugultu yapiyor saga dogru yonlendirdigimde ses kesiliyor,unknown,7,NA,none,"[0.000528, 0.000762, 0.001304, 0.001234, 0.001121, 0.001931, 0.955845, 0.000536, 0.001211, 0.001147, 0.001121, 0.000907, 0.001255, 0.001038, 0.020119, 0.001408, 0.000895, 0.006308, 0.000749, 0.000583]"
doc_00484,Direksiyon sola yatiyor,unknown,15,NA,none,"[0.000870, 0.000292, 0.000549, 0.000355, 0.000739, 0.000922, 0.000649, 0.000209, 0.000797, 0.000447, 0.000232, 0.000538, 0.000839, 0.000678, 0.987240, 0.000356, 0.000482, 0.002462, 0.000662, 0.000679]"
doc_00485,Direksiyon titreme,unknown,5,NA,none,"[0.006440, 0.002240, 0.000029, 0.001830, 0.669258, 0.002886, 0.002068, 0.003260, 0.003090, 0.001321, 0.000376, 0.000024, 0.000079, 0.003526, 0.000921, 0.296552, 0.002847, 0.001429, 0.000367, 0.001458]"
doc_00486,Direksiyon tuslari calismiyor,1.2_TSI,14,NA,none,"[0.001301, 0.007914, 0.000577, 0.002446, 0.005415, 0.001208, 0.000541, 0.001316, 0.001770, 0.003085, 0.005534, 0.000396, 0.000856, 0.955445, 0.001010, 0.005238, 0.000512, 0.003012, 0.001838, 0.000587]"
doc_00487,Direksiyondan Gelen Ses,1.6_TDI,3,NA,none,"[0.001000, 0.001099, 0.967270, 0.000863, 0.001937, 0.000960, 0.000929, 0.002088, 0.001972, 0.001450, 0.003464, 0.000869, 0.000347, 0.001775, 0.001791, 0.003593, 0.000832, 0.004015, 0.002893, 0.000854]"
doc_00488,Direksiyondan cizirti sesi gelmesi,unknown,6,3000,medium,"[0.000857, 0.000405, 0.000892, 0.001488, 0.002290, 0.943269, 0.001209, 0.000542, 0.000945, 0.000321, 0.026417, 0.001234, 0.001096, 0.010402, 0.001893, 0.001450, 0.000798, 0.002218, 0.001456, 0.000819]"
doc_00489,Direksiyonu Cevirince Gelen Kitirti Seklinde Ses - Cozumu,1.2_TSI,2,116000,medium,"[0.000076, 0.993118, 0.000110, 0.000306, 0.000104, 0.000244, 0.000168, 0.000284, 0.000188, 0.000284, 0.000312, 0.000049, 0.000272, 0.000273, 0.000702, 0.000899, 0.000205, 0.001241, 0.000305, 0.000861]"
doc_00490,Direksiyonu Cevirince Gelen Tak Sesi,1.2_TSI,8,NA,none,"[0.002705, 0.391387, 0.000784, 0.004456, 0.004351, 0.002184, 0.002055, 0.519247, 0.001958, 0.003366, 0.007595, 0.000427, 0.002611, 0.005059, 0.003786, 0.020134, 0.003518, 0.019687, 0.002696, 0.001995]"
doc_00491,Direksiyonu Cevirirken Gelen Ses,unknown,2,1200,high,"[0.000488, 0.981021, 0.001817, 0.000980, 0.001168, 0.001447, 0.001299, 0.000749, 0.000982, 0.000376, 0.000355, 0.000953, 0.001429, 0.000899, 0.001566, 0.000614, 0.000871, 0.001481, 0.001130, 0.000375]"
doc_00492,Direksiyonu cevirince gelen ses,unknown,2,NA,none,"[0.000224, 0.990643, 0.000935, 0.000470, 0.000507, 0.000698, 0.000633, 0.000362, 0.000495, 0.000182, 0.000156, 0.000488, 0.000690, 0.000410, 0.000694, 0.000283, 0.000402, 0.000991, 0.000561, 0.000175]"
doc_00493,Direksiyonu sag sola cevirince ses gelmesi,unknown,17,NA,none,"[0.001464, 0.000589, 0.001400, 0.001268, 0.004710, 0.001264, 0.001687, 0.001739, 0.001628, 0.001110, 0.002290, 0.000925, 0.000905, 0.001288, 0.001064, 0.001294, 0.971217, 0.003322, 0.000740, 0.000098]"
doc_00494,Direksiyonu saga cevirince gelen ses (videolu),unknown,18,NA,none,"[0.002012, 0.000969, 0.006625, 0.003528, 0.004364, 0.002735, 0.001457, 0.001131, 0.004835, 0.001652, 0.001301, 0.003116, 0.004076, 0.002060, 0.002180, 0.001584, 0.002743, 0.950670, 0.002927, 0.000036]"
doc_00495,Direksiyonu saga sola cevirirken gelen takirti ve gacirti sesi,unknown,6,NA,none,"[0.002239, 0.383628, 0.004222, 0.003137, 0.008690, 0.556020, 0.004341, 0.002738, 0.003455, 0.001206, 0.002079, 0.002316, 0.004499, 0.004768, 0.002942, 0.002199, 0.002852, 0.005479, 0.002791, 0.000402]"
doc_00496,Direksiyonun Altindaki Gozden Sarkan Soket,unknown,7,NA,none,"[0.001330, 0.001184, 0.002977, 0.003038, 0.005592, 0.002431, 0.954568, 0.001792, 0.002919, 0.001662, 0.003899, 0.001464, 0.001676, 0.003676, 0.001839, 0.003235, 0.001960, 0.003283, 0.001290, 0.000183]"
doc_00497,Direksiyonun altindan gelen sicaklik,unknown,5,NA,none,"[0.015784, 0.001430, 0.005146, 0.004127, 0.896260, 0.010594, 0.008397, 0.008508, 0.011386, 0.001370, 0.002462, 0.005377, 0.002895, 0.012009, 0.000967, 0.001835, 0.003466, 0.003836, 0.004043, 0.000108]"
doc_00498,Dis stop soket,unknown,9,NA,none,"[0.001813, 0.001065, 0.003967, 0.003359, 0.010242, 0.002106, 0.001864, 0.000903, 0.956431, 0.001197, 0.001682, 0.001775, 0.001136, 0.002352, 0.000825, 0.001992, 0.001321, 0.002523, 0.003354, 0.000093]"
doc_00499,Dizel Golf'den gelen ses,unknown,12,2000,high,"[0.000244, 0.000209, 0.000218, 0.000450, 0.000775, 0.000535, 0.000348, 0.000280, 0.000306, 0.000300, 0.000622, 0.991446, 0.000502, 0.000470, 0.000503, 0.000881, 0.000313, 0.000974, 0.000382, 0.000241]"
doc_00500,Dizel dsg golf kisa mesafede fan acma sorunu,unknown,4,1000,high,"[0.001525, 0.000956, 0.001571, 0.654611, 0.005336, 0.001738, 0.002800, 0.288076, 0.001716, 0.001536, 0.002873, 0.002141, 0.001620, 0.002461, 0.000651, 0.023332, 0.001870, 0.003390, 0.001705, 0.000093]"
doc_00501,Dizel partikul filtresi,unknown,10,NA,none,"[0.001130, 0.000396, 0.000703, 0.001731, 0.003430, 0.000993, 0.001409, 0.000682, 0.001609, 0.979435, 0.000199, 0.001319, 0.000729, 0.001355, 0.000473, 0.000663, 0.001145, 0.001081, 0.001488, 0.000032]"
doc_00502,Doludan korunabilmenin cozumunu bulduk mu ?,unknown,5,NA,none,"[0.002890, 0.000537, 0.003220, 0.002361, 0.969900, 0.002914, 0.001054, 0.002081, 0.003070, 0.000660, 0.001253, 0.001904, 0.000882, 0.003000, 0.000244, 0.000825, 0.001279, 0.000519, 0.001350, 0.000055]"
doc_00503,Dortlu Buton ici isik,unknown,6,NA,none,"[0.014922, 0.004555, 0.003567, 0.007122, 0.063853, 0.833447, 0.012305, 0.003418, 0.008447, 0.003553, 0.004422, 0.005935, 0.004047, 0.009737, 0.001376, 0.000992, 0.004883, 0.005315, 0.007991, 0.000114]"
doc_00504,Dortlu flasor tusu hk.,unknown,5,NA,none,"[0.009277, 0.002270, 0.006512, 0.006914, 0.565248, 0.006661, 0.003516, 0.356145, 0.006174, 0.002076, 0.004188, 0.004745, 0.003268, 0.006835, 0.000683, 0.004361, 0.004566, 0.001823, 0.004634, 0.000105]"
doc_00505,Dortlulerin sirayla yanmasi,unknown,9,NA,none,"[0.001735, 0.000417, 0.000843, 0.000769, 0.006558, 0.001391, 0.005203, 0.001030, 0.966998, 0.000416, 0.001130, 0.000719, 0.000697, 0.002638, 0.001594, 0.001628, 0.000997, 0.004103, 0.001022, 0.000111]"
doc_00506,Dover jantlarim Cok hizli kirleniyor :),unknown,11,NA,none,"[0.010944, 0.002746, 0.008323, 0.013822, 0.030733, 0.010648, 0.102191, 0.270808, 0.013243, 0.002497, 0.470808, 0.014368, 0.005473, 0.010677, 0.000816, 0.010224, 0.008199, 0.005368, 0.007848, 0.000265]"
doc_00507,Dpf degerleri,unknown,8,3000,medium,"[0.002808, 0.001485, 0.006648, 0.005247, 0.006863, 0.003106, 0.003224, 0.474736, 0.002829, 0.002924, 0.003423, 0.003381, 0.004934, 0.004180, 0.003499, 0.009719, 0.004833, 0.453134, 0.002924, 0.000102]"
doc_00508,Dpf yuzunden motor ikaz yakar mi,unknown,6,NA,none,"[0.000619, 0.000545, 0.001094, 0.001083, 0.002280, 0.977021, 0.001011, 0.000535, 0.000858, 0.000483, 0.001279, 0.001057, 0.001043, 0.001004, 0.001664, 0.001554, 0.000811, 0.004429, 0.000898, 0.000731]"
doc_00509,Dsg 3 ve 5 de ciyaklama,unknown,6,20000,medium,"[0.000747, 0.000626, 0.002124, 0.001751, 0.002180, 0.812352, 0.001154, 0.000647, 0.001394, 0.000829, 0.001710, 0.001485, 0.001852, 0.001270, 0.003288, 0.002138, 0.001490, 0.161033, 0.001234, 0.000694]"
doc_00510,Dsg 3-5 vuruntu yapiyor acaba neden,unknown,17,60500,high,"[0.000294, 0.001772, 0.000989, 0.001274, 0.000449, 0.000484, 0.000644, 0.000655, 0.000254, 0.004111, 0.002866, 0.000401, 0.000385, 0.000187, 0.002383, 0.005188, 0.762960, 0.213942, 0.000570, 0.000194]"
doc_00511,Dsg 3ten 2 ye gecerken vuruntu,1.4_TSI,9,3000,medium,"[0.000481, 0.000526, 0.002496, 0.001404, 0.001329, 0.001826, 0.001036, 0.000335, 0.747667, 0.000810, 0.001418, 0.001102, 0.001272, 0.000838, 0.003417, 0.002256, 0.001347, 0.228421, 0.001496, 0.000523]"
doc_00512,Dsg den gelen ses,unknown,15,36000,high,"[0.000312, 0.000815, 0.000223, 0.000327, 0.000166, 0.000209, 0.000355, 0.000129, 0.000151, 0.001416, 0.000444, 0.000142, 0.000182, 0.000209, 0.989018, 0.001523, 0.000331, 0.003204, 0.000436, 0.000407]"
doc_00513,Dsg kavrama degisimi,1.4_TSI,15,5000,medium,"[0.002447, 0.010910, 0.381023, 0.003577, 0.002579, 0.001767, 0.001671, 0.000737, 0.001815, 0.007202, 0.002792, 0.000995, 0.001528, 0.001303, 0.485344, 0.017727, 0.001931, 0.069101, 0.004345, 0.001208]"
doc_00514,Dsg kavrama sorunu,1.4_TSI,8,5000,medium,"[0.000726, 0.004975, 0.000925, 0.002651, 0.001545, 0.000656, 0.001177, 0.894867, 0.000218, 0.004027, 0.003406, 0.000688, 0.000734, 0.000499, 0.001891, 0.069020, 0.002254, 0.008514, 0.000985, 0.000245]"
doc_00515,Dsg sanzimandan ses sorunu (COZULDU),1.4_TSI,6,32000,high,"[0.000343, 0.000320, 0.001330, 0.000876, 0.000925, 0.523076, 0.000620, 0.000325, 0.000771, 0.000471, 0.000807, 0.000855, 0.000953, 0.000597, 0.001752, 0.001170, 0.001043, 0.462853, 0.000623, 0.000288]"
doc_00516,Dsg sorun,unknown,4,64000,high,"[0.002436, 0.001148, 0.003386, 0.381574, 0.005113, 0.005972, 0.004321, 0.002590, 0.005069, 0.294630, 0.002053, 0.003596, 0.003087, 0.004169, 0.004658, 0.005515, 0.004632, 0.262308, 0.003513, 0.000228]"
doc_00517,Dsg vites gecislerinde ses,unknown,2,103000,medium,"[0.000227, 0.984733, 0.000255, 0.000702, 0.000436, 0.000401, 0.000429, 0.000777, 0.000597, 0.000637, 0.000763, 0.000078, 0.000414, 0.000900, 0.000875, 0.002131, 0.000484, 0.004162, 0.000511, 0.000489]"
doc_00518,Dsgden gemen ses (Sanirim),1.2_TSI,18,125000,medium,"[0.000527, 0.006099, 0.000747, 0.002098, 0.000732, 0.000958, 0.000656, 0.001404, 0.001652, 0.002269, 0.004155, 0.000234, 0.001317, 0.002046, 0.003351, 0.016133, 0.001643, 0.952145, 0.001051, 0.000784]"
doc_00519,Dur-kalk yaparken yarim debriyajda stop etme,1.2_TSI,18,NA,none,"[0.001359, 0.000055, 0.003120, 0.001377, 0.003940, 0.004998, 0.001720, 0.001195, 0.005977, 0.000764, 0.001458, 0.001901, 0.001018, 0.002132, 0.001928, 0.001468, 0.000360, 0.962390, 0.002821, 0.000017]"
doc_00520,Dusuk Devirde Gelen Tirrr/Zirrr Sesi?,unknown,16,NA,none,"[0.000710, 0.000256, 0.003433, 0.001849, 0.003846, 0.001396, 0.002359, 0.003177, 0.002764, 0.000956, 0.002060, 0.001631, 0.001283, 0.002823, 0.000499, 0.965769, 0.001046, 0.003586, 0.000488, 0.000071]"
doc_00521,Dusuk devirlerde gelen zirilti sesi videolu,unknown,18,NA,none,"[0.001620, 0.001487, 0.096787, 0.003861, 0.248086, 0.005714, 0.001500, 0.007687, 0.010961, 0.005590, 0.005333, 0.005701, 0.001625, 0.004104, 0.010997, 0.221200, 0.005059, 0.355601, 0.003445, 0.003643]"
doc_00522,Dusuk hizda direksiyonu sola cevirince motor sesi degisiyor…,1.6_TDI,12,140000,medium,"[0.000073, 0.000154, 0.000430, 0.000183, 0.000115, 0.000249, 0.000087, 0.000405, 0.000148, 0.000460, 0.000586, 0.994224, 0.000087, 0.000140, 0.000440, 0.000545, 0.000122, 0.000603, 0.000449, 0.000501]"
doc_00523,Duzenli DPF temizligi,1.6_TDI,14,10000,medium,"[0.001159, 0.000715, 0.000002, 0.000358, 0.001802, 0.000528, 0.000391, 0.000205, 0.000364, 0.000323, 0.000197, 0.000003, 0.000020, 0.991071, 0.000465, 0.001301, 0.000330, 0.000313, 0.000169, 0.000283]"
doc_00524,EKSPERTIZ ANLASAMAMA KAZA GUNLUGU-2,unknown,3,5000,medium,"[0.002299, 0.014205, 0.538491, 0.003305, 0.036473, 0.002191, 0.002463, 0.004874, 0.005514, 0.002640, 0.011694, 0.000257, 0.001646, 0.010786, 0.002364, 0.337325, 0.002635, 0.014575, 0.002139, 0.004122]"
doc_00525,EPC Arizasi Hak.,1.2_TSI,2,115000,high,"[0.000177, 0.613897, 0.000675, 0.000941, 0.000408, 0.000748, 0.000702, 0.001443, 0.000910, 0.000929, 0.001469, 0.000258, 0.000731, 0.001257, 0.001436, 0.367016, 0.000546, 0.003519, 0.000512, 0.002427]"
doc_00526,EPC ve Motor Isigi Yakiyor !,1.2_TSI,14,90000,medium,"[0.002483, 0.000543, 0.002715, 0.002270, 0.007836, 0.002582, 0.003584, 0.001581, 0.002637, 0.000810, 0.057699, 0.001993, 0.002170, 0.900425, 0.001293, 0.002932, 0.001463, 0.002654, 0.002118, 0.000212]"
doc_00527,ESC ve Rampa Kalkis Yardimcisi Hatasi YARDIM!!!,unknown,18,NA,none,"[0.001268, 0.001542, 0.289156, 0.003033, 0.003576, 0.003651, 0.002914, 0.003252, 0.006255, 0.001678, 0.002934, 0.006715, 0.004750, 0.002581, 0.003928, 0.282238, 0.002619, 0.374566, 0.002430, 0.000914]"
doc_00528,Egr iptal sesi,unknown,3,NA,none,"[0.020191, 0.013818, 0.251205, 0.019452, 0.050343, 0.015671, 0.016491, 0.006669, 0.215091, 0.009590, 0.008823, 0.012420, 0.012908, 0.046708, 0.204724, 0.010776, 0.009188, 0.048982, 0.025856, 0.001094]"
doc_00529,Egr problemi olan arkadaslar,unknown,3,NA,none,"[0.000877, 0.000902, 0.974158, 0.000789, 0.002843, 0.001100, 0.001197, 0.000461, 0.001294, 0.000259, 0.001325, 0.000488, 0.001275, 0.001343, 0.001128, 0.003992, 0.000769, 0.004020, 0.001154, 0.000627]"
doc_00530,Egr temizligi,unknown,6,3000,medium,"[0.001724, 0.000920, 0.001718, 0.002435, 0.009174, 0.965746, 0.001321, 0.000974, 0.002397, 0.000783, 0.001452, 0.001685, 0.001158, 0.002065, 0.000486, 0.000786, 0.000954, 0.001627, 0.002507, 0.000086]"
doc_00531,Egsozdan Gelen Ses,unknown,9,NA,none,"[0.003276, 0.001970, 0.010138, 0.005024, 0.013528, 0.003992, 0.005729, 0.002141, 0.900583, 0.002294, 0.005967, 0.002568, 0.002744, 0.007458, 0.004963, 0.006564, 0.004174, 0.009674, 0.006682, 0.000531]"
doc_00532,Egzoz basinci kontrol valfi arizasi hk,unknown,5,NA,none,"[0.005530, 0.003105, 0.149399, 0.006681, 0.597933, 0.011240, 0.004380, 0.023149, 0.011715, 0.010104, 0.014126, 0.014320, 0.001598, 0.011014, 0.006471, 0.100168, 0.005248, 0.008041, 0.011238, 0.004540]"
doc_00533,Egzozdan Gelen Ses,1.6_TDI,10,NA,none,"[0.001301, 0.001366, 0.007601, 0.002577, 0.002170, 0.001712, 0.001236, 0.003255, 0.003289, 0.954641, 0.001078, 0.003635, 0.000385, 0.001445, 0.001356, 0.001689, 0.001524, 0.001974, 0.007357, 0.000407]"
doc_00534,Eibach spor yay hangi kasa icin?,1.6_TDI,4,NA,none,"[0.043970, 0.008092, 0.010198, 0.414042, 0.346954, 0.015075, 0.036758, 0.012640, 0.017398, 0.009347, 0.009443, 0.011722, 0.007966, 0.015597, 0.001807, 0.002420, 0.012414, 0.008587, 0.015412, 0.000158]"
doc_00535,Ekran da video oynatma,unknown,9,NA,none,"[0.000021, 0.000453, 0.000025, 0.000106, 0.000072, 0.000058, 0.000046, 0.000031, 0.996490, 0.000120, 0.000276, 0.000010, 0.000030, 0.000086, 0.000294, 0.000684, 0.000060, 0.000554, 0.000127, 0.000457]"
doc_00536,Eksantrik dislisi arizasi ve sonrasinda yasananlar,1.2_TSI,4,10000,medium,"[0.007438, 0.003211, 0.012290, 0.782899, 0.087777, 0.011220, 0.007153, 0.006447, 0.012622, 0.004039, 0.007287, 0.007975, 0.005534, 0.016808, 0.001229, 0.004857, 0.004420, 0.006438, 0.010148, 0.000208]"
doc_00537,Elektrikli cocuk kilidi arizasi,unknown,20,NA,none,"[0.001373, 0.000383, 0.003718, 0.001041, 0.001488, 0.001451, 0.000680, 0.001099, 0.001986, 0.001148, 0.055458, 0.001872, 0.000416, 0.001907, 0.001921, 0.000741, 0.000707, 0.000716, 0.037192, 0.884704]"
doc_00538,Elektrikli isitici (PTC) sorunu ?,1.6_TDI,6,137904,high,"[0.001789, 0.000730, 0.001558, 0.002025, 0.010999, 0.957918, 0.002428, 0.001268, 0.002128, 0.000734, 0.002831, 0.001276, 0.001250, 0.003751, 0.001423, 0.001792, 0.001473, 0.002938, 0.001427, 0.000262]"
doc_00539,Elektrikli park freni hk.,unknown,12,NA,none,"[0.000332, 0.000272, 0.000356, 0.000677, 0.001049, 0.000789, 0.000521, 0.000325, 0.000455, 0.000371, 0.000864, 0.986576, 0.000785, 0.000661, 0.000743, 0.001138, 0.000487, 0.002810, 0.000513, 0.000275]"
doc_00540,Elektronik Park Freni ve Auto Hold Arizasi,unknown,19,NA,none,"[0.003578, 0.002458, 0.019188, 0.006705, 0.003991, 0.003597, 0.000980, 0.005590, 0.006831, 0.006784, 0.006118, 0.006339, 0.000862, 0.002234, 0.001912, 0.001406, 0.001295, 0.003063, 0.916148, 0.000921]"
doc_00541,Elektronik el freni arizasi,1.6_TDI,13,NA,none,"[0.003669, 0.000962, 0.002826, 0.001706, 0.007933, 0.003674, 0.006209, 0.003766, 0.003928, 0.000943, 0.003194, 0.002827, 0.614909, 0.005850, 0.004240, 0.003024, 0.002655, 0.325336, 0.002185, 0.000163]"
