doc_name,model_year,dominant_topic,topic_gamma,engine_spec,prod_year,source,component,technical_score,gamma_vector
doc_01149,2017,13,0.0017781043223977476,unknown,2017,nhtsa_complaint,"STEERING,ELECTRICAL SYSTEM",0,"[0.005621588417577252, 0.00219623674904241, 0.0015956902263836452, 0.0014926369906385524, 0.0018554859893079524, 0.0017414758713220316, 0.0023376448845821543, 0.0024173832395091473, 0.0010293903289508525, 0.000933138909228499, 0.0007962574735401576, 0.0017320815990306852, 0.0017781043223977476, 0.004117563989632694, 0.001941112968662382, 0.0018933656966767234, 0.0027465920914620965, 0.0023529756649390415, 0.001543031745170173, 0.0041232778375956776, 0.0018405216018224882, 0.0020741809817499384, 0.001466041143599445, 0.0016864001777342507, 0.002018727683272716, 0.0017247984960763489, 0.0014093401473747236, 0.003034550885209558, 0.005215547975683705, 0.0008906602389496702, 0.002495639695108066, 0.0022765065773930463, 0.0039349950243747515, 0.007062778774721816, 0.0014639439455886286, 0.0014358470072334362, 0.0017670133741729788, 0.0034063434544457133, 0.001825752625595979, 0.0028945299079124616, 0.0020934500748927046, 0.002200307374502031, 0.001747851693652353, 0.0034458095170112886, 0.001411177369583431, 0.002272402308100234, 0.0027869282968020622, 0.0018643150096810108]"
doc_01150,2017,11,0.35236808231254296,unknown,2017,nhtsa_complaint,"ELECTRICAL SYSTEM,AIR BAGS,UNKNOWN OR OTHER",2,"[0.004756679271212269, 0.004181034669229158, 0.003457821008190014, 0.00466531189265893, 0.0036023079449266186, 0.0046640381400988055, 0.004788076282767994, 0.0040585372597859255, 0.012802706408756016, 0.022080838502428084, 0.35236808231254296, 0.00716754351416561, 0.004205612192870127, 0.005205118635864989, 0.0038127016122869468, 0.004867218865585572, 0.005096872936570214, 0.006423646480101984, 0.003749275719506159, 0.004609672039453318, 0.0036508774001348812, 0.0039325806027099616, 0.0048286359917965056, 0.0036699135241723383, 0.005827961317897482, 0.005565827327014827, 0.004018438691512775, 0.0058262945345938935, 0.0049572257100421934, 0.07793818291359184, 0.004449455419553667, 0.003993298504590559, 0.005265930946076973, 0.005192180387117637, 0.009708472864821346, 0.0058401960780427075, 0.0037116253725601785, 0.0050135381437532815, 0.003764538092252947, 0.004184359772521343, 0.006922952593869943, 0.003844342679269853, 0.0037007786659243327, 0.0047827241169967035, 0.003617271909397935, 0.005584738908393941, 0.004821394066223441, 0.0036926992358888937]"
doc_01151,2017,11,1.0,unknown,2017,nhtsa_complaint,"STRUCTURE,VISIBILITY/WIPER",0,"[2.981722237693984e-308, 2.634003771844694e-308, 2.180366293123746e-308, 2.9393066812561214e-308, 2.2711345995552847e-308, 2.9398962147035086e-308, 3.0129428428750567e-308, 2.5502954609281016e-308, 7.940171906621534e-308, 1.3530684235587244e-307, 1.0, 4.4847227084257955e-308, 2.6500915955987205e-308, 3.2571863979473476e-308, 2.3988256864830126e-308, 3.063384088502475e-308, 3.1999266267396894e-308, 4.015515939942901e-308, 2.362351163482437e-308, 2.890944126345607e-308, 2.300032965510277e-308, 2.47280094307711e-308, 3.0446101710813356e-308, 2.310674058152247e-308, 3.6560297488147765e-308, 3.4936125695791996e-308, 2.5375066511579363e-308, 3.642789584909255e-308, 3.1061245055244294e-308, 3.698818081504654e-307, 2.7953165908455067e-308, 2.5108375632707026e-308, 3.299012759880654e-308, 3.2490605514192843e-308, 6.011399129077312e-308, 3.664280588483846e-308, 2.341754784201528e-308, 3.141637887309617e-308, 2.374470399960497e-308, 2.6322907148212214e-308, 4.318572688144386e-308, 2.4217272404271305e-308, 2.3346707347598917e-308, 3.005477155240566e-308, 2.2808995246792626e-308, 3.498729082624935e-308, 3.0317830125324014e-308, 2.325006575268302e-308]"
doc_01152,2017,14,0.04151309205658569,unknown,2017,nhtsa_complaint,SUSPENSION,0,"[0.005664808176040805, 0.004054837514315202, 0.0032236229824325648, 0.0062738377741363306, 0.003570874645809406, 0.006063306289641326, 0.005001442414795287, 0.0044656066274294335, 0.003218022085788979, 0.0028497321487762494, 0.0023840970279375828, 0.0036690536022182868, 0.010044794205802907, 0.04151309205658569, 0.003953305418845294, 0.007809679270896027, 0.0051958250939197256, 0.004315581880489079, 0.0032586276525154727, 0.006400784728849315, 0.003688262840444932, 0.005081529758537004, 0.005664477116942632, 0.00390571945884653, 0.00397953518969145, 0.007297826665247396, 0.0062262281612477325, 0.0054243805567790095, 0.005646861602426251, 0.0026415571623832016, 0.025438754788586884, 0.00398916872478026, 0.005498843964051339, 0.017677699283135926, 0.004961151097153807, 0.004156858719321407, 0.0034766006296769957, 0.1142355558468507, 0.003438530007696086, 0.004611835367269767, 0.006961778155471586, 0.004093424841169466, 0.003300692369662418, 0.00740756014220724, 0.003057573765348299, 0.011552242675228365, 0.005163304247387826, 0.0037802094473617]"
doc_01153,2017,7,1.0,unknown,2017,nhtsa_complaint,UNKNOWN OR OTHER,0,"[1.085522029942465e-307, 7.445727123717966e-308, 4.0333784714043834e-308, 4.947140411591394e-308, 4.907732304927299e-308, 9.173473419362047e-308, 1.0, 4.487618678373812e-308, 4.0461158620563613e-308, 3.6111752922388487e-308, 3.0262339291495573e-308, 7.926593796284218e-308, 5.355128745985184e-308, 6.363998090003518e-308, 4.0014876102676286e-308, 6.282078532486098e-308, 1.3783933394945854e-307, 1.0347613109350178e-307, 4.071619144655846e-308, 6.288849855858054e-308, 4.274436108232862e-308, 4.1031926838617207e-308, 5.717713471948194e-308, 3.6723323301262565e-308, 1.103294811386563e-307, 5.45621650196452e-308, 5.051096254970295e-308, 1.0719996919501843e-307, 1.3108956964493487e-307, 3.328206069440392e-308, 5.295360097889068e-308, 4.937158376925383e-308, 1.47488468009721e-307, 8.101698405317491e-308, 5.402173608952226e-308, 6.063403097416693e-308, 6.039053716419843e-308, 6.488678087041094e-308, 5.737679851470877e-308, 7.69767284523799e-308, 7.795979076150546e-308, 6.053958332900383e-308, 5.411313849940028e-308, 2.2327922711914454e-307, 3.867648011028456e-308, 5.942052089949319e-308, 2.7441668607552683e-307, 4.167844507889119e-308]"
doc_01154,2017,1,0.20495793057254344,unknown,2018,nhtsa_complaint,POWER TRAIN,2,"[0.20495793057254344, 0.024899350504784805, 0.013830744048794443, 0.008757661403681226, 0.017716533205812936, 0.010807591791253394, 0.01949408136321734, 0.01740330449768434, 0.0070117743828415425, 0.006389109769605819, 0.005538385362443065, 0.013264172220884716, 0.009471424258289231, 0.014796824209789155, 0.014274819516750338, 0.010772545029078666, 0.024857045301901977, 0.01966162337608337, 0.011369863527462248, 0.022207101307845686, 0.015169663886002112, 0.01219159614848976, 0.00883552735867923, 0.011481332961120501, 0.017186712069196697, 0.009529889695113022, 0.008161622352961823, 0.023482357565554782, 0.0637015107175548, 0.006118694374072529, 0.01167666629152444, 0.02155971535677739, 0.04924192472558247, 0.021998647486663813, 0.008905677334045427, 0.011798642654957352, 0.015610402826865, 0.013840429634103453, 0.02055496064821201, 0.031090305778085976, 0.011738012759974057, 0.018757534128132622, 0.019552150646100157, 0.025455048702155213, 0.010484600995110662, 0.011288421820849635, 0.028654609025115452, 0.014451456406251936]"
doc_01155,2017,10,1.0,unknown,2018,nhtsa_complaint,UNKNOWN OR OTHER,0,"[3.434313020518757e-308, 3.055767090485569e-308, 2.335377338600175e-308, 3.614182629915069e-308, 2.493931974194175e-308, 3.624625959884107e-308, 3.5995725220291107e-308, 2.783039891644661e-308, 1.991142126238797e-307, 1.0, 1.340978080819882e-307, 5.635532462863733e-308, 3.114718735439762e-308, 3.9305993263283255e-308, 2.590761877810406e-308, 3.802179711075632e-308, 3.8719835676355773e-308, 4.958983333780192e-308, 2.4783035155085503e-308, 3.3060436988544217e-308, 2.504597531780105e-308, 2.6898758423775277e-308, 3.801953689369445e-308, 2.47274292600424e-308, 4.464414738426106e-308, 4.490434320932528e-308, 2.9821852541966784e-308, 4.485561361126584e-308, 3.616242493983553e-308, 1.815746726398415e-307, 3.2876095770185175e-308, 2.724107811784701e-308, 3.9709429432083613e-308, 3.955575626450404e-308, 1.0183084633402983e-307, 4.71375329730802e-308, 2.5907718526435207e-308, 3.7963853942450214e-308, 2.6753561904683153e-308, 2.992749702364938e-308, 5.97869011260589e-308, 2.6963264769489347e-308, 2.613748608444219e-308, 3.638304369146052e-308, 2.3836432382379485e-308, 4.451077828502855e-308, 3.6378993968439807e-308, 2.510934931581312e-308]"
doc_01156,2017,8,0.005224137935914326,unknown,2017,nhtsa_complaint,STRUCTURE,0,"[0.006297819059034986, 0.005430242262780963, 0.004376357813283389, 0.005945900830014174, 0.004595698666638403, 0.006011441697237204, 0.006278196631071249, 0.005224137935914326, 0.018706760164129026, 0.03338103586781814, 0.053210994204292976, 0.009969034589192691, 0.005345083295448065, 0.00689573032643765, 0.00486498234788283, 0.006263373482233641, 0.006747310290316406, 0.008883816809740564, 0.004741040550067228, 0.00605658827973037, 0.004652965968075506, 0.005013132504538822, 0.006167204609854748, 0.0046444645268269025, 0.007864000492554302, 0.0072570542502556285, 0.005057854228008039, 0.007912650005405608, 0.006605894604538434, 0.16596959892648705, 0.005737640916891668, 0.005134768008860491, 0.0070560726518176225, 0.006925822781759341, 0.014052197959613951, 0.007865225580983431, 0.0047421818908195, 0.006594170584884517, 0.004830915547988427, 0.005441727278836233, 0.009556881884752403, 0.004939932500967484, 0.004738874755723594, 0.006292635562827978, 0.004553787928511429, 0.007361863434311894, 0.0063467806776542355, 0.004701867201830887]"
doc_01157,2017,10,1.0,unknown,2017,nhtsa_complaint,VISIBILITY,0,"[3.4167501355635355e-308, 3.046329811221701e-308, 2.324657681295043e-308, 3.6175686845260924e-308, 2.4836051472031705e-308, 3.630480405522647e-308, 3.596055144860258e-308, 2.7668678325602207e-308, 2.0383605327830176e-307, 1.0, 1.3169675165224009e-307, 5.620041332804328e-308, 3.112176038992584e-308, 3.913544761083373e-308, 2.576225984229602e-308, 3.8058350760632653e-308, 3.8657265213508656e-308, 4.93785185927213e-308, 2.465859903253539e-308, 3.287784641919144e-308, 2.4923235622748715e-308, 2.675706442570613e-308, 3.811355632212107e-308, 2.4595704356330984e-308, 4.454839613738511e-308, 4.493263995335386e-308, 2.9837220596159373e-308, 4.47003712449946e-308, 3.5982199378333244e-308, 1.7450485201334526e-307, 3.2781145862890374e-308, 2.7090994261423986e-308, 3.9580368257742173e-308, 3.9393367563355606e-308, 1.0187870545459988e-307, 4.698019121562864e-308, 2.5820699743061446e-308, 3.78325610446415e-308, 2.666521414757949e-308, 2.9807908920953543e-308, 5.9740058495929735e-308, 2.685441468157715e-308, 2.6048610059656527e-308, 3.6330358807853735e-308, 2.372182782079564e-308, 4.4453096866849957e-308, 3.633067141824392e-308, 2.49774863259377e-308]"
doc_01158,2017,31,1.0,unknown,2017,nhtsa_complaint,WHEELS,0,"[6.041520015573891e-308, 4.472011949840498e-308, 3.8702337698767304e-308, 8.025374853688429e-308, 4.1664144485611324e-308, 6.841940396665547e-308, 5.313636460177264e-308, 5.236633031381732e-308, 3.683837374281987e-308, 3.294732315787648e-308, 2.807226906492904e-308, 3.9344654281118106e-308, 1.3980396741019194e-307, 1.7363154358410109e-307, 4.73773939429957e-308, 9.156546330020026e-308, 5.570378340449343e-308, 4.550442862973576e-308, 3.901845784701876e-308, 6.807329434102413e-308, 4.356644370554166e-308, 6.357189503654076e-308, 6.815314604664611e-308, 4.836108852760191e-308, 4.270134035699587e-308, 8.250514358076645e-308, 8.504101198173991e-308, 5.641163589496732e-308, 5.852561603969744e-308, 3.0787864357145493e-308, 1.0, 4.654447810252584e-308, 5.772938678098891e-308, 1.1977452682840873e-307, 5.391834541692271e-308, 4.526123428486494e-308, 3.9802869359583466e-308, 2.2799506615378804e-307, 3.928732930353227e-308, 5.070737121848902e-308, 6.974636153303992e-308, 4.663138273845334e-308, 3.7916630282828437e-308, 7.467151824680387e-308, 3.674690891023863e-308, 1.1713209804937402e-307, 5.513924826791774e-308, 4.528666962271836e-308]"
doc_01159,2017,33,1.0,unknown,2017,nhtsa_complaint,FORWARD COLLISION AVOIDANCE,1,"[5.185974111000252e-307, 1.1158070941987255e-307, 6.232780964239666e-308, 5.270887348186383e-308, 7.534067310085237e-308, 7.174691090077847e-308, 1.684845884119715e-307, 7.466046387825654e-308, 4.2017201259336574e-308, 3.7555417105641297e-308, 3.181011179058833e-308, 9.464208702085858e-308, 5.45822665251719e-308, 8.092720241875983e-308, 6.332413584215057e-308, 6.750019133037246e-308, 2.8989704855490398e-307, 1.6356546087396269e-307, 5.6819996203094695e-308, 9.070449224249008e-308, 6.576023140188777e-308, 5.847551202934799e-308, 5.532514019385687e-308, 5.450380987117676e-308, 1.4285026282975645e-307, 5.884765456897762e-308, 4.775647407812542e-308, 2.395205260699644e-307, 3.089165310054028e-307, 3.537356718868134e-308, 6.347904904229358e-308, 8.598382148368765e-308, 1.0, 1.3309009772168326e-307, 5.540801171878302e-308, 6.606506989603434e-308, 7.321966315194099e-308, 7.84002404890264e-308, 8.676628116658032e-308, 1.1952545415687484e-307, 7.825215511224907e-308, 7.948806941921339e-308, 8.240915155883578e-308, 2.085058331181747e-307, 5.298657541287393e-308, 6.856997297576033e-308, 3.2021115912961624e-307, 6.41472044985199e-308]"
doc_01160,2017,10,1.0,2.0_TSI,2017,nhtsa_complaint,UNKNOWN OR OTHER,0,"[3.416587524952244e-308, 3.0475993527881266e-308, 2.3247192864752715e-308, 3.6134510959303457e-308, 2.4840576726727533e-308, 3.627570950642744e-308, 3.595308854655789e-308, 2.766885974036694e-308, 2.0315344330249437e-307, 1.0, 1.3174020187588229e-307, 5.623064221559128e-308, 3.109733487116536e-308, 3.9113075189406205e-308, 2.576308049004527e-308, 3.801487328952202e-308, 3.863721354654952e-308, 4.939539464316848e-308, 2.465560609091132e-308, 3.2881010210576872e-308, 2.4927517777649215e-308, 2.675110743002418e-308, 3.8068876334400013e-308, 2.459340794102043e-308, 4.455044493490444e-308, 4.487161484042436e-308, 2.981222012017751e-308, 4.467724935901211e-308, 3.598302354635592e-308, 1.745768356574776e-307, 3.276003209038477e-308, 2.709108570154832e-308, 3.9570495914026755e-308, 3.937434588513756e-308, 1.0166729205487793e-307, 4.703066096622183e-308, 2.5826619194755084e-308, 3.7809748576867733e-308, 2.6673453526113267e-308, 2.981325877267375e-308, 5.968104349425385e-308, 2.685954402683323e-308, 2.6056173700941393e-308, 3.631766369622034e-308, 2.3718996640419484e-308, 4.4401072882167373e-308, 3.632152034958699e-308, 2.4978852042877495e-308]"
doc_01161,2017,1,1.0,unknown,2017,nhtsa_complaint,"POWER TRAIN,FUEL/PROPULSION SYSTEM",2,"[1.0, 1.3137267994078995e-307, 6.978540255776399e-308, 4.52753678659611e-308, 8.841574135159924e-308, 5.8386939385843e-308, 1.1494404049836226e-307, 8.153162022660446e-308, 3.6507379896384674e-308, 3.324290718901049e-308, 2.88224713314705e-308, 7.281050944771268e-308, 4.869621270130376e-308, 7.167354727588594e-308, 6.812899761096144e-308, 5.610501768432485e-308, 1.4953904593389883e-307, 1.114084526102621e-307, 5.852302105094662e-308, 1.0023606989507428e-307, 7.349643148899764e-308, 5.91971137788623e-308, 4.649851250019428e-308, 5.607896499442345e-308, 9.9372609820412e-308, 4.90811570803411e-308, 4.256169186431795e-308, 1.3185473434080602e-307, 3.255288903290308e-307, 3.179023178820368e-308, 5.77774433040297e-308, 1.049093768584859e-307, 3.2556670380485948e-307, 1.0587656083020744e-307, 4.614450679963579e-308, 5.99727775529309e-308, 8.374787912974431e-308, 6.822706345483381e-308, 1.0794483945622434e-307, 1.6192122669263339e-307, 6.124634604074226e-308, 9.41068140567408e-308, 1.0261322456898694e-307, 1.4101236491416735e-307, 5.431907948508864e-308, 5.713412909431683e-308, 1.824435981458849e-307, 7.013698115897725e-308]"
doc_01162,2017,1,1.0,unknown,2017,nhtsa_complaint,"POWER TRAIN,FUEL/PROPULSION SYSTEM",1,"[1.0, 1.3141417096294082e-307, 7.120056396041916e-308, 4.496514707548551e-308, 9.03835178137132e-308, 5.732336934967362e-308, 1.1071347311739967e-307, 8.404330396667338e-308, 3.636168124208708e-308, 3.3158861602536167e-308, 2.8795612218006835e-308, 7.183581899631709e-308, 4.846747685482633e-308, 7.211550832443527e-308, 6.988770292840982e-308, 5.554670631975055e-308, 1.4300565159545055e-307, 1.0894676269747716e-307, 5.922169483858656e-308, 1.0317876223993668e-307, 7.528800955688689e-308, 6.020336181054782e-308, 4.59914693520339e-308, 5.710395810602393e-308, 9.671727051492981e-308, 4.876156324798834e-308, 4.224757674135803e-308, 1.285869302249678e-307, 3.3209485382389247e-307, 3.176295723199563e-308, 5.792393495069118e-308, 1.0863700662732416e-307, 3.003837885880084e-307, 1.0597261671271767e-307, 4.587073552507617e-308, 5.98568592998146e-308, 8.415438133080759e-308, 6.831112722423623e-308, 1.092250616720971e-307, 1.6486588969960917e-307, 6.0609155718975425e-308, 9.587133087368974e-308, 1.0404995771826668e-307, 1.3655395993276985e-307, 5.489396164245214e-308, 5.691949684841838e-308, 1.7089949028157385e-307, 7.181377815159772e-308]"
doc_01163,2017,30,0.45880072586758874,unknown,2017,nhtsa_complaint,VISIBILITY/WIPER,0,"[0.004281505518419326, 0.0037331115804312477, 0.0030542961385155963, 0.004132911557680345, 0.003192503157746084, 0.004147675821333805, 0.004289110622198572, 0.0036123289249054688, 0.012064900401295781, 0.02160604800239611, 0.06368817965049424, 0.0065825823828977404, 0.0037206603402112214, 0.004688742554378763, 0.0033810898554302495, 0.004328648177620494, 0.004584359835909436, 0.005884635431921288, 0.0033106287594103904, 0.0041379192658182705, 0.0032352264087690745, 0.0034858512665156697, 0.004280198175808338, 0.003243032921643151, 0.005284110796834763, 0.0049802883432883945, 0.0035395509271332116, 0.00529716224110523, 0.004473653529979334, 0.45880072586758874, 0.0039623140991999475, 0.0035518289229726596, 0.004761378304106209, 0.004688680954228913, 0.009090473148425756, 0.005301480873839573, 0.0032906210982900468, 0.004502024734082856, 0.0033440795801469923, 0.003737980395740703, 0.006341249299011344, 0.003417275888625943, 0.0032844661410437424, 0.0042911830528087076, 0.0031878533319192326, 0.005018571089008172, 0.0043255458813609635, 0.0032712351359865206]"
doc_01164,2017,14,0.08413685677724415,unknown,2017,nhtsa_complaint,SUSPENSION,0,"[0.009662664331975095, 0.006932684412919043, 0.005231898784375967, 0.01073553469050107, 0.005828466688841229, 0.010852590029786436, 0.009076856122541324, 0.0072076886532048325, 0.006459451427289143, 0.005640406642081533, 0.004607842136235837, 0.0070784903207945565, 0.013349474102790977, 0.08413685677724415, 0.006352834173942848, 0.013546478747812543, 0.009452313066538673, 0.008218939299939708, 0.005389114757902903, 0.010806295787275025, 0.005968933774637485, 0.007823446718886963, 0.01006362874252614, 0.006184506282808345, 0.007477911420209111, 0.014303131538381678, 0.009763139352454734, 0.010390314758121057, 0.010074166149330061, 0.005165509287138714, 0.020944657450325907, 0.006539227431748959, 0.009949034674754999, 0.02901718206993008, 0.010712517815067718, 0.008190315014806854, 0.005813840534755868, 0.07503503340259032, 0.00574840912375168, 0.007739185659438609, 0.01609280299159214, 0.00672914828896291, 0.005522561972454887, 0.013202811293336095, 0.005065758882184652, 0.02572180402973408, 0.009143031012600248, 0.006074140519913535]"
doc_01165,2017,11,0.5552464818320437,unknown,2017,nhtsa_complaint,UNKNOWN OR OTHER,0,"[0.0033881516156977196, 0.002997551394126361, 0.002470274674479187, 0.0033240996529698983, 0.0025769284273109115, 0.003334127050029366, 0.0034272500096221748, 0.00288962509916628, 0.009119673265987362, 0.015774284297435395, 0.5552464818320437, 0.005142811500794699, 0.002996249620602732, 0.0036907082699309604, 0.002716670406508742, 0.0034677125055677443, 0.0036383308162226497, 0.004591938326390224, 0.002673918217440984, 0.003281663885074358, 0.002607571176678554, 0.0027964906544294317, 0.0034469345381204193, 0.002613538619723146, 0.004174354973223797, 0.0039546396766476305, 0.0028685854042281166, 0.004146436216926596, 0.0035326234079528967, 0.0448833956984775, 0.003161997702632141, 0.002846227654940239, 0.003753634836471291, 0.003686921224026903, 0.006856200558970795, 0.004186655799731939, 0.0026595756676937483, 0.003559016690400103, 0.0026989892954353382, 0.0029912819340963495, 0.004914639534715031, 0.002749228979302495, 0.002653165892286241, 0.0034154195985223556, 0.002581161691096289, 0.0039615647796324245, 0.003449127187305916, 0.0026336824407883503]"
doc_01166,2017,30,0.19936560403776732,unknown,2017,nhtsa_complaint,UNKNOWN OR OTHER,2,"[0.005121517042472991, 0.004477674973856558, 0.003681984568662992, 0.004975574537695164, 0.0038427617234151916, 0.004985139376929137, 0.005139613425177965, 0.004342578058640304, 0.014153553199269206, 0.025040485396911085, 0.11061776851613973, 0.007803837706083164, 0.0044841338736992436, 0.005611037769947182, 0.004070519517684665, 0.0052031845997298, 0.005483081409121037, 0.0069850986843354845, 0.003993455040561634, 0.004957380996054886, 0.0038951496291833167, 0.004198921759593144, 0.005151096258802394, 0.003910700867182087, 0.006297027703828594, 0.005973111936174743, 0.0042725698033362, 0.006308660630592171, 0.005345830784894766, 0.19936560403776732, 0.004763048227241669, 0.004270398093573735, 0.005683164274513542, 0.005602864715622731, 0.010707579484256734, 0.0063150257728523795, 0.003960077521091496, 0.005393926804745662, 0.004019353047497552, 0.004484689799815096, 0.007533917332580717, 0.004108688040670501, 0.003949136582717879, 0.005139175762374201, 0.0038482827208808383, 0.006009738699389096, 0.005178806796205258, 0.003939614171113005]"
doc_01167,2017,11,1.0,unknown,2017,nhtsa_complaint,"ELECTRICAL SYSTEM,AIR BAGS,SEATS",2,"[2.966761469240549e-308, 2.623429331377413e-308, 2.1761585606632203e-308, 2.904578753249629e-308, 2.265439939739759e-308, 2.911947955094279e-308, 2.9956594533596394e-308, 2.541302964879814e-308, 7.696183928993798e-308, 1.2847979507191783e-307, 1.0, 4.463834251407101e-308, 2.6260703313448013e-308, 3.2253063053019767e-308, 2.3913703120746324e-308, 3.0278999100509736e-308, 3.1767638666423823e-308, 3.9944295965919953e-308, 2.3596946660665313e-308, 2.8758566162665616e-308, 2.2938090820293167e-308, 2.4616652987494236e-308, 3.0090585522845655e-308, 2.303152596581547e-308, 3.636757443996408e-308, 3.445265967971915e-308, 2.5147160403642605e-308, 3.613640243657683e-308, 3.090851832194774e-308, 3.4719822168539215e-307, 2.769763624088444e-308, 2.504021324053281e-308, 3.2771584329485893e-308, 3.2190661811463476e-308, 5.876644841526632e-308, 3.635308461256398e-308, 2.3367569715655234e-308, 3.110738522830382e-308, 2.367375388207247e-308, 2.622436277214936e-308, 4.2578792599743645e-308, 2.4144273887580423e-308, 2.328256434279851e-308, 2.983572961126076e-308, 2.2787707747035466e-308, 3.452498275983201e-308, 3.0132821928479195e-308, 2.3184547467132875e-308]"
doc_01168,2017,11,0.7299486722881958,unknown,2017,nhtsa_complaint,"ELECTRICAL SYSTEM,VISIBILITY/WIPER",0,"[0.002765511620369947, 0.002444286343832259, 0.0020204045592363577, 0.0027002928474871486, 0.0021055923611866994, 0.0027074301205755823, 0.002788377402866882, 0.0023633995352094436, 0.007289860303487169, 0.01238182963282404, 0.7299486722881958, 0.004178597368591357, 0.0024381957115146994, 0.0030062027744488695, 0.00222250490998979, 0.002816229404843873, 0.002960353698813912, 0.003737187570211144, 0.002188317474800014, 0.0026794434383713137, 0.0021320069861041563, 0.002286325265188002, 0.0027970809664359334, 0.0021381647526204374, 0.0033958725210414815, 0.0032091009579255404, 0.0023328140703567203, 0.0033745370035167294, 0.0028823589880490152, 0.03664236119210737, 0.002576002713939395, 0.002328018871275133, 0.003057564158761885, 0.003002700777903302, 0.005527247318074529, 0.0034043271410124374, 0.0021714991435676143, 0.0028977941240647884, 0.002202997229390148, 0.0024412957902725913, 0.003982794411846975, 0.002245140837978103, 0.0021661234901773196, 0.0027787658409042055, 0.002112414916826321, 0.0032180567424507835, 0.002806761067782256, 0.0021542297171404075]"
doc_01169,2017,11,1.0,unknown,2017,nhtsa_complaint,VISIBILITY/WIPER,0,"[2.9702847022994456e-308, 2.6282205336992075e-308, 2.176574673612918e-308, 2.912527581764433e-308, 2.2671994697853987e-308, 2.918807405917659e-308, 3.0002483691759964e-308, 2.5430385933940643e-308, 7.781024414432794e-308, 1.3109281445624502e-307, 1.0, 4.472838034068107e-308, 2.6312849691060084e-308, 3.2329837259063024e-308, 2.392800606594942e-308, 3.035901919035381e-308, 3.181658589888355e-308, 4.0020165642502384e-308, 2.358500862147967e-308, 2.8803487806624763e-308, 2.2956206570390647e-308, 2.463350872655479e-308, 3.0173836394774137e-308, 2.304155474832652e-308, 3.642547425907883e-308, 3.4567185303470703e-308, 2.5196703214304717e-308, 3.6198226312838636e-308, 3.0948466072060506e-308, 3.527518965826795e-307, 2.7755695875744866e-308, 2.50491079991422e-308, 3.282160742551267e-308, 3.226459100027923e-308, 5.916951600848689e-308, 3.6505763865258946e-308, 2.3385680464717125e-308, 3.1182797153904835e-308, 2.3703121549024823e-308, 2.6256577409507917e-308, 4.2747234786808133e-308, 2.4168283712608727e-308, 2.330833508111316e-308, 2.989253756580644e-308, 2.27750980233776e-308, 3.4634687216789735e-308, 3.017981357219332e-308, 2.319755247135228e-308]"
doc_01170,2017,30,1.0,unknown,2017,nhtsa_complaint,"STRUCTURE,UNKNOWN OR OTHER",0,"[3.304926103464892e-308, 2.8726896178415123e-308, 2.3425475816715576e-308, 3.1786644080269767e-308, 2.4511285833392673e-308, 3.1919554649098886e-308, 3.3053569975071923e-308, 2.7784854722308675e-308, 9.458293195445257e-308, 1.6990723907106796e-307, 3.864112020008103e-307, 5.105677833106006e-308, 2.8599829373540386e-308, 3.625817165636783e-308, 2.5974226064180864e-308, 3.333079075314797e-308, 3.5380782683613733e-308, 4.564428499959838e-308, 2.5388725445901445e-308, 3.1925080385704554e-308, 2.484289642927154e-308, 2.6789559993151266e-308, 3.2919378253771274e-308, 2.4890802414740764e-308, 4.084451629782477e-308, 3.8442649744967767e-308, 2.716654588253079e-308, 4.1030698769974327e-308, 3.4559446891700756e-308, 1.0, 3.052337899421678e-308, 2.730553027456508e-308, 3.680744877128967e-308, 3.627290976209319e-308, 7.13050887885581e-308, 4.102899499902664e-308, 2.526327774278481e-308, 3.4777915204477825e-308, 2.5687324768805125e-308, 2.8776249206566174e-308, 4.9317318573798e-308, 2.626537956075165e-308, 2.522097396903721e-308, 3.310335751410612e-308, 2.443156274568162e-308, 3.8801799532793605e-308, 3.335056846106705e-308, 2.511958904170171e-308]"
doc_01171,2017,33,1.0,unknown,2018,nhtsa_complaint,SERVICE BRAKES,0,"[2.4733668273152716e-307, 9.03921079796172e-308, 5.505746194283736e-308, 5.527807629799895e-308, 6.390101185680674e-308, 7.642228946474095e-308, 1.7218139578471874e-307, 6.528910131757185e-308, 4.637480809077971e-308, 4.0871223449113766e-308, 3.408956689100273e-308, 1.11889534817942e-307, 5.388272222461995e-308, 7.82669899075905e-308, 5.62963823226462e-308, 7.142343302783032e-308, 4.635081414113112e-307, 2.1219625227163082e-307, 5.236561780586441e-308, 7.560095351495924e-308, 5.713825275142768e-308, 5.32189936866812e-308, 5.941593130833448e-308, 4.957400323812484e-308, 1.9163521132654958e-307, 6.328083710196393e-308, 4.789717996977086e-308, 4.655159839352684e-307, 1.9929076832067342e-307, 3.8127707519143187e-308, 6.082249786533241e-308, 7.247420527711416e-308, 1.0, 1.242432099360679e-307, 6.173160244134644e-308, 6.616288164259591e-308, 6.262344282951796e-308, 7.569231465002937e-308, 7.216618880244376e-308, 9.131992593442794e-308, 8.871734962257418e-308, 6.648773233990331e-308, 6.919241224528255e-308, 1.939070043166146e-307, 4.905091583489288e-308, 7.186580193640638e-308, 3.1462665075911645e-307, 5.645407991511253e-308]"
