doc_name,thread_name,thread_url,dominant_topic,topic_gamma,engine_group,mileage_miles,mileage_confidence,technical_bucket,chronic_score,n_messages,gamma_vector
doc_01888,How hot?,https://www.golfgtiforum.co.uk/index.php?topic=270099.0,6,1.0,MK7,,none,high,1,17,"[2.768933913233614e-308, 1.995838466549839e-308, 2.2417455005417746e-308, 2.9366333066426766e-308, 3.85671834684683e-308, 1.0, 4.2130597182231203e-308, 1.979118137883091e-308, 3.838317713612618e-308, 1.9439195740886085e-308, 2.708598776878939e-308, 4.0591982618326337e-308, 1.705312293286814e-308, 4.3083444603410566e-308, 3.807349833459721e-308, 2.452626328856563e-308, 2.572583592973756e-308, 4.310794660647445e-308, 5.817946245928243e-308, 2.4318636775288285e-308, 2.317983880542847e-308, 2.137499018907528e-308, 3.4474563288680886e-308, 4.2435692902657526e-308, 6.023535994507993e-308]"
doc_01889,windscreen replacement anyone?!,https://www.golfgtiforum.co.uk/index.php?topic=270227.0,6,0.03037667453724536,MK7.5,25000.0,high,low,0,14,"[0.01842256310705228, 0.011558759487134295, 0.012825775557063532, 0.025220734540362028, 0.015641353069446324, 0.03037667453724536, 0.01447092363278826, 0.012259996736764209, 0.018636701757586693, 0.01475119198502002, 0.014982671482897445, 0.06920480813836012, 0.012026951580537907, 0.02881926487164204, 0.04307105986564905, 0.02047285116976413, 0.012266724640370699, 0.02357451001286302, 0.022249583453429048, 0.014230886597248832, 0.01968483953548708, 0.014744384796771336, 0.02114937219780497, 0.017887926777496756, 0.07098297499346591]"
doc_01890,EVO tyre test 2014,https://www.golfgtiforum.co.uk/index.php?topic=270200.0,13,1.0,MK7,16000.0,high,medium,1,8,"[2.151346762532034e-308, 1.123707919929042e-308, 1.649517122746713e-308, 1.448746754845271e-308, 1.526425050582599e-308, 1.696753029179315e-308, 1.6291005016906077e-308, 1.559161905299683e-308, 2.1821091421885867e-308, 9.891806413471702e-308, 1.642284851540837e-308, 2.210527678911208e-308, 1.0, 1.639529309550583e-308, 2.7869183620975765e-308, 2.8024860602328976e-308, 1.4638272006078764e-308, 1.4535007701077783e-308, 1.4896024380982195e-308, 2.9219963633192344e-308, 6.957942045916983e-308, 3.9940383366241566e-308, 2.151425385180336e-308, 1.377972695134012e-308, 1.9001548825903456e-308]"
doc_01891,Cam Belt or Chain,https://www.golfgtiforum.co.uk/index.php?topic=270302.0,11,0.17430593183596024,MK7,,none,medium,0,6,"[0.026625182666070862, 0.008964763441163466, 0.012297378581585817, 0.010710227792423888, 0.034915001839410265, 0.013697991133023129, 0.010670049121191636, 0.00940954646039846, 0.014546902085773649, 0.00964898344310374, 0.17430593183596024, 0.01940108996536979, 0.007929324483129534, 0.012578937078038133, 0.0136194504493798, 0.01452671925419404, 0.021439880543856153, 0.015606532936290591, 0.01897875907938726, 0.010810042635553348, 0.010451951609039238, 0.01348778626752807, 0.01323689654327037, 0.015234063785956455, 0.01693697525033071]"
doc_01892,Plastic part found loose under engine cover - part number inside... PANIC OVER!!,https://www.golfgtiforum.co.uk/index.php?topic=270324.0,12,1.0,unknown,,none,medium,1,3,"[5.342207711079091e-308, 2.3375302151234544e-308, 3.03771941494542e-308, 4.0429068646741205e-308, 3.832160040915583e-308, 5.220806829646678e-308, 2.8554352268274204e-308, 2.704226884808069e-308, 3.661333035292641e-308, 3.151032514640714e-308, 4.1423213072751274e-308, 1.0, 2.438789896330919e-308, 5.184991126726401e-308, 9.99424056462929e-308, 5.542098609654604e-308, 3.082215204190442e-308, 4.870540478507902e-308, 4.595044744750659e-308, 2.8106833337579625e-308, 4.0414732711133055e-308, 3.4081729292417144e-308, 4.779117657657646e-308, 3.694349419313383e-308, 1.7934938761682142e-307]"
doc_01893,Finance question and opinions please.....confused!,https://www.golfgtiforum.co.uk/index.php?topic=270363.0,8,0.06163608851352394,unknown,,none,medium,1,3,"[0.018154556587366952, 0.006420478087493143, 0.041613638834701545, 0.006104486413304779, 0.00918109275371726, 0.007582862966308545, 0.010561255314005327, 0.06163608851352394, 0.005870773860952065, 0.007359526145619039, 0.007792553615312392, 0.010639735266018056, 0.006113203786102045, 0.008827461928228498, 0.01169336514676721, 0.01283690418033901, 0.010739224395668233, 0.00719590284277164, 0.00768153682057015, 0.005576401111895604, 0.008027911318193708, 0.007001134247806279, 0.028330123184460945, 0.007112832531362467, 0.008618569423629254]"
doc_01894,Stop start System,https://www.golfgtiforum.co.uk/index.php?topic=270372.0,24,1.0,unknown,,none,low,0,3,"[3.3277334926486395e-308, 3.737546209795262e-308, 2.5211793505431366e-308, 4.0945463265433075e-308, 6.704448536373489e-308, 4.870543061337833e-308, 2.9167791374096587e-308, 2.349456594480707e-308, 2.878955933275054e-308, 2.00157430883218e-308, 3.430987786174126e-308, 4.229213235687346e-308, 1.737522954661822e-308, 1.0256268689845683e-307, 3.387477043050412e-308, 2.637749732333977e-308, 3.392533332336745e-308, 1.5467944059800082e-307, 1.878626426478316e-307, 2.0846204826232724e-308, 2.301463306234287e-308, 2.135685972054441e-308, 3.4444118996859687e-308, 1.0, 7.957710802331988e-308]"
doc_01895,Boot liner - any recommendations?,https://www.golfgtiforum.co.uk/index.php?topic=270373.0,5,0.018479272390929623,MK7,,none,low,0,3,"[0.03969637743436707, 0.010165347687923194, 0.016680840326580636, 0.01444364903799354, 0.018479272390929623, 0.01705611230868076, 0.011588143176547019, 0.013844778465639303, 0.012481666599880523, 0.015886483247723807, 0.0247578129771072, 0.06076461619484904, 0.011815761596932737, 0.017153859166605414, 0.032973867992488436, 0.040254256063885115, 0.017069681868134665, 0.016801278367615986, 0.016774435901887454, 0.010844314076775287, 0.01824507313813868, 0.017512254814694362, 0.02070862588475348, 0.01394738583372665, 0.030550441172915235]"
doc_01896,Dirt Cheap Tyres,https://www.golfgtiforum.co.uk/index.php?topic=270346.0,13,1.0,unknown,14000.0,high,low,0,5,"[2.168046821722926e-308, 1.1240113760886954e-308, 1.661658354291794e-308, 1.4439596058722167e-308, 1.5319466514643324e-308, 1.689382700569883e-308, 1.629344253519852e-308, 1.568842852313549e-308, 2.1636509462596456e-308, 1.011457808331929e-307, 1.6476601204840894e-308, 2.210517690321117e-308, 1.0, 1.635788016902285e-308, 2.7894361622100745e-308, 2.828882514604105e-308, 1.4709467451293294e-308, 1.4507553955740264e-308, 1.4876591997050943e-308, 2.886911661630902e-308, 6.902762466334439e-308, 4.002516369163459e-308, 2.1581575692523856e-308, 1.375570138441718e-308, 1.8965678831785546e-308]"
doc_01897,Headlight warning indicator,https://www.golfgtiforum.co.uk/index.php?topic=270384.0,4,0.7179567423581676,unknown,,none,low,0,1,"[0.007348443509398488, 0.009373329350877702, 0.00566334681592593, 0.7179567423581676, 0.007902735929887474, 0.010556995899227626, 0.006340387906822706, 0.005652563168282511, 0.008679125619130213, 0.005763321720063502, 0.0072856403895921636, 0.012495739961208547, 0.005071644185956236, 0.012492348576189923, 0.009255047737937614, 0.007010953273974206, 0.005960651205133524, 0.015814669484737136, 0.013123649687762933, 0.006531977497843366, 0.006758563413437271, 0.006119747545442976, 0.0075645617183525745, 0.011361296309052079, 0.024073904777395523]"
doc_01898,MK7 GTI PRICES,https://www.golfgtiforum.co.uk/index.php?topic=270179.0,3,1.0,MK7,3000.0,high,high,3,15,"[7.040795543126071e-308, 1.756329760531115e-308, 1.0, 1.719588285781131e-308, 3.277051957775114e-308, 2.259444812148756e-308, 3.0282717877136453e-308, 7.014370248256339e-308, 1.7577735203395415e-308, 2.1289054247861745e-308, 2.689729208965355e-308, 3.005844971345483e-308, 1.7466651192840816e-308, 2.4297876654505474e-308, 3.2420300754963604e-308, 3.8994832217860796e-308, 4.308504526637746e-308, 2.1116749149993077e-308, 2.3533841553650135e-308, 1.6390980661499606e-308, 2.2732667396860444e-308, 2.171909110166e-308, 6.651634481083881e-308, 2.0924126935814285e-308, 2.5295690796989387e-308]"
doc_01899,Brake pad wear indicator etc,https://www.golfgtiforum.co.uk/index.php?topic=270386.0,20,0.8588432444861236,unknown,,none,medium,0,3,"[0.00397667881819106, 0.0024244446353656793, 0.0029580932189772614, 0.003444394211355082, 0.003993297437871117, 0.005041875501217074, 0.003605514494392524, 0.00263200276657438, 0.018849615670237182, 0.005664995731053033, 0.004198906115104675, 0.005021643208183893, 0.0050850401793065105, 0.003968619425368586, 0.005299450561264127, 0.004352112317890085, 0.00323858186352579, 0.0038508110633275394, 0.00417395863755637, 0.8588432444861236, 0.006081340290742096, 0.008711038197638393, 0.0041247973036805784, 0.0037695506799560316, 0.004847919833634018]"
doc_01900,Excess Milage Charges - Solutions,https://www.golfgtiforum.co.uk/index.php?topic=270336.0,3,1.0,unknown,10000.0,high,low,0,8,"[5.118431985101464e-308, 1.641568005701611e-308, 1.0, 1.576640225355637e-308, 2.9452273630851064e-308, 2.119386513921944e-308, 2.9664006733649387e-308, 6.572446860058985e-308, 1.630565818388641e-308, 1.9486505136133416e-308, 2.399077040074133e-308, 2.5800695071014464e-308, 1.6351410103048107e-308, 2.203044787331661e-308, 2.8144859241812673e-308, 3.198832564594639e-308, 3.96048571082954e-308, 1.9214503226629657e-308, 2.153217081465153e-308, 1.5284996476202996e-308, 2.059637354986409e-308, 1.9767257649578678e-308, 5.446206960441314e-308, 1.933948709739539e-308, 2.2297948622435313e-308]"
doc_01901,Specification List,https://www.golfgtiforum.co.uk/index.php?topic=270423.0,15,0.028890868564066377,MK6,,none,low,0,3,"[0.09306975232263626, 0.014733646475201664, 0.1274596777563536, 0.014739482739477438, 0.031247129861037178, 0.018737015888006806, 0.0214460823965089, 0.05248865967502433, 0.012766306050199615, 0.017209876524256866, 0.02387190418127626, 0.028144798404353834, 0.01383013165461585, 0.02143241066428947, 0.028890868564066377, 0.03758634093581661, 0.03796476263023928, 0.01838006900301647, 0.02013727698129849, 0.01168694816407243, 0.01865101421563615, 0.016919268267677656, 0.0575734268128908, 0.017792825646001893, 0.023223023677530198]"
doc_01902,A Stage 2 number confirmed,https://www.golfgtiforum.co.uk/index.php?topic=270435.0,5,1.0,unknown,,none,low,0,2,"[6.180330167358941e-308, 1.879003876416934e-308, 3.0876446436032143e-308, 1.9052227072642093e-308, 1.0, 2.689820171832338e-308, 2.500505313580179e-308, 2.2518997047568646e-308, 2.6347275738865873e-308, 1.9255115282437615e-308, 7.505912842086899e-308, 3.142375569605348e-308, 1.6164125752813303e-308, 2.597842286209576e-308, 2.628379129963468e-308, 2.803280875314339e-308, 8.760224844032293e-308, 2.9533380926495524e-308, 3.77339509992526e-308, 2.120781516524952e-308, 2.0465152039262e-308, 2.624077425209606e-308, 2.982511304952675e-308, 3.182413589835736e-308, 2.913370922298357e-308]"
doc_01903,"Just about to order MK7 GTI, 3door. Comments please!",https://www.golfgtiforum.co.uk/index.php?topic=270293.0,3,0.44679735541498744,MK7,3000.0,high,high,3,16,"[0.020769956858502105, 0.005765177700781661, 0.44679735541498744, 0.0054956801863523305, 0.0110564738412638, 0.007284650899734264, 0.009762298378828834, 0.02015874044009056, 0.005722748162070977, 0.006715123651524779, 0.008919983921544514, 0.008982089011401332, 0.005598515983939028, 0.007646337747412798, 0.009630697384091924, 0.011388527356371797, 0.015772902912265217, 0.0067908524539163646, 0.007643687130623991, 0.005328214983048167, 0.00706322215618579, 0.007001086200700373, 0.017650756164324734, 0.0068245754700354735, 0.007847491420671999]"
doc_01904,Golf R front foglights?,https://www.golfgtiforum.co.uk/index.php?topic=270398.0,4,0.34195156157138634,MK7,,none,low,0,4,"[0.01223263279216398, 0.014556005697899067, 0.00921555584562258, 0.34195156157138634, 0.01263899181533689, 0.016639631086782795, 0.01006508141805267, 0.009180301237862858, 0.01351734598987878, 0.009235086386153231, 0.011878001377735047, 0.021649883981528836, 0.008029510270924509, 0.020354950082396066, 0.015437993692541615, 0.011615393292587232, 0.009609119338030745, 0.02585946412675531, 0.02097979398717161, 0.010165731266038522, 0.010890595667805366, 0.009788435928092767, 0.012396406697210394, 0.017672534346980476, 0.04245527748045612]"
doc_01905,Sill Protectors,https://www.golfgtiforum.co.uk/index.php?topic=270483.0,12,0.0936765047069213,MK7,,none,low,0,1,"[0.030597825895391867, 0.009915880013546886, 0.016056065277074486, 0.015422004425299196, 0.015101946160841559, 0.020837807660581426, 0.014274478024216296, 0.014464921479841056, 0.015607632447271837, 0.021449000313245155, 0.01699933184392836, 0.0936765047069213, 0.015164381826909136, 0.020619254043674595, 0.13817100455066722, 0.044384689207380874, 0.014052041357931153, 0.01665255670363811, 0.016580015616518232, 0.014355783691681409, 0.030707881440834084, 0.01987008240965525, 0.02838077254085482, 0.014137359345389549, 0.03627406980657808]"
doc_01906,Update 4SD4 campaign,https://www.golfgtiforum.co.uk/index.php?topic=270462.0,11,0.016828506835254775,MK7,,none,high,1,12,"[0.02056411360596448, 0.008465638549527334, 0.01333800755292946, 0.008776974606094497, 0.03372644169714781, 0.016571659395273632, 0.016069034604854253, 0.009994541327126835, 0.009869836521189163, 0.0077768363135490345, 0.016828506835254775, 0.015045128457309527, 0.006524442497747645, 0.01499230834649853, 0.013715363826431938, 0.011510584110260975, 0.024086143110238677, 0.01563905106932551, 0.024734572160837978, 0.007447975722179353, 0.008809636913947608, 0.009594630575544919, 0.017641469735263936, 0.017121797146090537, 0.01635443195088992]"
doc_01907,New Tornado Red GTD :D,https://www.golfgtiforum.co.uk/index.php?topic=270488.0,5,0.050332110037998604,MK7,1000.0,high,medium,1,2,"[0.11933075187305957, 0.014087552922776308, 0.04839438131192932, 0.014913938060457103, 0.050332110037998604, 0.022130838064863018, 0.023147931716376927, 0.028725244720767318, 0.01592941161142617, 0.017871403106481193, 0.03470842870651, 0.030912901681402774, 0.014211091593463567, 0.023284736761877502, 0.03019777303449238, 0.034965647501869125, 0.060857046481418986, 0.02100892801956188, 0.02585715619379956, 0.013877534198355837, 0.01952535177437427, 0.020738766735957904, 0.04427225763057175, 0.021148775016529554, 0.02657343229218473]"
doc_01908,Engine Coolant for MK7 GTI,https://www.golfgtiforum.co.uk/index.php?topic=270471.0,6,1.0,MK7,14000.0,high,high,2,11,"[2.874054718341931e-308, 1.9738682465586667e-308, 2.3431196277851253e-308, 2.911017391281743e-308, 3.796428340001126e-308, 1.0, 4.618552658903295e-308, 2.063775775691039e-308, 3.8634646770402945e-308, 2.0427133026428264e-308, 2.73029391247462e-308, 4.2907476636768286e-308, 1.780993570346144e-308, 4.413328450924247e-308, 4.1760232393407776e-308, 2.58327243180679e-308, 2.6017023187700166e-308, 4.151496232467726e-308, 5.618862921463787e-308, 2.503080164980902e-308, 2.4630474434774684e-308, 2.227092786707917e-308, 3.753783459215878e-308, 4.111389265159858e-308, 6.333514119541252e-308]"
doc_01909,"mk7 Musings, GTIs, R's and FSRs",https://www.golfgtiforum.co.uk/index.php?topic=270490.0,5,0.04907947008785213,MK7,3000.0,high,high,3,3,"[0.1596003448792618, 0.013925234825716799, 0.052969001571407034, 0.014501392249968076, 0.04907947008785213, 0.0199857454428744, 0.0207592762244662, 0.029609160082585777, 0.01484977852728983, 0.017405262077383705, 0.035591963508903264, 0.028894736366808813, 0.01388426004429715, 0.021199481773262818, 0.02707573083104661, 0.03476326271609152, 0.06904332973829176, 0.01970598790951333, 0.023397623779982696, 0.013149392031884678, 0.01856709060117185, 0.020079694540881363, 0.03884163485563445, 0.019641593473529294, 0.024451808369917838]"
doc_01910,Waiting times,https://www.golfgtiforum.co.uk/index.php?topic=270487.0,8,0.39184807736341576,Golf_R,,none,medium,1,8,"[0.024319143323682957, 0.009818800812092469, 0.041472368367247554, 0.008867920479320694, 0.012806157053808982, 0.010387558401797971, 0.013796470210559407, 0.39184807736341576, 0.008129388161631638, 0.010109083832246098, 0.010742499868783444, 0.014848970755575314, 0.008465270819662767, 0.012732024018164229, 0.015900653931309135, 0.017479791252487043, 0.014559430760539793, 0.010334468126634418, 0.010766870125465525, 0.007722450680104559, 0.011009233423071727, 0.009553776967576356, 0.0333458275898206, 0.010204046822537678, 0.012148201529098504]"
doc_01911,Breakdown cover/roadside assistance.,https://www.golfgtiforum.co.uk/index.php?topic=270436.0,7,0.06146323417804813,unknown,,none,medium,1,6,"[0.01324847913733979, 0.006643091887081398, 0.01443751802188664, 0.007537145232641352, 0.010752997788902034, 0.01595609365903556, 0.06146323417804813, 0.012287405885123845, 0.009108145811918026, 0.008760257996671936, 0.009082444771578733, 0.01294300953153954, 0.007418503863149403, 0.013119577932675488, 0.01789345679795855, 0.011520300615509838, 0.010972991638647839, 0.009736537117419026, 0.01188284053081548, 0.008028125727882123, 0.010347226344697667, 0.0087634746988183, 0.03910672056716849, 0.010196336708733912, 0.012598171792392886]"
doc_01912,"4 point harness, rear isofix help",https://www.golfgtiforum.co.uk/index.php?topic=270467.0,9,0.004975157824723533,unknown,,none,low,0,3,"[0.02763455501034178, 0.005207993404685763, 0.00998846558708076, 0.006486823115621526, 0.009017739129150656, 0.006640594661865501, 0.0056974637381070605, 0.008177615656855548, 0.004975157824723533, 0.008392901224829274, 0.011297907968153002, 0.015264493948993488, 0.0062435470431165705, 0.007556804842687986, 0.012897265970636446, 0.025831700731746145, 0.00911693810827188, 0.007290903329594304, 0.007315360222964579, 0.004671502538138903, 0.008903341178087776, 0.008523054742901976, 0.01041857032886542, 0.006386945131451551, 0.010606553202518326]"
doc_01913,Service plan and oil changes,https://www.golfgtiforum.co.uk/index.php?topic=270533.0,7,1.0,unknown,15000.0,high,medium,1,4,"[2.89242800667544e-308, 1.6050606825516943e-308, 2.9206711797909213e-308, 1.843584205972292e-308, 2.7472968362665094e-308, 4.705110094436964e-308, 1.0, 2.473959503011228e-308, 2.327410058802062e-308, 1.919006969615946e-308, 2.192913495842305e-308, 2.7687374935198205e-308, 1.6690989892502237e-308, 3.018173878961041e-308, 3.469349458502687e-308, 2.3766532203639543e-308, 2.65025870443929e-308, 2.44002698741054e-308, 3.088342078497455e-308, 1.961288205321222e-308, 2.232221837814872e-308, 2.00010246197113e-308, 5.293727201263249e-308, 2.587766656889376e-308, 3.06503346493223e-308]"
doc_01914,New wheels,https://www.golfgtiforum.co.uk/index.php?topic=270505.0,13,0.08663790973060803,MK7.5,,none,low,0,9,"[0.012562597671518272, 0.0059637540242177284, 0.009069455505633893, 0.007818597311894484, 0.008638951950208806, 0.00922379522259689, 0.00867504676290833, 0.008315523238867396, 0.012326683333793588, 0.12300055950428869, 0.009490031619316146, 0.012575335717189431, 0.08663790973060803, 0.008846378112461402, 0.016323147717965582, 0.016935096694098647, 0.00817590202348219, 0.007952437271242592, 0.008198954467811685, 0.01679720499892189, 0.039629538574637975, 0.02898948255321859, 0.01189098479739143, 0.007468126942422233, 0.010685030688527407]"
doc_01915,Odd things about the Golf,https://www.golfgtiforum.co.uk/index.php?topic=270476.0,5,0.15906023592297241,MK5,15000.0,high,high,1,19,"[0.03094136983145061, 0.01768344835779358, 0.01885202605341576, 0.016608760067969866, 0.15906023592297241, 0.021752208632984306, 0.01585160759932768, 0.01587430061275352, 0.01728890035086185, 0.011926859331389289, 0.033056834918951714, 0.024809329584547676, 0.010142009359043554, 0.02503813140075929, 0.018719027038507714, 0.01759043957357639, 0.03412979366484084, 0.0376286943794297, 0.04257056859508574, 0.01286966154102745, 0.013204554644656669, 0.014321913673553056, 0.020771657908206276, 0.04276670115251158, 0.026781216774570932]"
doc_01916,"Going over 10,000 miles before service.",https://www.golfgtiforum.co.uk/index.php?topic=270549.0,7,1.0,unknown,10000.0,high,medium,1,6,"[2.916366720058934e-308, 1.605160445379266e-308, 2.9613369262156006e-308, 1.8291565457174663e-308, 2.758252039631594e-308, 4.59178887254385e-308, 1.0, 2.49560458452603e-308, 2.303576852628403e-308, 1.9075698857667717e-308, 2.199668463313154e-308, 2.745250988891811e-308, 1.6587357047052673e-308, 2.990998983715897e-308, 3.4302682599897445e-308, 2.374945418157522e-308, 2.690251976430196e-308, 2.429665005288908e-308, 3.077559298374508e-308, 1.9436507466358247e-308, 2.21225350532879e-308, 1.9933546364031084e-308, 5.293384292447727e-308, 2.579647139682133e-308, 3.029656554686613e-308]"
doc_01917,IPhone 6 Compatibility,https://www.golfgtiforum.co.uk/index.php?topic=270524.0,2,0.42398719946203833,unknown,,none,low,0,7,"[0.024240525737356394, 0.42398719946203833, 0.021541130990007328, 0.029443316062903315, 0.02679869128613367, 0.021625361058528077, 0.01930280921521039, 0.02395871064779404, 0.018427876154925825, 0.016412670566866943, 0.021466972873237046, 0.026055025421238887, 0.014650121609266651, 0.03740223292045021, 0.023255930100273006, 0.02172911309132069, 0.022465613957867257, 0.03684717802660991, 0.03053209577018239, 0.01615940542463315, 0.01795642612720331, 0.01672345221472831, 0.024414128388160847, 0.033034643064686044, 0.03156936982837801]"
doc_01918,Golf GTI PP ordered... with a twist!,https://www.golfgtiforum.co.uk/index.php?topic=270547.0,1,0.2702572586505889,unknown,,none,low,0,3,"[0.2702572586505889, 0.011529493608589618, 0.04302830886854598, 0.012247074188747369, 0.030555715965201083, 0.015603489670826996, 0.015981371062164733, 0.026715936538479146, 0.011434358160746734, 0.014613214846479587, 0.024096797240636215, 0.026757436292283172, 0.01138206895917578, 0.01824854355361516, 0.02561999704195917, 0.03627984024970683, 0.033712073982357524, 0.01616147261500034, 0.018070146382868354, 0.010303833930688958, 0.016001716387800673, 0.015699585196901466, 0.037237923661048326, 0.015409277638125295, 0.021729358539014008]"
doc_01919,My GTD told me when to take a break!,https://www.golfgtiforum.co.uk/index.php?topic=270565.0,18,1.0,MK7,,none,low,0,3,"[2.887284732379559e-308, 3.781876582598141e-308, 2.100910635926643e-308, 4.705127823625358e-308, 4.531529602380395e-308, 3.9098736813731313e-308, 2.346299354382097e-308, 1.9948865649121444e-308, 2.8133292577343418e-308, 1.738365535166416e-308, 2.9929992887444353e-308, 4.080534937393804e-308, 1.5034520713133713e-308, 7.689582882719823e-308, 2.9457148767383634e-308, 2.324305041892987e-308, 2.650847740068663e-308, 1.0, 1.7180990200526424e-307, 1.9942633798790624e-308, 2.00976386468214e-308, 1.905137748569233e-308, 2.8303804771348712e-308, 1.4178195110164477e-307, 8.90019141239787e-308]"
doc_01920,BW45 onwards changes?,https://www.golfgtiforum.co.uk/index.php?topic=270571.0,2,0.02166035326657143,unknown,,none,medium,1,5,"[0.09174999626211221, 0.02166035326657143, 0.05773916236240277, 0.02002890109597002, 0.040010673263858834, 0.022267551324563692, 0.02198417515995316, 0.047693462569698614, 0.014274257304110567, 0.019428357722476596, 0.03101052730060915, 0.03571667844215696, 0.015728463212268045, 0.02898036758394944, 0.033197170030395115, 0.042798984728468416, 0.044052680882137395, 0.02600068319831506, 0.026462761403697025, 0.012694493212804183, 0.021184211947798372, 0.019059807923775082, 0.04985024938083673, 0.02435814408005632, 0.031203490537243004]"
doc_01921,anyone Running 235 /35 /R19 on the mk7 GTI ?,https://www.golfgtiforum.co.uk/index.php?topic=270591.0,10,0.21812690436469492,MK7,,none,low,0,1,"[0.0198997480167466, 0.008985248801845093, 0.01380331233311152, 0.01196222341121276, 0.013741825611669586, 0.014427938561645166, 0.013181454704372993, 0.012364647557343124, 0.02014431328155304, 0.21812690436469492, 0.015327077344355323, 0.01983291608445764, 0.07151446188945529, 0.013601265483808191, 0.025940290314118434, 0.026786580907724736, 0.012786218054598331, 0.012373805636593002, 0.012864608973342231, 0.028196747441061265, 0.06364620468056258, 0.062559314167299, 0.018322789317393586, 0.01157557744918298, 0.01689087826650385]"
doc_01922,Radar interference,https://www.golfgtiforum.co.uk/index.php?topic=270569.0,18,1.0,unknown,,none,medium,1,6,"[2.880712084046031e-308, 3.7581109643261995e-308, 2.0904192221201395e-308, 4.754444624914324e-308, 4.503555170762996e-308, 3.89746740365526e-308, 2.3271814913304355e-308, 1.986268802777807e-308, 2.837927869387727e-308, 1.747536943832041e-308, 2.9976694498551286e-308, 4.111131077115415e-308, 1.511110180758102e-308, 7.642325287367931e-308, 2.951581197632634e-308, 2.3313371448364053e-308, 2.635037671988872e-308, 1.0, 1.65771377037536e-307, 2.011627441889608e-308, 2.021023195779141e-308, 1.917977632182338e-308, 2.8172276629150784e-308, 1.440859456546357e-307, 8.974397991020615e-308]"
doc_01923,Mk7's front Radar,https://www.golfgtiforum.co.uk/index.php?topic=270507.0,14,0.09331483693924417,MK7,1000.0,high,high,2,16,"[0.02509431716513542, 0.0180363768769708, 0.020525870235666984, 0.020441401621538662, 0.022183498464064658, 0.026769749798125145, 0.023112375836988372, 0.021756286364722547, 0.01571493598158401, 0.015366137483431321, 0.0171712064414707, 0.03651661088295128, 0.012769915633360062, 0.09331483693924417, 0.043589734888277276, 0.022990011393111145, 0.018316516767477208, 0.02907130616456218, 0.030760610951688284, 0.013245944019222761, 0.01897944151224673, 0.014380951858377585, 0.045247036472447856, 0.02865634137062006, 0.043041804057517896]"
doc_01924,Engine coolant temperature low,https://www.golfgtiforum.co.uk/index.php?topic=270559.0,6,1.0,MK7,,none,high,1,9,"[2.7999919657795353e-308, 2.000349300849374e-308, 2.2637321184134017e-308, 2.960500980037661e-308, 3.8691423275310126e-308, 1.0, 4.2540430183552266e-308, 1.9980464218300886e-308, 3.8850569372016845e-308, 1.9693341786122845e-308, 2.728926497251437e-308, 4.1513633019813573e-308, 1.7243056265125333e-308, 4.375052526370213e-308, 3.899601623007332e-308, 2.488733906616701e-308, 2.581126802071267e-308, 4.333442098261867e-308, 5.86881523244887e-308, 2.458179193122768e-308, 2.3552716467099035e-308, 2.1642787886744035e-308, 3.511704585902334e-308, 4.2587122133543035e-308, 6.212600329568736e-308]"
doc_01925,Anyone fitted a new footrest?,https://www.golfgtiforum.co.uk/index.php?topic=270601.0,10,0.016209569776999222,MK7,,none,low,0,3,"[0.04396576236354533, 0.010670306337708305, 0.01763169959128065, 0.01469970789868702, 0.018436525200855133, 0.01644993966253506, 0.011593045920538324, 0.014949420538618011, 0.011873519639817903, 0.016209569776999222, 0.023403091075419026, 0.052483097155384226, 0.012069299328080974, 0.017352705388624327, 0.0330478309390627, 0.04496562130371683, 0.017299195711478085, 0.016664249264036802, 0.01629831754357344, 0.010602816805037777, 0.018364003618502493, 0.017054427390428364, 0.021375582037677875, 0.013898332186945464, 0.02913826904822186]"
doc_01926,Fuel Economy - GTI,https://www.golfgtiforum.co.uk/index.php?topic=270612.0,17,1.0,unknown,,none,low,0,2,"[1.0017103838103334e-307, 2.2758023306127663e-308, 5.440015588074822e-308, 2.1234146437704433e-308, 1.0240978699012674e-307, 3.041008221155103e-308, 3.067812005744113e-308, 3.4747863545583846e-308, 2.063398349085806e-308, 2.159531919278907e-308, 5.36480831273261e-308, 3.388621745583183e-308, 1.827304421377679e-308, 3.033243077957929e-308, 3.1314774806777285e-308, 3.403173782576457e-308, 1.0, 3.133461333918023e-308, 3.747741183710004e-308, 1.745936482582546e-308, 2.2774061094987956e-308, 2.4649384001568716e-308, 4.2621601263349407e-308, 3.302171237815417e-308, 3.1495231576638764e-308]"
doc_01927,Got a stone chip today :-(,https://www.golfgtiforum.co.uk/index.php?topic=270620.0,6,0.030512703305823924,unknown,,none,low,0,5,"[0.01840380333490558, 0.011625153015618282, 0.012846571633564983, 0.025518283654407104, 0.01567928788491206, 0.030512703305823924, 0.014505065130468285, 0.012286871221459049, 0.018606750008383362, 0.014685034396287551, 0.014997184601718245, 0.06844080826372509, 0.011987133574543521, 0.028973324623575686, 0.04260747001503592, 0.02039328906084245, 0.012288269986412994, 0.02375441575977919, 0.02239544638704586, 0.014176957774613873, 0.01955210790593122, 0.014676931228653689, 0.021166290378807632, 0.017977308934299597, 0.07145702244343617]"
