T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,doc_name
0.13437533,0.0544996,0.040571444,0.11061317,0.0759025,0.045761183,0.045929022,0.0745303,0.07545839,0.0524207,0.04651652,0.044569667,0.056568597,0.081912816,0.06037075,doc_00412
0.1331225,0.07388013,0.046115566,0.049627755,0.07432446,0.046115305,0.04348876,0.07359266,0.078408435,0.04373106,0.047959153,0.043977924,0.09981001,0.084670596,0.061175663,doc_00413
0.12039677,0.26566708,0.04164782,0.034383327,0.028299132,0.03529399,0.03751977,0.027001072,0.17248882,0.02728821,0.03884759,0.038768798,0.052885957,0.03395796,0.045553625,doc_00414
0.08488015,0.06607057,0.05900475,0.06259153,0.073011756,0.0576271,0.05385019,0.095485136,0.063221216,0.06555819,0.046835247,0.073508285,0.051647715,0.082557045,0.064151146,doc_00415
0.5047233,0.020406744,0.029062308,0.04829872,0.020919647,0.022817593,0.023837814,0.02942944,0.04128609,0.10110163,0.049844526,0.018845776,0.035836536,0.019147186,0.034442615,doc_00416
0.086917244,0.03874715,0.044906497,0.08596512,0.0420798,0.06523425,0.067445464,0.071670905,0.07740408,0.15021919,0.09331405,0.038649164,0.040200457,0.038897596,0.05834896,doc_00417
0.09823856,0.044421367,0.057822715,0.11009401,0.07191639,0.07738105,0.06747594,0.0838157,0.04601446,0.047435474,0.05075052,0.040317908,0.043831136,0.09861838,0.06186644,doc_00418
0.04636888,0.057769343,0.043329272,0.043429207,0.24119784,0.07739524,0.06697281,0.072441585,0.050194897,0.039233323,0.039990693,0.042288568,0.060844265,0.06137943,0.057164654,doc_00419
0.044459406,0.046574283,0.03910967,0.0398355,0.30548975,0.07444068,0.055275675,0.06674447,0.045828752,0.038154166,0.03674573,0.039476503,0.04977718,0.06457577,0.05351246,doc_00420
0.07879689,0.1061939,0.042342737,0.04642266,0.17026517,0.039418127,0.037749004,0.039811734,0.040640138,0.047035616,0.1396926,0.07602455,0.034201343,0.045208097,0.056197453,doc_00421
0.44075787,0.029129887,0.041454125,0.05209117,0.034772296,0.03851327,0.03849956,0.036662683,0.04444042,0.042835057,0.04106412,0.043969482,0.042712774,0.028380875,0.04471649,doc_00422
0.13671991,0.11515486,0.027792843,0.031144708,0.036127944,0.104663044,0.09169935,0.030827036,0.03953076,0.028037893,0.03679421,0.20196539,0.039367616,0.0314928,0.048681673,doc_00423
0.031241318,0.02745336,0.030990709,0.03066778,0.30892405,0.03405675,0.030838292,0.06485161,0.026407102,0.02623223,0.02514797,0.027235515,0.2682544,0.028918449,0.03878043,doc_00424
0.20133197,0.036351476,0.037443005,0.27887297,0.033999164,0.033856418,0.03505792,0.030137444,0.039265808,0.037523217,0.035661843,0.03313649,0.035214152,0.08473716,0.047410976,doc_00425
0.10945837,0.11115585,0.030717662,0.046033014,0.10164126,0.07511777,0.03690892,0.035168182,0.088243715,0.03301515,0.036573447,0.040552907,0.0457514,0.15343913,0.05622319,doc_00426
0.11418822,0.107299976,0.05140089,0.047210798,0.23462632,0.0446474,0.044157755,0.038160488,0.057236385,0.038199697,0.03739281,0.03584563,0.052928712,0.04200953,0.054695446,doc_00427
0.40671661,0.034247283,0.086666405,0.0410253,0.050240785,0.03282111,0.031358685,0.032172173,0.04171947,0.05836625,0.055400744,0.022856329,0.024142634,0.037917767,0.044348408,doc_00428
0.25153816,0.040180556,0.025854338,0.032706324,0.29178315,0.035854187,0.03216986,0.045198206,0.033493996,0.030040937,0.031186953,0.02808883,0.04261225,0.036548868,0.042743426,doc_00429
0.07934817,0.052336413,0.08042758,0.030614316,0.45747194,0.03272889,0.031496834,0.031372048,0.027976021,0.027935462,0.029562192,0.024731494,0.027977316,0.026334366,0.039686903,doc_00430
0.071524374,0.07016172,0.042093474,0.051553614,0.04328256,0.0662102,0.062076148,0.04697797,0.067522645,0.04629142,0.10623371,0.13663296,0.08224975,0.045925025,0.061264466,doc_00431
0.07894879,0.048341505,0.058458045,0.050715737,0.14612705,0.072406024,0.064511955,0.083488025,0.05563659,0.050916735,0.04191631,0.055166237,0.081741735,0.050394878,0.061230436,doc_00432
0.054621145,0.0489066,0.043606646,0.048422057,0.05157303,0.056011163,0.0544259,0.06344407,0.045812834,0.046673324,0.07301826,0.2629735,0.049409274,0.044243563,0.05685863,doc_00433
0.14255936,0.031433474,0.038590018,0.037551742,0.42447576,0.035356287,0.03245883,0.04275905,0.030753,0.02539974,0.029601462,0.031561688,0.025635332,0.031380538,0.040483665,doc_00434
0.10110061,0.033722047,0.34438834,0.10468515,0.041278563,0.033138607,0.033831436,0.056244157,0.036820374,0.037386615,0.037731055,0.030668238,0.030471362,0.031572018,0.04696142,doc_00435
0.0689741,0.03718093,0.037569743,0.045379136,0.04416758,0.06537653,0.061650533,0.042205073,0.08074771,0.03918208,0.08387762,0.21140833,0.089976706,0.03561355,0.056690417,doc_00436
0.08229291,0.036769237,0.030046431,0.035865024,0.14990014,0.083854176,0.036277536,0.08896462,0.0337385,0.02891341,0.02938127,0.030634837,0.15322466,0.12860745,0.051529754,doc_00437
0.07459625,0.04100886,0.07008857,0.08916485,0.07672444,0.064898774,0.05989508,0.060615987,0.053359326,0.047484152,0.03744892,0.034852013,0.10517961,0.12348019,0.061202876,doc_00438
0.09185369,0.04061941,0.038740065,0.03831122,0.033996575,0.11702936,0.09473217,0.08338535,0.032105092,0.030114831,0.035633743,0.25126383,0.03437955,0.028702645,0.04913248,doc_00439
0.14392595,0.042060606,0.044197947,0.09464402,0.1540413,0.068082854,0.041788653,0.039827596,0.04094829,0.09465256,0.051809587,0.04321845,0.04299817,0.04159581,0.05620819,doc_00440
0.058766223,0.04423064,0.22654201,0.054359663,0.04425834,0.041763656,0.042090606,0.042716883,0.09888458,0.05121136,0.042952944,0.08671641,0.061249938,0.047610752,0.05664599,doc_00441
0.07347785,0.061922576,0.056818094,0.0923414,0.064373314,0.05476666,0.05498893,0.054034505,0.08800266,0.049168553,0.049315926,0.046504486,0.119035326,0.07194326,0.06330642,doc_00442
0.074786335,0.05393658,0.049436785,0.05828632,0.09173189,0.068616204,0.060304362,0.047843497,0.08415383,0.060995504,0.0564743,0.060834985,0.074550614,0.09411426,0.06393451,doc_00443
0.05432776,0.05609035,0.048310354,0.053999722,0.083738744,0.06277767,0.061797075,0.057168163,0.10715468,0.05170891,0.054946788,0.07373691,0.09820777,0.07174392,0.06429116,doc_00444
0.2141066,0.030125909,0.032379106,0.031966425,0.3250447,0.036680456,0.034039896,0.03540377,0.02927342,0.031104533,0.044647865,0.036710955,0.040481932,0.03514592,0.04288851,doc_00445
0.034980197,0.025767138,0.028603083,0.028791698,0.15711018,0.13255852,0.11182257,0.16861065,0.028477281,0.025916075,0.027128419,0.028111778,0.12937544,0.027441677,0.045305368,doc_00446
0.10932353,0.073206306,0.075787805,0.08372994,0.07632841,0.061099514,0.06203699,0.06392637,0.062864035,0.068901,0.05537455,0.04648613,0.047866356,0.048824564,0.06424445,doc_00447
0.07062775,0.0425411,0.098337434,0.044915564,0.27908936,0.041512333,0.04274149,0.08245163,0.03967705,0.040413667,0.04201528,0.040224794,0.04245731,0.039925307,0.053069927,doc_00448
0.08806138,0.07674994,0.04110331,0.038879238,0.12952363,0.07796004,0.06668348,0.042420775,0.04106875,0.039152324,0.043208994,0.035078943,0.119202755,0.10308499,0.057821434,doc_00449
0.07505792,0.05500723,0.043832906,0.09332993,0.09793332,0.07389462,0.0729254,0.06372606,0.07769027,0.043028157,0.05517956,0.04594454,0.078469336,0.06146219,0.062518634,doc_00450
0.21031219,0.028277267,0.033987187,0.03974755,0.16000348,0.03443419,0.03308938,0.22731416,0.02899637,0.032484304,0.032009397,0.033026185,0.034465358,0.02722391,0.044629138,doc_00451
0.06539942,0.058955934,0.054421593,0.06732894,0.094096735,0.06956931,0.068226114,0.048495885,0.10894515,0.048834722,0.05630527,0.066866115,0.07605481,0.053420093,0.063079864,doc_00452
0.07986418,0.054836717,0.04837983,0.048684783,0.051889263,0.052462347,0.0501261,0.05763081,0.04994986,0.07081417,0.08942967,0.17772278,0.05173082,0.05544179,0.06103693,doc_00453
0.1307088,0.029330626,0.02452002,0.041574802,0.16307536,0.1339109,0.106095135,0.024264943,0.037280202,0.025152994,0.025930516,0.030962424,0.15527628,0.0266013,0.04531566,doc_00454
0.19816245,0.0412105,0.0402968,0.048827134,0.032557976,0.063122086,0.040784772,0.041284252,0.16291073,0.045293495,0.04209627,0.039228678,0.110572405,0.0418949,0.05175763,doc_00455
0.13503815,0.036955398,0.040331755,0.043974444,0.034995016,0.20221722,0.17393221,0.033189233,0.029976405,0.04144426,0.04175001,0.05709603,0.041880846,0.035571575,0.051647346,doc_00456
0.0999002,0.055177774,0.1016188,0.059709705,0.2125879,0.044486716,0.04176269,0.09259016,0.04063177,0.039096937,0.04012303,0.038854033,0.03871459,0.04010979,0.05463587,doc_00457
0.035536025,0.03584201,0.026800169,0.030312892,0.28087842,0.123399206,0.033782918,0.22840978,0.028681172,0.025169697,0.024231754,0.02733853,0.030129423,0.028531073,0.040956903,doc_00458
0.081049316,0.04195797,0.0754273,0.048217025,0.11154477,0.08207166,0.07203519,0.1043542,0.08017346,0.048334163,0.054918736,0.04849024,0.04599446,0.04532174,0.06010972,doc_00459
0.034070473,0.023015851,0.029017271,0.031121392,0.03614698,0.16040966,0.13748875,0.23014206,0.12788281,0.033889674,0.033626247,0.02807978,0.029889522,0.02274901,0.04247051,doc_00460
0.48048505,0.032330394,0.0444299,0.059018888,0.034212753,0.028458174,0.02793098,0.03214131,0.032206576,0.062076185,0.04172976,0.029867936,0.029075926,0.026007134,0.040029023,doc_00461
0.24409896,0.06725048,0.02077941,0.034404136,0.3136776,0.030414281,0.02490367,0.025658892,0.02517298,0.01780148,0.022161378,0.021425802,0.060686577,0.05548138,0.03608296,doc_00462
0.120239325,0.035435665,0.03395383,0.042366028,0.029084578,0.03308255,0.0331537,0.032160204,0.099962294,0.039866507,0.04498274,0.044677235,0.3309974,0.03294516,0.047092743,doc_00463
0.06208785,0.06252413,0.06386318,0.07786418,0.09628724,0.07024771,0.06442924,0.07863903,0.066235885,0.04909074,0.04609282,0.06482139,0.06728384,0.06674821,0.06378455,doc_00464
0.094612606,0.038318057,0.048644945,0.047491435,0.13982245,0.08207356,0.07115486,0.083038874,0.039127465,0.037716817,0.04389851,0.034003273,0.13866308,0.0440092,0.0574249,doc_00465
0.03401215,0.033980105,0.034734078,0.029252473,0.2673573,0.033035807,0.031159278,0.030341292,0.029052645,0.031801857,0.036241483,0.12907806,0.02870528,0.2057303,0.045517936,doc_00466
0.14921285,0.22812851,0.03492827,0.042445835,0.04192813,0.03782141,0.036091622,0.035256308,0.03734222,0.039070264,0.040625714,0.042078093,0.037507065,0.14677767,0.05078608,doc_00467
0.20292275,0.38955063,0.02476847,0.032048993,0.032741114,0.03303806,0.028587881,0.03454272,0.026738828,0.024179174,0.04093661,0.035660915,0.023835061,0.03138456,0.039064195,doc_00468
0.06614533,0.060647815,0.05859481,0.06894881,0.053701263,0.052254703,0.05083944,0.08529921,0.057114057,0.1401418,0.05835247,0.064254425,0.06357803,0.0565887,0.06353912,doc_00469
0.18142486,0.027281342,0.02805308,0.030121474,0.029782843,0.20879216,0.037982747,0.030771594,0.03510654,0.028311688,0.026676247,0.028131485,0.03181721,0.23146895,0.044277832,doc_00470
0.082766995,0.059752513,0.043537784,0.045198668,0.06282083,0.07198659,0.05667886,0.037935827,0.09140313,0.06888884,0.09039582,0.10036595,0.038326018,0.08783937,0.062102806,doc_00471
0.07243498,0.058682837,0.06745565,0.057085205,0.08023436,0.080473796,0.0661321,0.054423597,0.0610666,0.06531225,0.06156448,0.08316608,0.05611719,0.07114986,0.06470103,doc_00472
0.07045084,0.03178845,0.042016912,0.06921186,0.1431354,0.08290721,0.07536435,0.12126947,0.088401765,0.044441618,0.052661836,0.036948357,0.047682982,0.0379302,0.055788767,doc_00473
0.0842831,0.059642315,0.043357573,0.077102795,0.071137086,0.062966555,0.0598811,0.086155035,0.06787132,0.049103275,0.046223566,0.121963605,0.044636574,0.06345416,0.06222201,doc_00474
0.11160974,0.07799112,0.075691424,0.044632986,0.03608325,0.081347145,0.07054168,0.09193442,0.03985546,0.054525007,0.049773827,0.034917895,0.07617065,0.09639729,0.05852803,doc_00475
0.07252585,0.08360211,0.048730206,0.075455114,0.042977206,0.07281888,0.06416892,0.07631771,0.04790217,0.06524163,0.07977428,0.04612855,0.067845896,0.09171602,0.06479549,doc_00476
0.042369373,0.03666344,0.03343777,0.038622536,0.039324604,0.053688254,0.03583803,0.06908982,0.038467318,0.035368245,0.033378176,0.42197874,0.03777442,0.038115993,0.04588332,doc_00477
0.09769974,0.037345592,0.051737055,0.06768596,0.041863985,0.064038225,0.058087587,0.07775002,0.040482827,0.034755852,0.08937051,0.20848063,0.039230686,0.03507898,0.056392305,doc_00478
0.09094911,0.036876433,0.057687487,0.13613741,0.04586391,0.043758083,0.044178743,0.12952068,0.07676191,0.060200904,0.068180755,0.077161,0.036151394,0.03781126,0.058760945,doc_00479
0.13039824,0.04594127,0.054469287,0.0631602,0.1251506,0.0738685,0.067682505,0.09120432,0.047312077,0.050366547,0.04425601,0.049213015,0.050746754,0.04701671,0.059213925,doc_00480
0.194856,0.026351701,0.24205719,0.21983156,0.0322032,0.025666783,0.02537756,0.027780764,0.027889613,0.030835722,0.032535154,0.024266534,0.02459924,0.025368512,0.0403804,doc_00481
0.12520996,0.067316845,0.086876266,0.11287186,0.05077937,0.051864263,0.049732674,0.06522068,0.052508146,0.0604783,0.059207346,0.05106667,0.05162678,0.051360372,0.063880526,doc_00482
0.08972482,0.04900202,0.117638566,0.070891805,0.15409939,0.05442481,0.052756757,0.05681334,0.05551661,0.05585939,0.04896188,0.04304905,0.044374004,0.04700223,0.05988531,doc_00483
0.1498397,0.040422365,0.030003369,0.043078795,0.036507018,0.15657632,0.12659194,0.03402308,0.0361386,0.021316404,0.02727824,0.028342012,0.19860919,0.02733746,0.043935508,doc_00484
0.08520742,0.061231222,0.06153679,0.07789576,0.06448929,0.06444328,0.062147375,0.1081195,0.062443502,0.059880033,0.061737027,0.050810453,0.054633994,0.061324194,0.06410011,doc_00485
0.10508116,0.07220784,0.069833234,0.08450996,0.05663161,0.07021958,0.05797509,0.0834277,0.07872543,0.04639575,0.05408909,0.046990715,0.048337735,0.062961034,0.06261407,doc_00486
0.055698343,0.05575496,0.052152134,0.055103004,0.065999575,0.058820345,0.056530546,0.054936387,0.06867987,0.05328662,0.053488687,0.054475296,0.056129467,0.19699311,0.061951622,doc_00487
0.10880812,0.040452506,0.038963873,0.050704516,0.05025515,0.059841037,0.041354705,0.03917106,0.038273245,0.05083383,0.03779946,0.030958358,0.15889959,0.19882151,0.054863043,doc_00488
0.11221014,0.09394949,0.040953774,0.045976136,0.040491518,0.086232305,0.073873386,0.03975457,0.08168227,0.03254353,0.07753608,0.1408338,0.03990958,0.037429467,0.056623947,doc_00489
0.33449617,0.033152994,0.041831106,0.03542727,0.04257288,0.14786513,0.041388433,0.04280856,0.03390251,0.03813046,0.047207154,0.048670705,0.03027543,0.03473824,0.04753295,doc_00490
0.07233967,0.039756607,0.07151895,0.049204726,0.16654395,0.08041474,0.074409425,0.11304722,0.047028802,0.051088706,0.050960455,0.038782116,0.047931936,0.03953935,0.05743334,doc_00491
0.03128059,0.022944825,0.027775927,0.027696004,0.029407864,0.033969466,0.03188138,0.22537585,0.031230332,0.3802974,0.038562078,0.02729868,0.028649662,0.02550581,0.038124114,doc_00492
0.03459777,0.037165407,0.034048837,0.030942084,0.035892274,0.03346822,0.032705054,0.031176114,0.033180274,0.034103088,0.033160806,0.29390875,0.03502483,0.25591174,0.04471478,doc_00493
0.11868557,0.04284273,0.035459407,0.04612877,0.049570225,0.12059526,0.10038032,0.20247303,0.040833782,0.04013751,0.030961651,0.037065834,0.03957313,0.04206084,0.053231865,doc_00494
0.08679093,0.06337439,0.05978859,0.07292036,0.14960063,0.054816958,0.054558884,0.05849514,0.06461781,0.054806836,0.057710923,0.047227036,0.04953746,0.063613504,0.06214052,doc_00495
0.061092764,0.043106534,0.060355406,0.2156732,0.049523108,0.04135272,0.040158466,0.049901843,0.05069855,0.04008626,0.036705665,0.038986437,0.124465756,0.090791635,0.057101704,doc_00496
0.026369913,0.023648228,0.021220839,0.022913478,0.02977199,0.03551422,0.03219817,0.034698516,0.024416279,0.030713774,0.026326787,0.6105664,0.027305743,0.02204252,0.032293227,doc_00497
0.07175915,0.046259288,0.061469104,0.058245435,0.09411795,0.06204786,0.055800203,0.16819814,0.046593204,0.039725296,0.04364808,0.04403945,0.102384746,0.04660059,0.059111513,doc_00498
0.2059348,0.32200325,0.030729434,0.03252754,0.03747093,0.038478516,0.033961225,0.02847159,0.032925997,0.029338868,0.039633352,0.058671053,0.029991226,0.03598931,0.04387295,doc_00499
0.26572984,0.038666677,0.04191177,0.03883401,0.2568024,0.045593336,0.035777446,0.03872386,0.038316444,0.033456817,0.032836705,0.029042441,0.030739091,0.029001554,0.04456759,doc_00500
0.06617163,0.04038978,0.044259835,0.052169617,0.11239775,0.07245989,0.064289086,0.11404002,0.04164758,0.03948608,0.037982542,0.036164865,0.17579143,0.046387132,0.056362752,doc_00501
0.07729061,0.035479814,0.03466749,0.04622404,0.03534205,0.09950062,0.091799416,0.047293484,0.0517803,0.09461084,0.08717444,0.17099082,0.037159044,0.03454046,0.05614655,doc_00502
0.08427667,0.05084986,0.11187227,0.037305273,0.3018646,0.042632077,0.040504057,0.04096081,0.040639896,0.039756536,0.047270305,0.033730358,0.042263813,0.03564679,0.050426714,doc_00503
0.052900188,0.06684405,0.103436545,0.063898996,0.06314394,0.07432027,0.067197554,0.08382143,0.05106047,0.050807677,0.05719659,0.08509357,0.061997194,0.054749813,0.06353174,doc_00504
0.052900184,0.06684404,0.103436574,0.063898996,0.06314393,0.07432026,0.06719753,0.08382142,0.05106048,0.05080767,0.057196584,0.08509355,0.06199719,0.05474981,0.06353174,doc_00505
0.041536886,0.058771912,0.041821092,0.04178998,0.0752372,0.04588436,0.044317134,0.039278287,0.043049116,0.044257782,0.049029104,0.2356011,0.044823285,0.1386223,0.05598049,doc_00506
0.066128366,0.039989986,0.046322275,0.0963995,0.07723187,0.06805319,0.064024836,0.12402931,0.048765227,0.05178287,0.066816494,0.059888285,0.07200665,0.0566849,0.061876196,doc_00507
0.04868996,0.046603177,0.045717567,0.045548636,0.15711947,0.09995286,0.08002694,0.08125686,0.06418545,0.054734528,0.071158685,0.04267087,0.058721386,0.04426568,0.059347924,doc_00508
0.3731556,0.04369903,0.04257738,0.045716032,0.0374249,0.035669267,0.033886984,0.026253913,0.0533616,0.049987923,0.03857766,0.08594086,0.054383777,0.034468163,0.044896927,doc_00509
0.44971344,0.03182564,0.058963295,0.048671395,0.04861393,0.03443539,0.03295706,0.03170181,0.042082757,0.03089705,0.044773024,0.02480682,0.039958272,0.036614086,0.04398609,doc_00510
0.5628184,0.028226074,0.056580212,0.056121245,0.030579448,0.02037476,0.020994365,0.030383747,0.022789376,0.040631663,0.037848342,0.017840246,0.019296793,0.022242593,0.033272587,doc_00511
0.08651875,0.03626888,0.0345262,0.033151343,0.032972,0.13344151,0.103269175,0.095959134,0.10285924,0.03683859,0.06395557,0.028373308,0.11131751,0.04398875,0.056560002,doc_00512
0.15128483,0.027668003,0.029794216,0.03276302,0.026096705,0.025592912,0.023169588,0.025749916,0.1328084,0.03518083,0.032348037,0.21333653,0.02895972,0.17131446,0.043932837,doc_00513
0.048308495,0.042781603,0.036374114,0.041962963,0.046465747,0.030168071,0.028531903,0.023705864,0.036884695,0.032247037,0.050819892,0.38735592,0.04986855,0.10023004,0.04429511,doc_00514
0.0953064,0.025967801,0.5204091,0.04638074,0.031945724,0.026632255,0.026746303,0.027627757,0.027408538,0.026461542,0.032548767,0.025534313,0.024288068,0.026035033,0.03670761,doc_00515
0.37469664,0.09801179,0.075087056,0.033875898,0.080926195,0.04508893,0.040449053,0.027266001,0.032778125,0.03739475,0.027778137,0.031863697,0.040345207,0.022983856,0.03145461,doc_00516
0.053311706,0.079376206,0.049587253,0.046681087,0.075288095,0.050557874,0.04917921,0.04702855,0.07907373,0.051709168,0.08355811,0.11931427,0.052537844,0.0990719,0.06372497,doc_00517
0.043548383,0.023870913,0.023309296,0.031919956,0.022825494,0.6025089,0.03514405,0.023285856,0.029126015,0.03467838,0.027286287,0.023146516,0.026026566,0.02078329,0.03254,doc_00518
0.20501041,0.15418482,0.0679785,0.033973992,0.17079277,0.037415463,0.033960488,0.042288147,0.03391999,0.035743054,0.031149069,0.03734579,0.034035135,0.033681978,0.048520382,doc_00519
0.44935367,0.02254405,0.033820774,0.053088464,0.024454243,0.029650513,0.02965124,0.029362716,0.049817134,0.06978659,0.06492779,0.032090105,0.038937815,0.031566627,0.04094823,doc_00520
0.06388977,0.06585642,0.057925075,0.06473204,0.08403176,0.062286533,0.064920165,0.056412563,0.0746514,0.06556617,0.056402028,0.070654914,0.07006832,0.07711268,0.06549024,doc_00521
0.16642196,0.03124044,0.037923414,0.03832377,0.022151701,0.026398892,0.026598679,0.024197513,0.40445605,0.025956985,0.03833012,0.048840854,0.043609317,0.026538588,0.03901171,doc_00522
0.030423794,0.029097762,0.030143868,0.029773433,0.023261853,0.023756478,0.023577105,0.02189211,0.59491026,0.021166123,0.0303506,0.038648617,0.03986631,0.030109303,0.03302237,doc_00523
0.04073397,0.026828393,0.024551246,0.046024434,0.017313546,0.019504512,0.020147717,0.01837559,0.6185183,0.023441998,0.027588984,0.032854844,0.035807617,0.017897245,0.030411588,doc_00524
0.1146056,0.13864371,0.044876505,0.03805408,0.27998787,0.037347794,0.03711087,0.03533016,0.040132288,0.038285233,0.038596697,0.033214424,0.03932632,0.0352894,0.049199075,doc_00525
0.19288337,0.034295727,0.034237683,0.033606455,0.23158589,0.03902631,0.03237682,0.038950104,0.15264197,0.030162094,0.035263106,0.03618293,0.030114481,0.032829005,0.045844037,doc_00526
0.16472496,0.04639484,0.124544606,0.091625296,0.08582688,0.044192165,0.041886814,0.07825935,0.04386085,0.04390946,0.052203447,0.04134015,0.04200505,0.041184206,0.058041953,doc_00527
0.06975147,0.065487444,0.08561711,0.056371488,0.037935186,0.0960145,0.08517935,0.103326894,0.055617526,0.051638894,0.076720186,0.04214588,0.04028609,0.07003338,0.063874505,doc_00528
0.12330667,0.031855326,0.03251516,0.046190113,0.04110908,0.03446447,0.03561929,0.035538778,0.036829133,0.28305072,0.15634839,0.029839927,0.034822114,0.03083137,0.047679406,doc_00529
0.098438546,0.03501571,0.05189789,0.055825137,0.09220303,0.07925096,0.07380732,0.14944306,0.08865941,0.055212248,0.042865396,0.0424418,0.041651517,0.036371604,0.056916345,doc_00530
0.06624328,0.1743444,0.039259966,0.028004838,0.03907181,0.03739798,0.03215894,0.028869588,0.03840586,0.027526146,0.026721856,0.032756697,0.029786974,0.3554777,0.043973953,doc_00531
0.034869388,0.027315097,0.28731316,0.029363416,0.30975333,0.029329963,0.028900314,0.024435965,0.028801223,0.027894614,0.025257984,0.036882557,0.03354759,0.03709636,0.03923899,doc_00532
0.2102006,0.025348507,0.030677868,0.35762915,0.028612006,0.026280114,0.026684342,0.028745512,0.07579292,0.031382885,0.04007936,0.024354175,0.025228564,0.029056555,0.039927445,doc_00533
0.11699966,0.13886015,0.041000646,0.11585112,0.03321181,0.034136113,0.033045325,0.03278287,0.14762056,0.03384864,0.123064585,0.03190948,0.03541157,0.030972142,0.051285364,doc_00534
0.5168254,0.023142327,0.04582631,0.079117596,0.027122632,0.020684732,0.02149433,0.023081226,0.05514145,0.03143051,0.047345616,0.02638584,0.021818975,0.023879116,0.036703926,doc_00535
0.18316844,0.31752262,0.040710714,0.031917922,0.049529057,0.03304676,0.03104826,0.027867973,0.041846488,0.02589552,0.036565755,0.045501698,0.038861427,0.050445978,0.046071347,doc_00536
0.11122869,0.043951478,0.044859067,0.046935003,0.1398455,0.0964324,0.04732274,0.18102713,0.035402223,0.031392638,0.02962262,0.03024115,0.066039264,0.043355353,0.052344732,doc_00537
0.09850212,0.10275537,0.036128487,0.038930688,0.0495366,0.13037868,0.09468184,0.040454485,0.03404468,0.041963477,0.0351581,0.039745286,0.16266532,0.04120375,0.053851135,doc_00538
0.28629345,0.029101536,0.026596557,0.043614455,0.019125208,0.01818805,0.01796765,0.020616507,0.31851265,0.03350334,0.029420914,0.0476908,0.043850325,0.029598098,0.035920486,doc_00539
0.03529021,0.08957946,0.23034045,0.032182284,0.25161502,0.032248724,0.031334233,0.029730614,0.032505587,0.026754046,0.033719055,0.042773917,0.032218494,0.05349137,0.046216536,doc_00540
0.14874907,0.03586033,0.052281857,0.04347364,0.18918489,0.13487893,0.10083265,0.034640666,0.03057345,0.043237414,0.03314686,0.028495152,0.03522776,0.03919839,0.05021893,doc_00541
0.35605097,0.045675196,0.033651758,0.043466285,0.05289456,0.042379357,0.04024523,0.043357834,0.065838665,0.029453365,0.03460836,0.04155405,0.062954865,0.05889376,0.048975695,doc_00542
0.03859458,0.041644372,0.028180601,0.03144081,0.028011756,0.30238122,0.23519582,0.029276986,0.029942138,0.041850585,0.03107983,0.065169096,0.02987121,0.025665028,0.041696,doc_00543
0.10464753,0.036454476,0.18188737,0.0421804,0.096018806,0.038583416,0.034781326,0.037238184,0.18076527,0.03685311,0.043430008,0.041970488,0.039499886,0.034250688,0.05143907,doc_00544
0.38832906,0.021427678,0.021292707,0.059786297,0.025389966,0.017661082,0.018881401,0.02109297,0.03400432,0.032326933,0.253162,0.020827565,0.022296967,0.029074114,0.03444698,doc_00545
0.059394997,0.04935944,0.08903336,0.05609252,0.05108821,0.08006571,0.073570296,0.10283981,0.060002964,0.09037004,0.07360439,0.051610515,0.04752533,0.051918037,0.06352433,doc_00546
0.030191766,0.6289353,0.023921583,0.021714257,0.023708405,0.029963918,0.025535408,0.023956357,0.024307188,0.02455349,0.033276316,0.025363278,0.026996601,0.025871078,0.031705122,doc_00547
0.0829481,0.115375526,0.051207498,0.04126136,0.18148631,0.03935966,0.037771344,0.03980126,0.036098797,0.03770598,0.10778827,0.0948214,0.035175387,0.042783916,0.056415197,doc_00548
0.078170285,0.040167753,0.053263076,0.047330964,0.037171237,0.12839152,0.09103393,0.07920941,0.09037183,0.09305113,0.039675433,0.035862315,0.03917573,0.08691098,0.060214434,doc_00549
0.064403735,0.07080067,0.1321464,0.05152946,0.13486204,0.05372615,0.051915243,0.056569792,0.053670846,0.048641697,0.050291434,0.055656746,0.05294655,0.06081527,0.062023945,doc_00550
0.2866935,0.02493238,0.022988522,0.02739686,0.027194148,0.029629843,0.026091471,0.026747812,0.032826867,0.060128048,0.038218193,0.02144907,0.31472465,0.02408986,0.036888782,doc_00551
0.08650193,0.08492131,0.033151414,0.03181504,0.11172491,0.08848257,0.078247786,0.075194374,0.057606913,0.051450334,0.039807156,0.028840782,0.14037035,0.03628322,0.055601906,doc_00552
0.061993457,0.061629657,0.054483145,0.057468455,0.05220173,0.113445,0.07686736,0.062866986,0.067003876,0.067337714,0.058255743,0.0636063,0.056392264,0.07956806,0.066880174,doc_00553
0.49067172,0.038201824,0.071236074,0.052944418,0.03335025,0.027526341,0.025783183,0.027438598,0.03834924,0.029244043,0.028701805,0.023518788,0.03657722,0.036743857,0.039712667,doc_00554
0.028309545,0.23703548,0.027651923,0.024768338,0.0222944,0.02261041,0.020413764,0.018435124,0.16458815,0.019350067,0.027643433,0.2797286,0.033167064,0.03486249,0.039141234,doc_00555
0.02830234,0.5857161,0.0341538,0.036873516,0.029047644,0.02939237,0.027526842,0.026073605,0.02640552,0.022964558,0.023917617,0.027895566,0.031043189,0.035924066,0.03476319,doc_00556
